"pop" "\"main\"" "bootstrap.num" "date1.est.boot" "maxR2fit.1date.boot" "maxScore.2events.boot"
"2477" "MOSSI" "main" 2 60.08099 0.2212213 0.03180413
"2478" "MOSSI" "main" 3 52.42128 0.2367635 0.04732686
"2479" "MOSSI" "main" 4 50.42453 0.266322 0.07020864
"2480" "MOSSI" "main" 5 53.26493 0.3125141 0.06092844
"2481" "MOSSI" "main" 1 45.76229 0.2550017 0.04805536
"2482" "MOSSI" "main" 2 35.4503 0.2987254 0.03051509
"2483" "MOSSI" "main" 3 52.58946 0.2782637 0.03269589
"2484" "MOSSI" "main" 4 65.23212 0.2586634 0.04542678
"2485" "MOSSI" "main" 5 62.26225 0.2314963 0.0383352
"2486" "MOSSI" "main" 1 51.08572 0.2287454 0.04408316
"2487" "MOSSI" "main" 2 45.29317 0.2499817 0.03885049
"2488" "MOSSI" "main" 3 60.98504 0.2363554 0.03340385
"2489" "MOSSI" "main" 4 49.11533 0.2729169 0.05959998
"2490" "MOSSI" "main" 5 43.44139 0.2433335 0.03945982
"2491" "MOSSI" "main" 1 37.97024 0.3849696 0.03855263
"2492" "MOSSI" "main" 2 53.43448 0.2523375 0.04087403
"2493" "MOSSI" "main" 3 38.82998 0.3566419 0.04205005
"2494" "MOSSI" "main" 4 50.09558 0.3306375 0.06904534
"2495" "MOSSI" "main" 5 65.98557 0.2218697 0.03833611
"2496" "MOSSI" "main" 1 51.5845 0.2443143 0.05437328
"2497" "MOSSI" "main" 2 53.77442 0.2107542 0.04409813
"2498" "MOSSI" "main" 3 60.6226 0.3335496 0.03506861
"2499" "MOSSI" "main" 4 64.48306 0.3097621 0.05434847
"2500" "MOSSI" "main" 5 60.6226 0.3726588 0.05955964
"2501" "MOSSI" "main.null" 1 60.98504 0.2935 0.03152208
"2502" "MOSSI" "main.null" 2 74.56347 0.3981518 0.05687483
"2503" "MOSSI" "main.null" 3 46.54965 0.2579491 0.02827625
"2504" "MOSSI" "main.null" 4 69.43046 0.2564222 0.04642239
"2505" "MOSSI" "main.null" 5 51.5845 0.3749116 0.07504778
"2506" "MOSSI" "main.null" 1 75.93066 0.2322374 0.04045162
"2507" "MOSSI" "main.null" 2 74.16203 0.3173986 0.04652978
"2508" "MOSSI" "main.null" 3 67.88841 0.2910223 0.05422417
"2509" "MOSSI" "main.null" 4 62.99813 0.301165 0.029314
"2510" "MOSSI" "main.null" 5 62.26225 0.227537 0.0543219
"2511" "MOSSI" "main.null" 1 71.38273 0.4351142 0.04027504
"2512" "MOSSI" "main.null" 2 52.08574 0.3141983 0.0380463
"2513" "MOSSI" "main.null" 3 56.18468 0.3326583 0.04624498
"2514" "MOSSI" "main.null" 4 80.87891 0.2898954 0.02723323
"2515" "MOSSI" "main.null" 5 75.39062 0.2323408 0.02301298
"2516" "MOSSI" "main.null" 1 63.55292 0.287383 0.03433002
"2517" "MOSSI" "main.null" 2 72.96431 0.3469453 0.02861198
"2518" "MOSSI" "main.null" 3 73.36246 0.2701014 0.03264602
"2519" "MOSSI" "main.null" 4 60.80368 0.2319009 0.05779178
"2520" "MOSSI" "main.null" 5 54.97282 0.2848098 0.05962074
"2521" "MOSSI" "main.null" 1 74.16203 0.3441671 0.03737459
"2522" "MOSSI" "main.null" 2 67.12398 0.2704188 0.05977984
"2523" "MOSSI" "main.null" 3 63.7384 0.3066146 0.03841926
"2524" "MOSSI" "main.null" 4 72.17132 0.2487037 0.03492325
"2525" "MOSSI" "main.null" 5 66.74341 0.3425153 0.03276429
"2526" "MOSSI" "main.null" 1 71.57947 0.2888929 0.04127379
"2527" "MOSSI" "main.null" 2 79.76562 0.2502364 0.0325018
"2528" "MOSSI" "main.null" 3 61.89596 0.2663636 0.0236621
"2529" "MOSSI" "main.null" 4 74.16203 0.2839619 0.0361531
"2530" "MOSSI" "main.null" 5 54.62905 0.2680761 0.04004455
"2531" "MOSSI" "main.null" 1 69.0433 0.3277955 0.0704728
"2532" "MOSSI" "main.null" 2 74.85254 0.2681976 0.06342361
"2533" "MOSSI" "main.null" 3 52.75792 0.2622935 0.04115648
"2534" "MOSSI" "main.null" 4 56.88322 0.1967977 0.02665248
"2535" "MOSSI" "main.null" 5 50.09558 0.270533 0.04130787
"2536" "MOSSI" "main.null" 1 82 0.4459596 0.04317031
"2537" "MOSSI" "main.null" 2 62.99813 0.2260669 0.04025016
"2538" "MOSSI" "main.null" 3 66.36394 0.302288 0.03985998
"2539" "MOSSI" "main.null" 4 63.18279 0.2693425 0.05134534
"2540" "MOSSI" "main.null" 5 67.12398 0.3067536 0.03180007
"2541" "MOSSI" "main.null" 1 72.36916 0.3305954 0.05130229
"2542" "MOSSI" "main.null" 2 57.58615 0.313069 0.03108881
"2543" "MOSSI" "main.null" 3 62.99813 0.2394784 0.07781275
"2544" "MOSSI" "main.null" 4 49.60422 0.3417468 0.03289375
"2545" "MOSSI" "main.null" 5 77.5625 0.2825731 0.03915041
"2546" "MOSSI" "main.null" 1 45.76229 0.3109674 0.03856325
"2547" "MOSSI" "main.null" 2 59.72128 0.2736529 0.05234583
"2548" "MOSSI" "main.null" 3 58.29346 0.2933442 0.04681672
"2549" "MOSSI" "main.null" 4 75.12134 0.2630328 0.05067169
"2550" "MOSSI" "main.null" 5 61.34859 0.2602305 0.02757291
"2551" "MOSSI" "main.null" 1 59.72128 0.2512837 0.07076691
"2552" "MOSSI" "main.null" 2 65.98557 0.257914 0.02970743
"2553" "MOSSI" "main.null" 3 57.05854 0.2774111 0.1289396
"2554" "MOSSI" "main.null" 4 57.58615 0.229153 0.04788454
"2555" "MOSSI" "main.null" 5 80.87891 0.307895 0.03721498
"2556" "MOSSI" "main.null" 1 70.59853 0.3319005 0.05748812
"2557" "MOSSI" "main.null" 2 61.89596 0.2488449 0.03699047
"2558" "MOSSI" "main.null" 3 52.75792 0.2802267 0.02567864
"2559" "MOSSI" "main.null" 4 50.09558 0.2684055 0.02722613
"2560" "MOSSI" "main.null" 5 52.42128 0.2901426 0.0487202
"2561" "MOSSI" "main.null" 1 52.92665 0.3070444 0.02149011
"2562" "MOSSI" "main.null" 2 56.5334 0.2485177 0.03915762
"2563" "MOSSI" "main.null" 3 68.27228 0.2986847 0.06560035
"2564" "MOSSI" "main.null" 4 73.36246 0.2378512 0.05466574
"2565" "MOSSI" "main.null" 5 70.20807 0.2765493 0.05093103
"2566" "MOSSI" "main.null" 1 74.56347 0.2932011 0.07489732
"2567" "MOSSI" "main.null" 2 77.5625 0.4376656 0.06287997
"2568" "MOSSI" "main.null" 3 57.93926 0.2517406 0.03519311
"2569" "MOSSI" "main.null" 4 69.0433 0.2584369 0.03257266
"2570" "MOSSI" "main.null" 5 65.98557 0.2763134 0.04027716
"2571" "MOSSI" "main.null" 1 72.96431 0.2798702 0.04422
"2572" "MOSSI" "main.null" 2 80.32129 0.3023396 0.05380314
"2573" "MOSSI" "main.null" 3 56.5334 0.3190038 0.03152993
"2574" "MOSSI" "main.null" 4 69.81872 0.2488301 0.04667067
"2575" "MOSSI" "main.null" 5 61.34859 0.2506019 0.04205373
"2576" "MOSSI" "main.null" 1 59.36268 0.2896899 0.03297785
"2577" "MOSSI" "main.null" 2 44.36234 0.2353444 0.04956491
"2578" "MOSSI" "main.null" 3 43.13661 0.2683315 0.02919689
"2579" "MOSSI" "main.null" 4 51.08572 0.2493736 0.03444958
"2580" "MOSSI" "main.null" 5 82 0.2955401 0.05053713
"2581" "MOSSI" "main.null" 1 69.81872 0.2441708 0.03665861
"2582" "MOSSI" "main.null" 2 64.29649 0.299871 0.03445326
"2583" "MOSSI" "main.null" 3 60.08099 0.2318471 0.04726605
"2584" "MOSSI" "main.null" 4 64.48306 0.3159042 0.03975933
"2585" "MOSSI" "main.null" 5 70.99008 0.2596773 0.05125477
"2586" "MOSSI" "main.null" 1 54.62905 0.3704047 0.03782394
"2587" "MOSSI" "main.null" 2 65.98557 0.2578401 0.03892201
"2588" "MOSSI" "main.null" 3 53.09565 0.2890089 0.04950313
"2589" "MOSSI" "main.null" 4 69.0433 0.2353803 0.04138154
"2590" "MOSSI" "main.null" 5 65.6083 0.2755621 0.04321865
"2591" "MOSSI" "main.null" 1 90.06641 0.2915471 0.03663369
"2592" "MOSSI" "main.null" 2 72.17132 0.2376642 0.05237674
"2593" "MOSSI" "main.null" 3 79.48853 0.3125302 0.04786625
"2594" "MOSSI" "main.null" 4 68.27228 0.2665339 0.06290282
"2595" "MOSSI" "main.null" 5 59.18379 0.237221 0.09920934
"2596" "MOSSI" "main.null" 1 65.98557 0.3416018 0.03357198
"2597" "MOSSI" "main.null" 2 69.23674 0.2574053 0.04044168
"2598" "MOSSI" "main.null" 3 62.99813 0.2778366 0.03652767
"2599" "MOSSI" "main.null" 4 65.23212 0.32405 0.03749742
"2600" "MOSSI" "main.null" 5 73.7617 0.2908306 0.03742108
"2601" "YRI" "main" 1 27.24081 0.3120057 0.02478163
"2602" "YRI" "main" 2 24.35422 0.308404 0.02893001
"2603" "YRI" "main" 3 49.03409 0.3524026 0.01927524
"2604" "YRI" "main" 4 31.25441 0.3460056 0.04029044
"2605" "YRI" "main" 5 41.24523 0.3417956 0.03207387
"2606" "YRI" "main" 1 29.53956 0.3483791 0.05278339
"2607" "YRI" "main" 2 38.82998 0.2360953 0.02390545
"2608" "YRI" "main" 3 32.03263 0.3224804 0.05384516
"2609" "YRI" "main" 4 45.91921 0.3260463 0.04514214
"2610" "YRI" "main" 5 33.0193 0.3254951 0.04952496
"2611" "YRI" "main" 1 31.35115 0.3272437 0.02706042
"2612" "YRI" "main" 2 34.63008 0.259812 0.02780442
"2613" "YRI" "main" 3 31.64229 0.3132339 0.03524463
"2614" "YRI" "main" 4 37.12038 0.3386484 0.05448278
"2615" "YRI" "main" 5 30.96513 0.3144911 0.02606981
"2616" "YRI" "main" 1 41.6924 0.3424462 0.04035905
"2617" "YRI" "main" 2 28.97905 0.3265154 0.02020825
"2618" "YRI" "main" 3 23.50635 0.3191438 0.02746931
"2619" "YRI" "main" 4 30.01089 0.2815603 0.01848923
"2620" "YRI" "main" 5 31.44804 0.361671 0.0308728
"2621" "YRI" "main" 1 49.11533 0.2782533 0.03128003
"2622" "YRI" "main" 2 45.44927 0.312209 0.03062154
"2623" "YRI" "main" 3 29.3521 0.3126009 0.0362287
"2624" "YRI" "main" 4 32.22873 0.3619081 0.02863636
"2625" "YRI" "main" 5 40.57912 0.2909619 0.03540171
"2626" "YRI" "main" 1 31.93481 0.2814417 0.03865678
"2627" "YRI" "main" 2 36.90945 0.3312372 0.02354093
"2628" "YRI" "main" 3 37.22607 0.2916871 0.02521923
"2629" "YRI" "main" 4 27.15086 0.3255912 0.01756567
"2630" "YRI" "main" 5 37.54407 0.2595492 0.03752158
"2631" "YRI" "main" 1 30.48608 0.2730508 0.02374022
"2632" "YRI" "main" 2 35.96795 0.3087511 0.04220313
"2633" "YRI" "main" 3 39.04646 0.2882183 0.02692759
"2634" "YRI" "main" 4 33.51842 0.2851569 0.05043245
"2635" "YRI" "main" 5 40.35831 0.3290061 0.02239165
"2636" "YRI" "main" 1 56.88322 0.2981889 0.04600814
"2637" "YRI" "main" 2 27.96591 0.3189558 0.03448359
"2638" "YRI" "main" 3 47.8237 0.2989314 0.03403719
"2639" "YRI" "main" 4 43.74728 0.2811447 0.03992152
"2640" "YRI" "main" 5 47.8237 0.2818119 0.02336138
"2641" "YRI" "main" 1 27.69284 0.3006766 0.02626764
"2642" "YRI" "main" 2 27.87473 0.2765571 0.03999442
"2643" "YRI" "main" 3 38.18425 0.3431587 0.03042155
"2644" "YRI" "main" 4 41.62916 0.3330502 0.03342959
"2645" "YRI" "main" 5 37.54407 0.3222378 0.05691118
"2646" "YRI" "main" 1 34.83421 0.3540597 0.02364367
"2647" "YRI" "main" 2 37.12038 0.2784199 0.02928255
"2648" "YRI" "main" 3 36.90945 0.3109645 0.02988527
"2649" "YRI" "main" 4 23.63156 0.270486 0.01733772
"2650" "YRI" "main" 5 40.35831 0.3303198 0.02431654
"2651" "YRI" "main" 1 39.59036 0.3073961 0.0358955
"2652" "YRI" "main" 2 32.72167 0.2854942 0.03063814
"2653" "YRI" "main" 3 34.73207 0.2636649 0.03621494
"2654" "YRI" "main" 4 42.37945 0.2882249 0.03348989
"2655" "YRI" "main" 5 27.24081 0.379106 0.02088798
"2656" "YRI" "main" 1 33.61871 0.2904248 0.02216798
"2657" "YRI" "main" 2 36.17609 0.3524514 0.01744638
"2658" "YRI" "main" 3 31.83715 0.2729066 0.02690079
"2659" "YRI" "main" 4 28.42411 0.3057198 0.04632738
"2660" "YRI" "main" 5 49.11533 0.2762548 0.04258985
"2661" "YRI" "main" 1 36.69915 0.3170099 0.01841475
"2662" "YRI" "main" 2 40.13813 0.2954758 0.01846575
"2663" "YRI" "main" 3 31.15783 0.2570014 0.01765788
"2664" "YRI" "main" 4 32.03263 0.3529626 0.02364573
"2665" "YRI" "main" 5 41.02258 0.2753129 0.02137003
"2666" "YRI" "main" 1 36.69915 0.3047668 0.05649972
"2667" "YRI" "main" 2 42.07851 0.2637116 0.04142702
"2668" "YRI" "main" 3 51.08572 0.3350017 0.02130328
"2669" "YRI" "main" 4 42.37945 0.3383901 0.04367325
"2670" "YRI" "main" 5 45.91921 0.3524953 0.02062739
"2671" "YRI" "main" 1 58.29346 0.2716491 0.05535481
"2672" "YRI" "main" 2 32.22873 0.2732857 0.02335827
"2673" "YRI" "main" 3 29.16527 0.3278287 0.03533081
"2674" "YRI" "main" 4 42.22885 0.2970685 0.02284656
"2675" "YRI" "main" 5 36.38485 0.292073 0.03997531
"2676" "YRI" "main" 1 35.86411 0.3379664 0.05328658
"2677" "YRI" "main" 2 44.20816 0.3152888 0.04806916
"2678" "YRI" "main" 3 27.15086 0.3187528 0.02114327
"2679" "YRI" "main" 4 35.55352 0.3049077 0.03244675
"2680" "YRI" "main" 5 39.69961 0.2956004 0.02263005
"2681" "YRI" "main" 1 36.07194 0.3003638 0.05934027
"2682" "YRI" "main" 2 37.43792 0.3048947 0.02928285
"2683" "YRI" "main" 3 55.66367 0.2888203 0.02973091
"2684" "YRI" "main" 4 30.58158 0.2853417 0.04465019
"2685" "YRI" "main" 5 36.07194 0.2385135 0.03154043
"2686" "YRI" "main" 1 41.46851 0.3004246 0.03069231
"2687" "YRI" "main" 2 29.53956 0.3239326 0.03606214
"2688" "YRI" "main" 3 46.54965 0.302407 0.04051113
"2689" "YRI" "main" 4 31.64229 0.2845918 0.02790509
"2690" "YRI" "main" 5 41.35679 0.3513087 0.02966841
"2691" "YRI" "main" 1 36.69915 0.2951474 0.05286922
"2692" "YRI" "main" 2 39.69961 0.353703 0.02473421
"2693" "YRI" "main" 3 41.80458 0.3011418 0.02642498
"2694" "YRI" "main" 4 35.86411 0.3172085 0.04797076
"2695" "YRI" "main" 5 27.51156 0.2929566 0.02863976
"2696" "YRI" "main" 1 38.18425 0.3468463 0.03001795
"2697" "YRI" "main" 2 53.09565 0.3386851 0.02588763
"2698" "YRI" "main" 3 44.98179 0.296247 0.0304302
"2699" "YRI" "main" 4 34.12247 0.3420024 0.042241
"2700" "YRI" "main" 5 47.50354 0.2741738 0.04660029
"2701" "YRI" "main.null" 1 62.99813 0.3103622 0.02486943
"2702" "YRI" "main.null" 2 49.44098 0.3858009 0.03990047
"2703" "YRI" "main.null" 3 50.42453 0.3225914 0.04080092
"2704" "YRI" "main.null" 4 52.75792 0.2743852 0.02630959
"2705" "YRI" "main.null" 5 50.42453 0.3384096 0.0236203
"2706" "YRI" "main.null" 1 54.11544 0.3337159 0.02951255
"2707" "YRI" "main.null" 2 52.92665 0.3313179 0.0269968
"2708" "YRI" "main.null" 3 41.6924 0.293714 0.03620069
"2709" "YRI" "main.null" 4 59.00518 0.3885258 0.02259525
"2710" "YRI" "main.null" 5 51.91839 0.355826 0.03456907
"2711" "YRI" "main.null" 1 44.36234 0.4114733 0.02616955
"2712" "YRI" "main.null" 2 55.14512 0.3283109 0.04912142
"2713" "YRI" "main.null" 3 57.58615 0.3274488 0.02936893
"2714" "YRI" "main.null" 4 47.10488 0.3694606 0.02781364
"2715" "YRI" "main.null" 5 96.0625 0.3003391 0.03571364
"2716" "YRI" "main.null" 1 50.58942 0.3617903 0.03945484
"2717" "YRI" "main.null" 2 52.08574 0.3663289 0.0175011
"2718" "YRI" "main.null" 3 49.76773 0.3685663 0.03567642
"2719" "YRI" "main.null" 4 53.94479 0.3586427 0.02459933
"2720" "YRI" "main.null" 5 46.54965 0.3477093 0.02170846
"2721" "YRI" "main.null" 1 49.76773 0.3211538 0.02439004
"2722" "YRI" "main.null" 2 66.36394 0.3697065 0.02686749
"2723" "YRI" "main.null" 3 75.16769 0.303152 0.02569623
"2724" "YRI" "main.null" 4 52.42128 0.3604506 0.03795681
"2725" "YRI" "main.null" 5 72.17132 0.3101463 0.01865689
"2726" "YRI" "main.null" 1 51.08572 0.35781 0.03109266
"2727" "YRI" "main.null" 2 65.98557 0.3531751 0.02803224
"2728" "YRI" "main.null" 3 47.90391 0.3441681 0.03037942
"2729" "YRI" "main.null" 4 46.23388 0.3467154 0.02769025
"2730" "YRI" "main.null" 5 48.79078 0.3399775 0.03111075
"2731" "YRI" "main.null" 1 47.34387 0.3596028 0.04182762
"2732" "YRI" "main.null" 2 44.51679 0.3561777 0.02278797
"2733" "YRI" "main.null" 3 55.14512 0.3589491 0.03972472
"2734" "YRI" "main.null" 4 59.901 0.3521081 0.02137887
"2735" "YRI" "main.null" 5 44.98179 0.3828176 0.03911172
"2736" "YRI" "main.null" 1 58.29346 0.3530083 0.03956432
"2737" "YRI" "main.null" 2 44.36234 0.4070228 0.03221562
"2738" "YRI" "main.null" 3 49.76773 0.3598339 0.03177048
"2739" "YRI" "main.null" 4 52.92665 0.3610483 0.03192441
"2740" "YRI" "main.null" 5 69.62445 0.3785182 0.02571155
"2741" "YRI" "main.null" 1 49.60422 0.3666866 0.02305133
"2742" "YRI" "main.null" 2 63.92415 0.3521027 0.04296701
"2743" "YRI" "main.null" 3 42.37945 0.3848212 0.04129394
"2744" "YRI" "main.null" 4 40.35831 0.3683776 0.01774117
"2745" "YRI" "main.null" 5 44.36234 0.3533918 0.04051503
"2746" "YRI" "main.null" 1 50.42453 0.2712471 0.041841
"2747" "YRI" "main.null" 2 61.34859 0.3343794 0.06037529
"2748" "YRI" "main.null" 3 40.57912 0.3309449 0.03326222
"2749" "YRI" "main.null" 4 45.76229 0.3129041 0.02651754
"2750" "YRI" "main.null" 5 40.24814 0.3842952 0.02298158
"2751" "YRI" "main.null" 1 49.44098 0.3369859 0.05880251
"2752" "YRI" "main.null" 2 33.41829 0.3115503 0.02448859
"2753" "YRI" "main.null" 3 53.26493 0.3701183 0.03516742
"2754" "YRI" "main.null" 4 61.53077 0.3803008 0.02507813
"2755" "YRI" "main.null" 5 55.49054 0.3153081 0.06638624
"2756" "YRI" "main.null" 1 47.8237 0.2890137 0.02592647
"2757" "YRI" "main.null" 2 72.56727 0.361802 0.03071618
"2758" "YRI" "main.null" 3 57.23413 0.3834685 0.02086739
"2759" "YRI" "main.null" 4 34.22368 0.3648313 0.02710176
"2760" "YRI" "main.null" 5 60.44178 0.3869862 0.02793838
"2761" "YRI" "main.null" 1 64.29649 0.3274663 0.03807696
"2762" "YRI" "main.null" 2 56.01074 0.3628065 0.02805144
"2763" "YRI" "main.null" 3 55.14512 0.3399847 0.01962238
"2764" "YRI" "main.null" 4 62.62964 0.3127502 0.03352255
"2765" "YRI" "main.null" 5 42.07851 0.3524874 0.01859863
"2766" "YRI" "main.null" 1 45.44927 0.3479965 0.02498331
"2767" "YRI" "main.null" 2 61.89596 0.3729198 0.0316756
"2768" "YRI" "main.null" 3 54.45757 0.355741 0.04584819
"2769" "YRI" "main.null" 4 60.98504 0.3406604 0.03313067
"2770" "YRI" "main.null" 5 60.08099 0.3202359 0.02006744
"2771" "YRI" "main.null" 1 55.3177 0.3425845 0.03164791
"2772" "YRI" "main.null" 2 57.23413 0.3441771 0.04398829
"2773" "YRI" "main.null" 3 62.07897 0.3869815 0.02777057
"2774" "YRI" "main.null" 4 48.70981 0.4047466 0.02926488
"2775" "YRI" "main.null" 5 54.11544 0.4074072 0.02364995
"2776" "YRI" "main.null" 1 41.58038 0.354764 0.02384529
"2777" "YRI" "main.null" 2 83.69629 0.295034 0.03662527
"2778" "YRI" "main.null" 3 59.36268 0.3697279 0.03350273
"2779" "YRI" "main.null" 4 58.82684 0.3086965 0.03180216
"2780" "YRI" "main.null" 5 73.7617 0.3511427 0.02136198
"2781" "YRI" "main.null" 1 73.7617 0.3337384 0.03443581
"2782" "YRI" "main.null" 2 46.23388 0.290158 0.02258114
"2783" "YRI" "main.null" 3 48.79078 0.3017993 0.0450135
"2784" "YRI" "main.null" 4 39.59036 0.3306764 0.01591734
"2785" "YRI" "main.null" 5 58.64877 0.3421603 0.03459065
"2786" "YRI" "main.null" 1 50.42453 0.364738 0.04474542
"2787" "YRI" "main.null" 2 60.44178 0.3750603 0.02767704
"2788" "YRI" "main.null" 3 59.36268 0.3574163 0.02003743
"2789" "YRI" "main.null" 4 55.3177 0.3556887 0.05604883
"2790" "YRI" "main.null" 5 49.76773 0.3204885 0.05930193
"2791" "YRI" "main.null" 1 82 0.3439422 0.04759512
"2792" "YRI" "main.null" 2 63.36772 0.353923 0.0401915
"2793" "YRI" "main.null" 3 49.93152 0.3801746 0.03009088
"2794" "YRI" "main.null" 4 59.36268 0.3718824 0.01656025
"2795" "YRI" "main.null" 5 51.7513 0.3927494 0.07086962
"2796" "YRI" "main.null" 1 43.44139 0.3011063 0.02878655
"2797" "YRI" "main.null" 2 80.04321 0.3562647 0.04160354
"2798" "YRI" "main.null" 3 62.26225 0.3782303 0.03865782
"2799" "YRI" "main.null" 4 55.14512 0.3760496 0.04182585
"2800" "YRI" "main.null" 5 63.18279 0.357011 0.02410158
"2801" "KASEM" "main" 1 48.46732 0.1956893 0.02779527
"2802" "KASEM" "main" 2 41.91691 0.1762849 0.06080871
"2803" "KASEM" "main" 3 41.6924 0.1644402 0.03383279
"2804" "KASEM" "main" 4 31.64229 0.1646344 0.02153507
"2805" "KASEM" "main" 5 28.14873 0.203119 0.02952585
"2806" "KASEM" "main" 1 42.83292 0.2089849 0.01224001
"2807" "KASEM" "main" 2 42.83292 0.2180925 0.02399771
"2808" "KASEM" "main" 3 39.04646 0.1878322 0.03871255
"2809" "KASEM" "main" 4 46.54965 0.1457984 0.01590105
"2810" "KASEM" "main" 5 34.02141 0.1811416 0.02034267
"2811" "KASEM" "main" 1 35.86411 0.1800035 0.02477288
"2812" "KASEM" "main" 2 43.44139 0.1331588 0.01423689
"2813" "KASEM" "main" 3 22.63961 0.2063632 0.0182753
"2814" "KASEM" "main" 4 34.42657 0.1701231 0.04122073
"2815" "KASEM" "main" 5 32.42544 0.1662812 0.02187531
"2816" "KASEM" "main" 1 42.22885 0.1757596 0.06043559
"2817" "KASEM" "main" 2 48.62891 0.1333605 0.03341009
"2818" "KASEM" "main" 3 19.00577 0.1488812 0.0195579
"2819" "KASEM" "main" 4 41.02258 0.1615526 0.02621574
"2820" "KASEM" "main" 5 29.16527 0.2380794 0.02936127
"2821" "KASEM" "main" 1 40.35831 0.1532607 0.02245639
"2822" "KASEM" "main" 2 34.63008 0.1840859 0.04547206
"2823" "KASEM" "main" 3 45.91921 0.1563884 0.01570895
"2824" "KASEM" "main" 4 39.69961 0.1542684 0.03190099
"2825" "KASEM" "main" 5 39.91856 0.187203 0.02845429
"2826" "KASEM" "main" 1 35.03895 0.1914123 0.03820959
"2827" "KASEM" "main" 2 24.52438 0.1718542 0.02210303
"2828" "KASEM" "main" 3 42.83292 0.1348263 0.02207952
"2829" "KASEM" "main" 4 24.52438 0.1398104 0.03790523
"2830" "KASEM" "main" 5 35.86411 0.2149922 0.02897496
"2831" "KASEM" "main" 1 30.29554 0.1946719 0.03578907
"2832" "KASEM" "main" 2 41.02258 0.16961 0.0219385
"2833" "KASEM" "main" 3 34.9365 0.165558 0.0436266
"2834" "KASEM" "main" 4 32.62278 0.2287715 0.01823904
"2835" "KASEM" "main" 5 41.46851 0.2285503 0.0248721
"2836" "KASEM" "main" 1 38.39887 0.1586514 0.01611176
"2837" "KASEM" "main" 2 30.86901 0.1736695 0.02285948
"2838" "KASEM" "main" 3 31.25441 0.1931599 0.0373187
"2839" "KASEM" "main" 4 27.87473 0.21761 0.03635895
"2840" "KASEM" "main" 5 43.13661 0.1669212 0.02427473
"2841" "KASEM" "main" 1 32.62278 0.1889511 0.02866061
"2842" "KASEM" "main" 2 31.44804 0.2231678 0.03594729
"2843" "KASEM" "main" 3 50.92001 0.1900922 0.03648787
"2844" "KASEM" "main" 4 22.27336 0.1492233 0.02921529
"2845" "KASEM" "main" 5 47.8237 0.1812626 0.04103495
"2846" "KASEM" "main" 1 37.33191 0.1523847 0.0314853
"2847" "KASEM" "main" 2 41.24523 0.160717 0.03964792
"2848" "KASEM" "main" 3 23.00899 0.1538495 0.04268221
"2849" "KASEM" "main" 4 41.24523 0.140315 0.02182009
"2850" "KASEM" "main" 5 31.0614 0.09788535 0.02529786
"2851" "KASEM" "main" 1 40.35831 0.1637161 0.03086022
"2852" "KASEM" "main" 2 41.6924 0.1409593 0.02259955
"2853" "KASEM" "main" 3 31.25441 0.1803677 0.02768325
"2854" "KASEM" "main" 4 42.07851 0.2181405 0.02381141
"2855" "KASEM" "main" 5 40.13813 0.1363389 0.0321522
"2856" "KASEM" "main" 1 37.01484 0.2792225 0.0262028
"2857" "KASEM" "main" 2 24.52438 0.1610829 0.06114756
"2858" "KASEM" "main" 3 38.39887 0.2032751 0.02224146
"2859" "KASEM" "main" 4 46.23388 0.1824905 0.03628593
"2860" "KASEM" "main" 5 16.2154 0.1581489 0.0336037
"2861" "KASEM" "main" 1 30.39073 0.2079861 0.01509087
"2862" "KASEM" "main" 2 34.22368 0.1617154 0.05328821
"2863" "KASEM" "main" 3 27.3309 0.1329106 0.03384261
"2864" "KASEM" "main" 4 35.86411 0.1834614 0.04421019
"2865" "KASEM" "main" 5 41.24523 0.1307532 0.01662915
"2866" "KASEM" "main" 1 41.92845 0.1571916 0.01774447
"2867" "KASEM" "main" 2 40.80054 0.1917499 0.03470733
"2868" "KASEM" "main" 3 39.04646 0.1381514 0.02873481
"2869" "KASEM" "main" 4 33.81975 0.1695414 0.03776464
"2870" "KASEM" "main" 5 29.72762 0.1417748 0.04587924
"2871" "KASEM" "main" 1 32.1306 0.2022394 0.04813549
"2872" "KASEM" "main" 2 33.71915 0.2566931 0.06327395
"2873" "KASEM" "main" 3 41.02258 0.2017068 0.0292166
"2874" "KASEM" "main" 4 39.91856 0.1650569 0.0207913
"2875" "KASEM" "main" 5 38.18425 0.1276195 0.01459197
"2876" "KASEM" "main" 1 41.6924 0.1174925 0.03760147
"2877" "KASEM" "main" 2 31.83715 0.0990231 0.03008198
"2878" "KASEM" "main" 3 43.44139 0.2049248 0.02544064
"2879" "KASEM" "main" 4 33.81975 0.1576985 0.04082786
"2880" "KASEM" "main" 5 22.76239 0.1919024 0.03106954
"2881" "KASEM" "main" 1 22.51718 0.1420238 0.04899221
"2882" "KASEM" "main" 2 32.82073 0.1588937 0.0311325
"2883" "KASEM" "main" 3 59.72128 0.1697481 0.02314742
"2884" "KASEM" "main" 4 49.11533 0.2005117 0.02964518
"2885" "KASEM" "main" 5 44.67152 0.2258172 0.02618844
"2886" "KASEM" "main" 1 51.08572 0.2404586 0.0282406
"2887" "KASEM" "main" 2 43.5942 0.207727 0.02437825
"2888" "KASEM" "main" 3 34.22368 0.207825 0.02896224
"2889" "KASEM" "main" 4 33.0193 0.2356091 0.02060349
"2890" "KASEM" "main" 5 30.48608 0.2300047 0.03395048
