"pop" "\"main\"" "bootstrap.num" "date1.est.boot" "maxR2fit.1date.boot" "maxScore.2events.boot"
"5546" "SUDANESE" "main.null" 1 12.28906 0.6774532 0.1831498
"5547" "SUDANESE" "main.null" 2 13.1 0.6640486 0.1367087
"5548" "SUDANESE" "main.null" 3 11.31494 0.7306707 0.2098741
"5549" "SUDANESE" "main.null" 4 16.31838 0.7426488 0.1689863
"5550" "SUDANESE" "main.null" 5 28.05724 0.672283 0.2553131
"5551" "SUDANESE" "main.null" 1 21.07511 0.6727054 0.3696075
"5552" "SUDANESE" "main.null" 2 9.965723 0.7930112 0.08717322
"5553" "SUDANESE" "main.null" 3 15.40406 0.8215629 0.1072851
"5554" "SUDANESE" "main.null" 4 12.35557 0.7852139 0.1508877
"5555" "SUDANESE" "main.null" 5 20.7224 0.7694045 0.05188454
"5556" "SUDANESE" "main.null" 1 7.85791 0.7391004 0.1278395
"5557" "SUDANESE" "main.null" 2 22.03093 0.6417335 0.139301
"5558" "SUDANESE" "main.null" 3 23.84746 0.5844481 0.06392838
"5559" "SUDANESE" "main.null" 4 13.75377 0.7049962 0.2473844
"5560" "SUDANESE" "main.null" 5 13.84807 0.811627 0.2261329
"5561" "SUDANESE" "main.null" 1 13.47296 0.7703039 0.03327544
"5562" "SUDANESE" "main.null" 2 13.37656 0.7447563 0.05559479
"5563" "SUDANESE" "main.null" 3 10.025 0.7689925 0.1627134
"5564" "SUDANESE" "main.null" 4 13.84807 0.7360159 0.2287338
"5565" "SUDANESE" "main.null" 5 12.89463 0.7705798 0.073098
"5566" "SUDANESE" "main.null" 1 14.03771 0.7608276 0.2551881
"5567" "SUDANESE" "main.null" 2 13.84807 0.7577162 0.07035763
"5568" "SUDANESE" "main.null" 3 21.31198 0.7331041 0.2838296
"5569" "SUDANESE" "main.null" 4 9.212891 0.7507092 0.06529402
"5570" "SUDANESE" "main.null" 5 10.32432 0.8372766 0.09592952
"5571" "SUDANESE" "main.null" 1 11.37852 0.7715096 0.2325412
"5572" "SUDANESE" "main.null" 2 15.60481 0.7626881 0.1118022
"5573" "SUDANESE" "main.null" 3 16.2154 0.7860069 0.09291367
"5574" "SUDANESE" "main.null" 4 18.01331 0.8102008 0.1744749
"5575" "SUDANESE" "main.null" 5 19.79714 0.7735828 0.05734117
"5576" "SUDANESE" "main.null" 1 26.61445 0.7198183 0.2299082
"5577" "SUDANESE" "main.null" 2 17.47409 0.8100949 0.09556517
"5578" "SUDANESE" "main.null" 3 15.50427 0.7695039 0.06697459
"5579" "SUDANESE" "main.null" 4 14.22873 0.7825371 0.1144114
"5580" "SUDANESE" "main.null" 5 15.70571 0.7082803 0.1257542
"5581" "SUDANESE" "main.null" 1 17.90477 0.7893677 0.06479306
"5582" "SUDANESE" "main.null" 2 25.21119 0.6758216 0.05554937
"5583" "SUDANESE" "main.null" 3 12.09072 0.8037592 0.225315
"5584" "SUDANESE" "main.null" 4 22.27336 0.6441747 0.1236421
"5585" "SUDANESE" "main.null" 5 21.55024 0.74482 0.03208885
"5586" "SUDANESE" "main.null" 1 16.11277 0.7137757 0.06995396
"5587" "SUDANESE" "main.null" 2 9.043848 0.7849615 0.05771386
"5588" "SUDANESE" "main.null" 3 15.80695 0.5803281 0.3050557
"5589" "SUDANESE" "main.null" 4 14.42115 0.8106275 0.1948533
"5590" "SUDANESE" "main.null" 5 25.21119 0.7259245 0.1339577
"5591" "SUDANESE" "main.null" 1 10.87539 0.8146417 0.1201742
"5592" "SUDANESE" "main.null" 2 14.42115 0.7168379 0.1288957
"5593" "SUDANESE" "main.null" 3 15.10554 0.781754 0.1311537
"5594" "SUDANESE" "main.null" 4 14.13304 0.7837971 0.2977602
"5595" "SUDANESE" "main.null" 5 12.09072 0.7939339 0.1015889
"5596" "SUDANESE" "main.null" 1 11.829 0.8039572 0.1525321
"5597" "SUDANESE" "main.null" 2 9.326563 0.6702229 0.168017
"5598" "SUDANESE" "main.null" 3 12.82656 0.8284124 0.07529257
"5599" "SUDANESE" "main.null" 4 19.5693 0.7019514 0.2027877
"5600" "SUDANESE" "main.null" 5 11.25156 0.8327481 0.04894821
"5601" "GUMUZ" "main" 1 14.03771 0.7867271 0.1737187
"5602" "GUMUZ" "main" 2 19.23014 0.6132611 0.1504648
"5603" "GUMUZ" "main" 3 11.95947 0.6791503 0.1327295
"5604" "GUMUZ" "main" 4 10.26406 0.7114169 0.170771
"5605" "GUMUZ" "main" 5 5.244139 0.6787933 0.2080043
"5606" "GUMUZ" "main" 1 10.23401 0.7402504 0.1618927
"5607" "GUMUZ" "main" 2 7.612398 0.6871878 0.1881769
"5608" "GUMUZ" "main" 3 9.412329 0.7745655 0.1799322
"5609" "GUMUZ" "main" 4 13.84807 0.6325692 0.2114741
"5610" "GUMUZ" "main" 5 15.00673 0.6862433 0.1812064
"5611" "GUMUZ" "main" 1 11.63477 0.5895431 0.2004688
"5612" "GUMUZ" "main" 2 13.23789 0.7323355 0.1297714
"5613" "GUMUZ" "main" 3 13.03135 0.7552924 0.1864681
"5614" "GUMUZ" "main" 4 13.1 0.7420471 0.1579821
"5615" "GUMUZ" "main" 5 8.439063 0.7266835 0.1470401
"5616" "GUMUZ" "main" 1 13.75377 0.7089302 0.04201636
"5617" "GUMUZ" "main" 2 7.46083 0.7189128 0.275122
"5618" "GUMUZ" "main" 3 10.62852 0.6741195 0.1284502
"5619" "GUMUZ" "main" 4 10.50625 0.7421666 0.219271
"5620" "GUMUZ" "main" 5 15.80695 0.6377089 0.258268
"5621" "GUMUZ" "main" 1 10.44541 0.7001786 0.1552197
"5622" "GUMUZ" "main" 2 17.58124 0.6486653 0.05273599
"5623" "GUMUZ" "main" 3 12.65725 0.7278163 0.1265417
"5624" "GUMUZ" "main" 4 8.014063 0.6998555 0.218554
"5625" "GUMUZ" "main" 5 16.01048 0.6927112 0.1067394
"5626" "GUMUZ" "main" 1 10.68994 0.7258378 0.191065
"5627" "GUMUZ" "main" 2 13.84807 0.7549756 0.1196378
"5628" "GUMUZ" "main" 3 12.69102 0.7200894 0.1217527
"5629" "GUMUZ" "main" 4 9.965723 0.7569347 0.1897246
"5630" "GUMUZ" "main" 5 13.03135 0.7463591 0.1348387
"5631" "GUMUZ" "main" 1 10.44541 0.7601315 0.1985961
"5632" "GUMUZ" "main" 2 11.76406 0.7235985 0.1690646
"5633" "GUMUZ" "main" 3 10.50625 0.6854387 0.1348327
"5634" "GUMUZ" "main" 4 9.212891 0.6513524 0.1795677
"5635" "GUMUZ" "main" 5 15.2047 0.7426376 0.0336422
"5636" "GUMUZ" "main" 1 8.876562 0.6943871 0.2324969
"5637" "GUMUZ" "main" 2 9.156348 0.721011 0.1661309
"5638" "GUMUZ" "main" 3 9.383691 0.7338214 0.1179105
"5639" "GUMUZ" "main" 4 13.84807 0.6760106 0.159738
"5640" "GUMUZ" "main" 5 7.162964 0.7631751 0.2217921
"5641" "GUMUZ" "main" 1 10.56729 0.664732 0.09789947
"5642" "GUMUZ" "main" 2 7.652441 0.7375207 0.2329001
"5643" "GUMUZ" "main" 3 8.439063 0.7031963 0.2535002
"5644" "GUMUZ" "main" 4 12.15664 0.7405527 0.07772769
"5645" "GUMUZ" "main" 5 17.58124 0.71854 0.08558028
"5646" "GUMUZ" "main" 1 11.89414 0.6723557 0.2010055
"5647" "GUMUZ" "main" 2 8.60166 0.7017305 0.2926497
"5648" "GUMUZ" "main" 3 11.44229 0.7664519 0.1081414
"5649" "GUMUZ" "main" 4 8.821191 0.7723121 0.2265161
"5650" "GUMUZ" "main" 5 4.944297 0.6832763 0.1665105
"5651" "GUMUZ" "main" 1 19.23014 0.7148388 0.1448177
"5652" "GUMUZ" "main" 2 11.37852 0.7347452 0.1832991
"5653" "GUMUZ" "main" 3 7.703516 0.6968798 0.1746914
"5654" "GUMUZ" "main" 4 16.16404 0.7066967 0.1212115
"5655" "GUMUZ" "main" 5 13.56622 0.658661 0.2615532
"5656" "GUMUZ" "main" 1 12.28906 0.655462 0.1828718
"5657" "GUMUZ" "main" 2 11 0.729173 0.139276
"5658" "GUMUZ" "main" 3 11 0.7189998 0.2304526
"5659" "GUMUZ" "main" 4 7.536394 0.7553557 0.1684555
"5660" "GUMUZ" "main" 5 11.50625 0.7522466 0.122083
"5661" "GUMUZ" "main" 1 12.69102 0.7437981 0.2028115
"5662" "GUMUZ" "main" 2 11.92678 0.7810411 0.1519122
"5663" "GUMUZ" "main" 3 11.89414 0.6615718 0.1483914
"5664" "GUMUZ" "main" 4 8.331641 0.7268075 0.1418923
"5665" "GUMUZ" "main" 5 7.703516 0.7161215 0.160078
"5666" "GUMUZ" "main" 1 9.906641 0.6582777 0.1584031
"5667" "GUMUZ" "main" 2 15.35409 0.6944285 0.2503399
"5668" "GUMUZ" "main" 3 10.025 0.7513771 0.1772739
"5669" "GUMUZ" "main" 4 8.65625 0.6887475 0.200961
"5670" "GUMUZ" "main" 5 11.76406 0.6903495 0.1564394
"5671" "GUMUZ" "main" 1 15.50427 0.6375113 0.1863382
"5672" "GUMUZ" "main" 2 11.31494 0.6867085 0.1446867
"5673" "GUMUZ" "main" 3 7.236772 0.7586521 0.2019573
"5674" "GUMUZ" "main" 4 9.212891 0.6955909 0.151971
"5675" "GUMUZ" "main" 5 13.1 0.6626695 0.1605081
"5676" "GUMUZ" "main" 1 7.199813 0.6887462 0.1218524
"5677" "GUMUZ" "main" 2 10.025 0.7042262 0.2430818
"5678" "GUMUZ" "main" 3 13.56622 0.6133965 0.1434594
"5679" "GUMUZ" "main" 4 10.08447 0.7541494 0.1611108
"5680" "GUMUZ" "main" 5 13.27249 0.6666843 0.08244371
"5681" "GUMUZ" "main" 1 9.730566 0.7596185 0.2083078
"5682" "GUMUZ" "main" 2 12.48916 0.7018869 0.1952672
"5683" "GUMUZ" "main" 3 11.31494 0.6820997 0.1492298
"5684" "GUMUZ" "main" 4 8.066504 0.8013651 0.1635826
"5685" "GUMUZ" "main" 5 13.47296 0.6969371 0.09949997
"5686" "GUMUZ" "main" 1 20.83962 0.648563 0.1321953
"5687" "GUMUZ" "main" 2 12.22275 0.7240502 0.1329339
"5688" "GUMUZ" "main" 3 9.441016 0.7529168 0.1704798
"5689" "GUMUZ" "main" 4 11.44229 0.7951854 0.1269677
"5690" "GUMUZ" "main" 5 9.441016 0.7099687 0.2177412
"5691" "GUMUZ" "main" 1 12.96289 0.626832 0.1198921
"5692" "GUMUZ" "main" 2 14.22873 0.7949733 0.09747339
"5693" "GUMUZ" "main" 3 8.711035 0.6878064 0.2544658
"5694" "GUMUZ" "main" 4 14.61495 0.590278 0.1799063
"5695" "GUMUZ" "main" 5 8.439063 0.6656068 0.1974906
"5696" "GUMUZ" "main" 1 14.61495 0.7478355 0.143217
"5697" "GUMUZ" "main" 2 10.87539 0.7873236 0.1631424
"5698" "GUMUZ" "main" 3 11.89414 0.7625908 0.1730332
"5699" "GUMUZ" "main" 4 10.72073 0.6945584 0.1564478
"5700" "GUMUZ" "main" 5 8.766016 0.6213421 0.2484049
"5701" "GUMUZ" "main.null" 1 12.96289 0.6237961 0.05557463
"5702" "GUMUZ" "main.null" 2 12.35557 0.6442383 0.2327404
"5703" "GUMUZ" "main.null" 3 9.55625 0.6663173 0.06919202
"5704" "GUMUZ" "main.null" 4 11.18838 0.7448074 0.08739255
"5705" "GUMUZ" "main.null" 5 11.95947 0.5836553 0.1112808
"5706" "GUMUZ" "main.null" 1 11.25156 0.7109349 0.1311414
"5707" "GUMUZ" "main.null" 2 16.11277 0.6309252 0.1590569
"5708" "GUMUZ" "main.null" 3 14.81015 0.7132841 0.08703562
"5709" "GUMUZ" "main.null" 4 12.75869 0.6295798 0.1676623
"5710" "GUMUZ" "main.null" 5 10.35452 0.7016356 0.07669129
"5711" "GUMUZ" "main.null" 1 15.90855 0.5679858 0.13253
"5712" "GUMUZ" "main.null" 2 8.547266 0.7098874 0.1479785
"5713" "GUMUZ" "main.null" 3 9.212891 0.6722357 0.1380412
"5714" "GUMUZ" "main.null" 4 8.766016 0.6656174 0.1819249
"5715" "GUMUZ" "main.null" 5 16.62941 0.6255488 0.1088355
"5716" "GUMUZ" "main.null" 1 11.95947 0.639091 0.1697733
"5717" "GUMUZ" "main.null" 2 13.44619 0.6581242 0.1812055
"5718" "GUMUZ" "main.null" 3 11.76406 0.6484781 0.03951077
"5719" "GUMUZ" "main.null" 4 7.348306 0.6713083 0.1657277
"5720" "GUMUZ" "main.null" 5 12.025 0.688023 0.1509307
"5721" "GUMUZ" "main.null" 1 9.672266 0.661613 0.1162024
"5722" "GUMUZ" "main.null" 2 9.965723 0.6604945 0.0406984
"5723" "GUMUZ" "main.null" 3 6.07513 0.7189624 0.210456
"5724" "GUMUZ" "main.null" 4 6.277442 0.6655888 0.1859307
"5725" "GUMUZ" "main.null" 5 12.42227 0.6770362 0.09097362
"5726" "GUMUZ" "main.null" 1 7.199813 0.761555 0.1827601
"5727" "GUMUZ" "main.null" 2 12.75869 0.6475808 0.03221167
"5728" "GUMUZ" "main.null" 3 16.26685 0.7271082 0.06923061
"5729" "GUMUZ" "main.null" 4 10.26406 0.7129833 0.1089148
"5730" "GUMUZ" "main.null" 5 17.47409 0.7077335 0.03808619
"5731" "GUMUZ" "main.null" 1 9.61416 0.6905569 0.1029325
"5732" "GUMUZ" "main.null" 2 11.92678 0.6929289 0.06081919
"5733" "GUMUZ" "main.null" 3 14.61495 0.6756674 0.05278287
"5734" "GUMUZ" "main.null" 4 9.75979 0.7182624 0.1169292
"5735" "GUMUZ" "main.null" 5 16.8385 0.6450827 0.0721322
"5736" "GUMUZ" "main.null" 1 12.69102 0.6829239 0.08047401
"5737" "GUMUZ" "main.null" 2 9.441016 0.6907889 0.1299095
"5738" "GUMUZ" "main.null" 3 10.26406 0.7665307 0.1071095
"5739" "GUMUZ" "main.null" 4 12.96289 0.6054887 0.08493284
"5740" "GUMUZ" "main.null" 5 15.2047 0.6847635 0.04980922
"5741" "GUMUZ" "main.null" 1 8.278223 0.7607185 0.1488473
"5742" "GUMUZ" "main.null" 2 12.48916 0.708469 0.08501085
"5743" "GUMUZ" "main.null" 3 7.80625 0.757138 0.1169933
"5744" "GUMUZ" "main.null" 4 10.14414 0.64571 0.1227933
"5745" "GUMUZ" "main.null" 5 7.80625 0.7278007 0.1690508
"5746" "GUMUZ" "main.null" 1 13.30713 0.7006098 0.1137575
"5747" "GUMUZ" "main.null" 2 9.995337 0.7746098 0.104887
"5748" "GUMUZ" "main.null" 3 17.47409 0.6921917 0.08951566
"5749" "GUMUZ" "main.null" 4 3.352438 0.5592163 0.1178594
"5750" "GUMUZ" "main.null" 5 7.053077 0.684708 0.1555335
"5751" "GUMUZ" "main.null" 1 3.119838 0.7053757 0.1618131
"5752" "GUMUZ" "main.null" 2 9.326563 0.7249125 0.1126051
"5753" "GUMUZ" "main.null" 3 11.25156 0.6610543 0.09312777
"5754" "GUMUZ" "main.null" 4 10.025 0.6982831 0.1509012
"5755" "GUMUZ" "main.null" 5 14.42115 0.6221847 0.2083514
"5756" "GUMUZ" "main.null" 1 13.70675 0.6934434 0.1491544
"5757" "GUMUZ" "main.null" 2 11.44229 0.6475695 0.04182602
"5758" "GUMUZ" "main.null" 3 12.69102 0.648342 0.04582796
"5759" "GUMUZ" "main.null" 4 9.730566 0.7604324 0.0966932
"5760" "GUMUZ" "main.null" 5 12.28906 0.729316 0.1147351
"5761" "GUMUZ" "main.null" 1 10.38477 0.6166209 0.1471733
"5762" "GUMUZ" "main.null" 2 12.55625 0.7325324 0.07847637
"5763" "GUMUZ" "main.null" 3 15.40406 0.6726305 0.0374968
"5764" "GUMUZ" "main.null" 4 8.766016 0.7264135 0.17154
"5765" "GUMUZ" "main.null" 5 19.34285 0.7091254 0.03062474
"5766" "GUMUZ" "main.null" 1 11.0626 0.6654704 0.09022927
"5767" "GUMUZ" "main.null" 2 13.65982 0.644397 0.116592
"5768" "GUMUZ" "main.null" 3 12.58987 0.7140041 0.09941774
"5769" "GUMUZ" "main.null" 4 11.25156 0.6240031 0.1830677
"5770" "GUMUZ" "main.null" 5 12.69102 0.6636348 0.1027872
"5771" "GUMUZ" "main.null" 1 16.62941 0.5504807 0.06177056
"5772" "GUMUZ" "main.null" 2 9.672266 0.66251 0.04628741
"5773" "GUMUZ" "main.null" 3 12.42227 0.6790974 0.08456529
"5774" "GUMUZ" "main.null" 4 10.204 0.6607579 0.09342478
"5775" "GUMUZ" "main.null" 5 8.278223 0.7175202 0.1157085
"5776" "GUMUZ" "main.null" 1 8.766016 0.5892098 0.1829168
"5777" "GUMUZ" "main.null" 2 11.76406 0.6961402 0.1245532
"5778" "GUMUZ" "main.null" 3 13.89535 0.628967 0.08799455
"5779" "GUMUZ" "main.null" 4 9.383691 0.7115793 0.08672247
"5780" "GUMUZ" "main.null" 5 16.8385 0.6049759 0.09739926
"5781" "GUMUZ" "main.null" 1 8.65625 0.672196 0.1556725
"5782" "GUMUZ" "main.null" 2 10.025 0.6612415 0.1213209
"5783" "GUMUZ" "main.null" 3 8.547266 0.5672308 0.08955327
"5784" "GUMUZ" "main.null" 4 8.385254 0.6834579 0.1972362
"5785" "GUMUZ" "main.null" 5 7.27384 0.5636118 0.09641483
"5786" "GUMUZ" "main.null" 1 11.829 0.6878781 0.1039712
"5787" "GUMUZ" "main.null" 2 16.62941 0.6046407 0.04306082
"5788" "GUMUZ" "main.null" 3 14.22873 0.6600676 0.05707724
"5789" "GUMUZ" "main.null" 4 9.61416 0.646464 0.1267678
"5790" "GUMUZ" "main.null" 5 11.37852 0.7037799 0.09083974
"5791" "GUMUZ" "main.null" 1 14.03771 0.7408834 0.03268936
"5792" "GUMUZ" "main.null" 2 12.45569 0.7062331 0.08089345
"5793" "GUMUZ" "main.null" 3 8.119141 0.6892691 0.1094804
"5794" "GUMUZ" "main.null" 4 9.61416 0.6394015 0.100999
"5795" "GUMUZ" "main.null" 5 16.26685 0.6941366 0.04620357
"5796" "GUMUZ" "main.null" 1 12.55625 0.6442888 0.07622478
"5797" "GUMUZ" "main.null" 2 15.80695 0.6426327 0.06854978
"5798" "GUMUZ" "main.null" 3 10.62852 0.6895034 0.07562481
"5799" "GUMUZ" "main.null" 4 13.30713 0.7199883 0.05588347
"5800" "GUMUZ" "main.null" 5 9.441016 0.6462556 0.121251
"5801" "ANUAK" "main" 1 40.13813 0.4282747 0.04280636
"5802" "ANUAK" "main" 2 40.13813 0.4522589 0.04854086
"5803" "ANUAK" "main" 3 34.22368 0.42522 0.04676627
"5804" "ANUAK" "main" 4 40.35831 0.4880007 0.06556529
"5805" "ANUAK" "main" 5 32.42544 0.4462225 0.05381143
"5806" "ANUAK" "main" 1 47.98419 0.4435801 0.03803586
"5807" "ANUAK" "main" 2 41.24523 0.4812761 0.05713936
"5808" "ANUAK" "main" 3 56.5334 0.3641652 0.04823477
"5809" "ANUAK" "main" 4 36.90945 0.4292056 0.04273251
"5810" "ANUAK" "main" 5 38.18425 0.3628708 0.05191013
"5811" "ANUAK" "main" 1 40.57912 0.4176268 0.04779664
"5812" "ANUAK" "main" 2 41.02258 0.4333153 0.03438858
"5813" "ANUAK" "main" 3 30.29554 0.4923165 0.05305957
"5814" "ANUAK" "main" 4 43.90063 0.4272743 0.04432126
"5815" "ANUAK" "main" 5 37.97024 0.4143433 0.08121943
"5816" "ANUAK" "main" 1 34.22368 0.4674384 0.0629029
"5817" "ANUAK" "main" 2 32.82073 0.4439941 0.03496806
"5818" "ANUAK" "main" 3 36.2804 0.4742189 0.05278066
"5819" "ANUAK" "main" 4 44.82652 0.4250857 0.05021898
"5820" "ANUAK" "main" 5 40.80054 0.4398193 0.04528184
"5821" "ANUAK" "main" 1 48.95292 0.3918086 0.05704987
"5822" "ANUAK" "main" 2 41.02258 0.370099 0.07575047
"5823" "ANUAK" "main" 3 41.91691 0.3825608 0.06297131
"5824" "ANUAK" "main" 4 31.83715 0.4538326 0.08673349
"5825" "ANUAK" "main" 5 35.03895 0.3836423 0.05227294
"5826" "ANUAK" "main" 1 40.57912 0.4090956 0.05266456
"5827" "ANUAK" "main" 2 40.35831 0.4575505 0.0415476
"5828" "ANUAK" "main" 3 42.22885 0.388621 0.05802248
"5829" "ANUAK" "main" 4 38.18425 0.4348193 0.05351534
"5830" "ANUAK" "main" 5 37.12038 0.4485157 0.0647236
"5831" "ANUAK" "main" 1 36.48946 0.4764809 0.03972664
"5832" "ANUAK" "main" 2 39.26356 0.3532429 0.04467849
"5833" "ANUAK" "main" 3 45.29317 0.3752221 0.07574369
"5834" "ANUAK" "main" 4 35.86411 0.4089407 0.02707154
"5835" "ANUAK" "main" 5 42.53033 0.4494044 0.04664729
"5836" "ANUAK" "main" 1 44.98179 0.3845819 0.03667893
"5837" "ANUAK" "main" 2 42.37945 0.424788 0.09024574
"5838" "ANUAK" "main" 3 43.13661 0.3789266 0.08102856
"5839" "ANUAK" "main" 4 42.83292 0.4221228 0.04443801
"5840" "ANUAK" "main" 5 36.2804 0.3460096 0.02778176
"5841" "ANUAK" "main" 1 48.46732 0.4648086 0.04929851
"5842" "ANUAK" "main" 2 42.53033 0.4354173 0.0390229
"5843" "ANUAK" "main" 3 33.81975 0.4809027 0.05325372
"5844" "ANUAK" "main" 4 42.83292 0.3802692 0.03833085
"5845" "ANUAK" "main" 5 34.83421 0.5059844 0.03649486
"5846" "ANUAK" "main" 1 37.54407 0.390091 0.05692252
"5847" "ANUAK" "main" 2 39.69961 0.3798299 0.05581444
"5848" "ANUAK" "main" 3 33.81975 0.4284908 0.04392223
"5849" "ANUAK" "main" 4 39.04646 0.409339 0.05824171
"5850" "ANUAK" "main" 5 34.83421 0.4580866 0.05310924
"5851" "ANUAK" "main" 1 52.42128 0.3336348 0.03923166
"5852" "ANUAK" "main" 2 36.48946 0.474582 0.03713984
"5853" "ANUAK" "main" 3 43.13661 0.4271579 0.07222973
"5854" "ANUAK" "main" 4 34.42657 0.3890823 0.02563683
"5855" "ANUAK" "main" 5 41.6924 0.4268474 0.06343243
"5856" "ANUAK" "main" 1 41.24523 0.4255272 0.03645481
"5857" "ANUAK" "main" 2 39.69961 0.3982337 0.06665109
"5858" "ANUAK" "main" 3 37.22607 0.4434815 0.04244629
"5859" "ANUAK" "main" 4 43.74728 0.4369348 0.04922641
"5860" "ANUAK" "main" 5 41.46851 0.4174641 0.03975626
"5861" "ANUAK" "main" 1 46.86651 0.357709 0.03437005
"5862" "ANUAK" "main" 2 34.42657 0.4906076 0.04189395
"5863" "ANUAK" "main" 3 51.5845 0.3861402 0.0693261
"5864" "ANUAK" "main" 4 37.54407 0.3934382 0.0571623
"5865" "ANUAK" "main" 5 39.26356 0.3769341 0.04771025
"5866" "ANUAK" "main" 1 36.80422 0.3540067 0.03956378
"5867" "ANUAK" "main" 2 37.12038 0.4240131 0.04878807
"5868" "ANUAK" "main" 3 30.77304 0.3689522 0.03573504
"5869" "ANUAK" "main" 4 41.6924 0.3819519 0.05753524
"5870" "ANUAK" "main" 5 39.04646 0.4352312 0.04576356
"5871" "ANUAK" "main" 1 40.80054 0.4352912 0.03947697
"5872" "ANUAK" "main" 2 38.07717 0.3889391 0.05176418
"5873" "ANUAK" "main" 3 35.14156 0.3840734 0.04498485
"5874" "ANUAK" "main" 4 36.90945 0.4362164 0.04509947
"5875" "ANUAK" "main" 5 38.39887 0.4352474 0.03523273
"5876" "ANUAK" "main" 1 29.53956 0.4381032 0.04475783
"5877" "ANUAK" "main" 2 47.98419 0.4234889 0.05266151
"5878" "ANUAK" "main" 3 44.36234 0.4014385 0.05445795
"5879" "ANUAK" "main" 4 35.4503 0.4025113 0.04819812
"5880" "ANUAK" "main" 5 36.69915 0.4237786 0.04398703
"5881" "ANUAK" "main" 1 44.82652 0.3992865 0.03479589
"5882" "ANUAK" "main" 2 36.48946 0.5144062 0.06521833
"5883" "ANUAK" "main" 3 36.69915 0.3854311 0.04966917
"5884" "ANUAK" "main" 4 38.93814 0.4699935 0.03739505
"5885" "ANUAK" "main" 5 27.3309 0.3803636 0.05436294
"5886" "ANUAK" "main" 1 36.69915 0.3863509 0.03785635
"5887" "ANUAK" "main" 2 35.6569 0.3988171 0.0452229
"5888" "ANUAK" "main" 3 44.20816 0.4092465 0.04357573
"5889" "ANUAK" "main" 4 37.97024 0.3846014 0.0385221
"5890" "ANUAK" "main" 5 37.33191 0.3965564 0.06390421
"5891" "ANUAK" "main" 1 36.48946 0.4622649 0.03546351
"5892" "ANUAK" "main" 2 40.80054 0.4622124 0.0597243
"5893" "ANUAK" "main" 3 41.6924 0.4412815 0.04441273
"5894" "ANUAK" "main" 4 40.57912 0.3476057 0.05980008
"5895" "ANUAK" "main" 5 32.42544 0.4070863 0.03790633
"5896" "ANUAK" "main" 1 32.62278 0.3249467 0.03417661
"5897" "ANUAK" "main" 2 38.61412 0.3523013 0.06126282
"5898" "ANUAK" "main" 3 34.22368 0.4342876 0.0552288
"5899" "ANUAK" "main" 4 44.36234 0.4652249 0.07737072
"5900" "ANUAK" "main" 5 50.75458 0.3806389 0.05946734
"5901" "ANUAK" "main.null" 1 45.60564 0.3475651 0.08655795
"5902" "ANUAK" "main.null" 2 37.54407 0.3570632 0.0680651
"5903" "ANUAK" "main.null" 3 32.82073 0.3833447 0.07285569
"5904" "ANUAK" "main.null" 4 32.62278 0.4106578 0.114247
"5905" "ANUAK" "main.null" 5 39.26356 0.3416175 0.03876317
"5906" "ANUAK" "main.null" 1 30.86901 0.4117112 0.06341924
"5907" "ANUAK" "main.null" 2 35.86411 0.3567556 0.03770209
"5908" "ANUAK" "main.null" 3 33.41829 0.365939 0.0620165
"5909" "ANUAK" "main.null" 4 42.22885 0.3628581 0.05286649
"5910" "ANUAK" "main.null" 5 44.98179 0.3355257 0.04301509
"5911" "ANUAK" "main.null" 1 35.86411 0.3352677 0.04574606
"5912" "ANUAK" "main.null" 2 36.2804 0.3831162 0.02832647
"5913" "ANUAK" "main.null" 3 41.02258 0.4196705 0.04814408
"5914" "ANUAK" "main.null" 4 41.24523 0.3412258 0.05505931
"5915" "ANUAK" "main.null" 5 37.54407 0.3390378 0.06050997
"5916" "ANUAK" "main.null" 1 44.05426 0.3307592 0.05439447
"5917" "ANUAK" "main.null" 2 41.46851 0.2772992 0.04253442
"5918" "ANUAK" "main.null" 3 35.86411 0.336176 0.04536516
"5919" "ANUAK" "main.null" 4 45.29317 0.3142876 0.03108981
"5920" "ANUAK" "main.null" 5 37.54407 0.3284963 0.05152932
"5921" "ANUAK" "main.null" 1 37.54407 0.377465 0.04440242
"5922" "ANUAK" "main.null" 2 32.82073 0.3401075 0.07119155
"5923" "ANUAK" "main.null" 3 49.11533 0.3104443 0.03742922
"5924" "ANUAK" "main.null" 4 28.42411 0.3721785 0.05372376
"5925" "ANUAK" "main.null" 5 54.11544 0.2730629 0.04572314
"5926" "ANUAK" "main.null" 1 43.13661 0.3079586 0.04795502
"5927" "ANUAK" "main.null" 2 35.03895 0.4018907 0.06658703
"5928" "ANUAK" "main.null" 3 42.83292 0.3685455 0.04949923
"5929" "ANUAK" "main.null" 4 28.05724 0.3646665 0.05150069
"5930" "ANUAK" "main.null" 5 55.49054 0.3102006 0.03013511
"5931" "ANUAK" "main.null" 1 44.82652 0.346745 0.04681799
"5932" "ANUAK" "main.null" 2 42.22885 0.303174 0.06627672
"5933" "ANUAK" "main.null" 3 35.4503 0.3313329 0.08108074
"5934" "ANUAK" "main.null" 4 64.48306 0.2732 0.03796173
"5935" "ANUAK" "main.null" 5 35.03895 0.4265932 0.06291836
"5936" "ANUAK" "main.null" 1 37.12038 0.3418212 0.06215235
"5937" "ANUAK" "main.null" 2 39.26356 0.349873 0.05931042
"5938" "ANUAK" "main.null" 3 31.44804 0.4152997 0.0516241
