"result" "gen.1date" "proportion.source1" "maxR2fit.1date" "fit.quality.1event" "fit.quality.2events" "bestmatch.event1.source1" "bestmatch.event1.source2" "proportion.event2.source1" "bestmatch.event2.source1" "bestmatch.event2.source2" "gen.2dates.date1" "gen.2dates.date2" "maxScore.2events" "proportion.date1.source1" "bestmatch.date1.source1" "bestmatch.date1.source2" "proportion.date2.source1" "bestmatch.date2.source1" "bestmatch.date2.source2" "JOLA" "WOLLOF" "MANDINKAI" "MANDINKAII" "SEREHULE" "FULAI" "MALINKE" "SERERE" "MANJAGO" "FULAII" "BAMBARA" "AKANS" "MOSSI" "YRI" "KASEM" "NAMKAM" "SEMI.BANTU" "BANTU" "LWK" "KAMBE" "CHONYI" "KAUMA" "WASAMBAA" "GIRIAMA" "WABONDEI" "MZIGUA" "MKK" "WOLAYTA" "SOMALI" "ARI" "SUDANESE" "GUMUZ" "OROMO" "AMHARA" "AFAR" "ANUAK" "TYGRAY" "MALAWI" "SEBANTU" "AMAXHOSA" "SWBANTU" "KHWE" "GUIGHANAKGAL" "KARRETJIE" "NAMA" "XUN" "KHOMANI" "JUHOAN" "FIN" "CEU" "GBR" "IBS" "TSI" "GIH" "KHV" "CDX" "CHB" "CHS" "JPT" "PELII"
"JOLA.nolocal.1" "one-date" "93.640625" "0.17" "0.665246501033605" "0.999525886713073" "0.999952062125359" "GBR" "AKANS" "0.49" "AKANS" "AKANS" "1.0000003362228" "95.0127832915563" "0.0655420511492317" "0.35" "AKANS" "MOSSI" "0.15" "GBR" "AKANS" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.603019300695804" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.0323768104048385" "0" "0.364603888899357" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"JOLA.nolocal.2" "one-date" "93.640625" "0.17" "0.665246501033605" "0.999525886713073" "0.999952062125359" "GBR" "AKANS" "0.49" "AKANS" "AKANS" "1.0000003362228" "95.0127832915563" "0.0655420511492317" "0.35" "AKANS" "MOSSI" "0.15" "GBR" "AKANS" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.230270049261354" "0.174773878429435" "0.0680356447962383" "0.124498034326753" "0" "0.090774595296916" "0.0318710958830833" "0.0192571179152663" "0" "0.000290639103735904" "0.00783038857153672" "0.00717575357774692" "0.0019258893230439" "0" "0" "0.0126426418628779" "0" "0.0172397682908395" "0.0149358829921226" "0.0332744287498516" "0.0223722834954179" "0" "0" "0" "0.0605364983483113" "0" "0.0349235298663147" "0" "0" "0" "0.0149645530732017" "0.0157136856385314" "0" "0" "0.0065718460238344" "0" "0.00768741943587721" "0" "0" "0" "0" "0" "0" "0" "0.00243437573771058" "0" "0" "0" "0"
"JOLA.nolocal.3" "one-date" "93.640625" "0.17" "0.665246501033605" "0.999525886713073" "0.999952062125359" "GBR" "AKANS" "0.49" "AKANS" "AKANS" "1.0000003362228" "95.0127832915563" "0.0655420511492317" "0.35" "AKANS" "MOSSI" "0.15" "GBR" "AKANS" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.165596501160443" "0.255072202152003" "0" "0.095620683868264" "0" "0.0807503001242819" "0.046856553362146" "0.00106467672609302" "0" "0" "0" "0" "0" "0" "0" "0.00016915029614604" "0" "0.0231610207726852" "0.00683474140032917" "0.0099303168725761" "0.014645774347414" "0" "0.00595198291378469" "0.00697023867838956" "0.153085586584368" "0" "0.0576220674484498" "0" "0.0308978512824985" "0" "0" "0.00180398538858126" "0" "0" "0" "0" "0.0136395918704911" "0" "0" "0" "0.0166618542606783" "0" "0.00673658161543658" "0" "0" "0" "0" "0.00506901680768248" "0.00185932206725813"
"JOLA.nolocal.4" "one-date" "93.640625" "0.17" "0.665246501033605" "0.999525886713073" "0.999952062125359" "GBR" "AKANS" "0.49" "AKANS" "AKANS" "1.0000003362228" "95.0127832915563" "0.0655420511492317" "0.35" "AKANS" "MOSSI" "0.15" "GBR" "AKANS" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.238742225881016" "0.285974788928915" "0.13059169385814" "0" "0.101467067510407" "0.0425354334250844" "0.00243341156695306" "0.0169069148301649" "0" "0.00112948103639251" "0.00793539105271535" "0.00904218851947428" "0.0171781219040566" "0" "0" "0.00916397046793161" "0" "0" "0.00219447682032203" "0.0164170175179468" "0.00288502761492141" "0" "0.0261643410391191" "0" "0" "0.0364730115072955" "0" "0" "0" "0" "0.00272645693602512" "0" "0" "0" "0.0144860742053689" "0" "0" "0" "0" "0" "0.0149903773088396" "0" "0" "0.00486689588324606" "0.00507410998358941" "0" "0.0106215222020763" "0" "0"
"JOLA.nolocal.5" "one-date" "93.640625" "0.17" "0.665246501033605" "0.999525886713073" "0.999952062125359" "GBR" "AKANS" "0.49" "AKANS" "AKANS" "1.0000003362228" "95.0127832915563" "0.0655420511492317" "0.35" "AKANS" "MOSSI" "0.15" "GBR" "AKANS" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.341789530538239" "0.137696773485329" "0.109141534475786" "0" "0.0907583936503447" "0" "0.0222269420757282" "0.0972445611578137" "0" "0" "0" "0.0107377157275129" "0.0254513638473961" "0" "0" "0" "0" "0.0228851621737727" "0.0013615557912276" "0.075582694818369" "0" "0" "0" "0" "0.022708331968939" "0" "0" "0" "0" "0" "0" "0.0133358318785286" "0" "0" "0" "0" "0.00859715414739969" "0" "0" "0" "0" "0" "0" "0.00329648918833398" "0.0163218227756558" "0" "0.000864142299624091" "0" "0"
"JOLA.nolocal.6" "one-date" "93.640625" "0.17" "0.665246501033605" "0.999525886713073" "0.999952062125359" "GBR" "AKANS" "0.49" "AKANS" "AKANS" "1.0000003362228" "95.0127832915563" "0.0655420511492317" "0.35" "AKANS" "MOSSI" "0.15" "GBR" "AKANS" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.157742784126683" "0.351311160725326" "0" "0.10040970247522" "0" "0.12186796103412" "0.0153462263824364" "0" "0" "0.000202427333864518" "0" "0" "0" "0" "0" "0.0210011926725224" "0" "0.00203038533147299" "0.00673083476304905" "0.00696046621255374" "0.0253403917896367" "0" "0.0308645832792545" "0.0048711689908946" "0.0236035232224325" "0.0257392664424465" "0.0293088382971775" "0" "0.0143053626014807" "0.00224566088075183" "0.0140706538002544" "0" "0.00127475234416859" "0" "0" "0.00106417958252597" "0" "0" "0" "0" "0.0282168157702034" "0" "0.00559275406922857" "0" "0" "0.00221947285196559" "0" "0.00567438120450772" "0.00200505381582363"
"JOLA.nolocal.7" "one-date" "93.640625" "0.17" "0.665246501033605" "0.999525886713073" "0.999952062125359" "GBR" "AKANS" "0.49" "AKANS" "AKANS" "1.0000003362228" "95.0127832915563" "0.0655420511492317" "0.35" "AKANS" "MOSSI" "0.15" "GBR" "AKANS" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.456369683051242" "0" "0.0690392761756071" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.0426474171282295" "0" "0.431943623644921" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"JOLA.nolocal.8" "one-date" "93.640625" "0.17" "0.665246501033605" "0.999525886713073" "0.999952062125359" "GBR" "AKANS" "0.49" "AKANS" "AKANS" "1.0000003362228" "95.0127832915563" "0.0655420511492317" "0.35" "AKANS" "MOSSI" "0.15" "GBR" "AKANS" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.224712328956747" "0.198865220472817" "0.0705097448316342" "0.108569044115084" "0" "0.0886019500014899" "0.0303928385953301" "0.0172047151565195" "0" "4.55206852418882e-05" "0.00787003010943684" "0.00541510840108708" "0.00114621144717054" "0" "0" "0.0115807264015004" "0" "0.014960083912798" "0.0149289911614808" "0.0328183664002292" "0.0238595875324628" "0" "0" "0" "0.0689434852819717" "0" "0.0356919737486337" "0" "0" "0" "0.0142323538231472" "0.0159925366917036" "0" "0" "0.005965590192289" "0" "0.00732448362077623" "0" "0" "0" "0" "0" "0" "0" "0.00036910846044973" "0" "0" "0" "0"
"JOLA.nolocalnowest.1" "one-date" "121.656494140625" "0.14" "0.68211261478124" "0.999679910373513" "0.999782139065653" "GBR" "MALAWI" "0.49" "MZIGUA" "ANUAK" "8.19955066383737" "147.437285866619" "0.095001632412463" "0.39" "ANUAK" "ANUAK" "0.11" "GBR" "MALAWI" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.302624521338335" "0" "0" "0" "0" "0" "0" "0.170736314746352" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.0394696190072203" "0" "0.487169544908092" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"JOLA.nolocalnowest.2" "one-date" "121.656494140625" "0.14" "0.68211261478124" "0.999679910373513" "0.999782139065653" "GBR" "MALAWI" "0.49" "MZIGUA" "ANUAK" "8.19955066383737" "147.437285866619" "0.095001632412463" "0.39" "ANUAK" "ANUAK" "0.11" "GBR" "MALAWI" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.00181708135734983" "0" "0" "0" "0" "0" "0" "0.128149622377257" "0" "0.0958370003373156" "0" "0" "0" "0.0279357318145664" "0" "0" "0" "0.410990917980941" "0" "0.133067299371507" "0" "0.04986812675026" "0" "0.0618796879698583" "0.0292910394623246" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.0146958719165043" "0" "0.0183535505037451" "0.00976417857329349" "0.0183498915850768"
"JOLA.nolocalnowest.3" "one-date" "121.656494140625" "0.14" "0.68211261478124" "0.999679910373513" "0.999782139065653" "GBR" "MALAWI" "0.49" "MZIGUA" "ANUAK" "8.19955066383737" "147.437285866619" "0.095001632412463" "0.39" "ANUAK" "ANUAK" "0.11" "GBR" "MALAWI" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.0233147339710925" "0" "0" "0" "0" "0" "0" "0.160550776457272" "0" "0.214317828965232" "0" "0" "0" "0.00349696206392007" "0" "0" "0" "0.375308974280129" "0" "0.084333850209598" "0" "0.0580576813363529" "0" "0.0430905013995519" "0.00520143370771278" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.0263439058860038" "0" "0.00598335172313567"
"JOLA.nolocalnowest.4" "one-date" "121.656494140625" "0.14" "0.68211261478124" "0.999679910373513" "0.999782139065653" "GBR" "MALAWI" "0.49" "MZIGUA" "ANUAK" "8.19955066383737" "147.437285866619" "0.095001632412463" "0.39" "ANUAK" "ANUAK" "0.11" "GBR" "MALAWI" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.0566058396378959" "0" "0" "0" "0" "0" "0.00744588478780438" "0" "0" "0" "0.533581659175859" "0.0298241032859426" "0.197268521934547" "0" "0.0385383895788192" "0" "0.053367037690159" "0.00500609052645288" "0" "0.0132927143933593" "0" "0" "0" "0" "0" "0" "0.0432939191200523" "0" "0.00266903952030685" "0" "0.0108135891604835" "0" "0" "0.00667311851203344" "0.00162009267628547"
"JOLA.nolocalnowest.5" "one-date" "121.656494140625" "0.14" "0.68211261478124" "0.999679910373513" "0.999782139065653" "GBR" "MALAWI" "0.49" "MZIGUA" "ANUAK" "8.19955066383737" "147.437285866619" "0.095001632412463" "0.39" "ANUAK" "ANUAK" "0.11" "GBR" "MALAWI" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.0700744693453356" "0" "0" "0" "0" "0" "0" "0.11835706437493" "0" "0.142038162255894" "0" "0" "0.102633034027241" "0.0148355447802752" "0" "0" "0" "0.294239609654823" "0" "0.0995244207288271" "0" "0.0690580910853667" "0" "0.0490770542359727" "0.0121270390948386" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.00655835409607929" "0" "0" "0.0201575681665987" "0.00131958815381897"
"JOLA.nolocalnowest.6" "one-date" "121.656494140625" "0.14" "0.68211261478124" "0.999679910373513" "0.999782139065653" "GBR" "MALAWI" "0.49" "MZIGUA" "ANUAK" "8.19955066383737" "147.437285866619" "0.095001632412463" "0.39" "ANUAK" "ANUAK" "0.11" "GBR" "MALAWI" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.0939998973557044" "0" "0.0632182212148994" "0" "0" "0" "0.00397567773940554" "0" "0" "0" "0.474512356967324" "0.00969031121407533" "0.169853889680455" "0" "0.0325608624394397" "0" "0.0481561292041033" "0.000918567857035187" "0" "0.0138838155738732" "0" "0" "0" "0.00310975013563746" "0" "0" "0.06629188795148" "0" "0.00640922674548722" "0.00625877630086887" "0" "0" "0.00427720939704186" "0" "0.00288342022317028"
"JOLA.nolocalnowest.7" "one-date" "121.656494140625" "0.14" "0.68211261478124" "0.999679910373513" "0.999782139065653" "GBR" "MALAWI" "0.49" "MZIGUA" "ANUAK" "8.19955066383737" "147.437285866619" "0.095001632412463" "0.39" "ANUAK" "ANUAK" "0.11" "GBR" "MALAWI" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.244444364991596" "0" "0" "0" "0" "0" "0" "0.0853868984169913" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.0518670269789629" "0" "0.61830170961245" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"JOLA.nolocalnowest.8" "one-date" "121.656494140625" "0.14" "0.68211261478124" "0.999679910373513" "0.999782139065653" "GBR" "MALAWI" "0.49" "MZIGUA" "ANUAK" "8.19955066383737" "147.437285866619" "0.095001632412463" "0.39" "ANUAK" "ANUAK" "0.11" "GBR" "MALAWI" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.12014203909763" "0" "0.0839510880961471" "0" "0" "0" "0.0240436073819192" "0" "0" "0" "0.426463784067632" "0" "0.14400094384205" "0" "0.049399935503135" "0" "0.0675605137061226" "0.027668060302287" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.0134666990326095" "0" "0.0173988566123485" "0.00802834207329934" "0.0178761302848202"
"WOLLOF.nolocal.1" "multiple-dates" "25.3844342113824" "0.15" "0.944279271076766" "0.999964680175583" "0.999998324031757" "IBS" "AKANS" "0.44" "AKANS" "AKANS" "11.0463861682285" "77.2726665275605" "0.621402773364655" "0.21" "MOSSI" "AKANS" "0.12" "IBS" "AKANS" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.276371830746308" "0" "0.160843026936278" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.0222468225883764" "0.0183600262766986" "0" "0.522178293452339" "0" "0" "0" "0" "0" "0" "0" "0"
"WOLLOF.nolocal.2" "multiple-dates" "25.3844342113824" "0.15" "0.944279271076766" "0.999964680175583" "0.999998324031757" "IBS" "AKANS" "0.44" "AKANS" "AKANS" "11.0463861682285" "77.2726665275605" "0.621402773364655" "0.21" "MOSSI" "AKANS" "0.12" "IBS" "AKANS" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.207188359500335" "0.241209046815247" "0.101388231788346" "0.0926226543457976" "0" "0.0707994878127627" "0.0285075083697741" "0.0187307196058887" "0" "0.0022727903657986" "0.00595431162136964" "0.00773335426658235" "0.00617410871581398" "0" "0.00495630858236468" "0.0108627287493987" "0" "0.00902494887101532" "0.0107801189428124" "0.0320276147343105" "0.0193820441511593" "0" "0" "0" "0.0544875851469197" "0" "0.0280670882442115" "0" "0.00605133288673727" "0" "0.0115601074052195" "0.0151624320597063" "0" "0" "0.00568180364353613" "0" "0.00610042483571043" "0" "0" "0" "0" "0" "0" "0" "0.0032748885391823" "0" "0" "0" "0"
"WOLLOF.nolocal.3" "multiple-dates" "25.3844342113824" "0.15" "0.944279271076766" "0.999964680175583" "0.999998324031757" "IBS" "AKANS" "0.44" "AKANS" "AKANS" "11.0463861682285" "77.2726665275605" "0.621402773364655" "0.21" "MOSSI" "AKANS" "0.12" "IBS" "AKANS" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.241917848311923" "0.312779360532113" "0.115164610955783" "0.0454793896498011" "0.0579709192207385" "0.0112745243952377" "0.0168585514253102" "0.00392055646647672" "0" "0.0213275999719486" "0.00291678164263978" "0.00317025215385207" "0.00818550067322154" "0" "0" "0.00929030187266329" "0" "0.020231231807127" "0.00152219318459426" "0.0220310072688354" "0.00159205156506004" "0" "0" "0" "0.0316160891526039" "0" "0" "0" "0" "0" "0.0023493637199433" "0" "0" "0.00864147875921876" "0" "0" "0" "0.00232992073590256" "0" "0.0492017500667762" "0" "0" "0" "0.000170072579363249" "0.0100586438888668" "0" "0" "0" "0"
"WOLLOF.nolocal.4" "multiple-dates" "25.3844342113824" "0.15" "0.944279271076766" "0.999964680175583" "0.999998324031757" "IBS" "AKANS" "0.44" "AKANS" "AKANS" "11.0463861682285" "77.2726665275605" "0.621402773364655" "0.21" "MOSSI" "AKANS" "0.12" "IBS" "AKANS" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.175020916119649" "0.266450991409462" "0.0107344472572163" "0" "0.0942385160979405" "0.100304142064405" "0.0251730249863078" "0.0150438621558256" "0" "0" "0" "0" "0" "0" "0" "0.000814416446937632" "0" "0" "0.00450531441046679" "0.0131112526265852" "0.0118027096257378" "0" "0.0230958200951878" "0.000865175242626736" "0.0730068934614032" "0.0733925246026267" "0.0716140918419695" "0" "5.92995733771448e-05" "0" "0" "0.0029508766381101" "0" "0" "0.0023857943316165" "0" "0.00562258941100959" "0" "0" "0" "0.00824012102929369" "0" "0.00796514013400417" "0" "0" "0.0075162776597996" "0" "0.00608580277844216" "0"
"WOLLOF.nolocal.5" "multiple-dates" "25.3844342113824" "0.15" "0.944279271076766" "0.999964680175583" "0.999998324031757" "IBS" "AKANS" "0.44" "AKANS" "AKANS" "11.0463861682285" "77.2726665275605" "0.621402773364655" "0.21" "MOSSI" "AKANS" "0.12" "IBS" "AKANS" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.168832961037036" "0.486967365317371" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.0219810585691409" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.269422885503328" "0.0279096758718893" "0.0248860537012346" "0" "0" "0" "0" "0" "0"
"WOLLOF.nolocal.6" "multiple-dates" "25.3844342113824" "0.15" "0.944279271076766" "0.999964680175583" "0.999998324031757" "IBS" "AKANS" "0.44" "AKANS" "AKANS" "11.0463861682285" "77.2726665275605" "0.621402773364655" "0.21" "MOSSI" "AKANS" "0.12" "IBS" "AKANS" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.188220006342403" "0.22356772866869" "0.0845821337210833" "0.0711937758033527" "0.0650672889824403" "0.0806721968732858" "0.0319121685833577" "0.0238811649353031" "0" "0.00391903692538062" "0.00485061573264515" "0.0119240996367516" "0.00978925077341085" "0" "0.0111983401474891" "0.0151648486895327" "0" "0.0195013416486905" "0.00986662567596196" "0.0286995593366209" "0.0155520770776827" "0" "0" "0" "0.0207213915944092" "0" "0.015323245412189" "0" "0.0174459412278607" "0" "0.0118808382859499" "0.00974685912046252" "0" "0" "0.00716592592235037" "0" "0.00621120313718028" "0" "0" "0" "0" "0" "0" "0" "0.0102468057110926" "0" "0.000996392152120127" "0.000699137882302843" "0"
"WOLLOF.nolocal.7" "multiple-dates" "25.3844342113824" "0.15" "0.944279271076766" "0.999964680175583" "0.999998324031757" "IBS" "AKANS" "0.44" "AKANS" "AKANS" "11.0463861682285" "77.2726665275605" "0.621402773364655" "0.21" "MOSSI" "AKANS" "0.12" "IBS" "AKANS" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.264389153020688" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.024764609827226" "0.164791722465491" "0.0340427601946897" "0.512011754491906" "0" "0" "0" "0" "0" "0" "0" "0"
"WOLLOF.nolocal.8" "multiple-dates" "25.3844342113824" "0.15" "0.944279271076766" "0.999964680175583" "0.999998324031757" "IBS" "AKANS" "0.44" "AKANS" "AKANS" "11.0463861682285" "77.2726665275605" "0.621402773364655" "0.21" "MOSSI" "AKANS" "0.12" "IBS" "AKANS" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.201061497260727" "0.275400887539673" "0.100373272011096" "0.0775235366427279" "0" "0.0672445268295861" "0.0267560024093915" "0.0164986574456746" "0" "0.00170988173915337" "0.0062145254443893" "0.00651898358264394" "0.0048224293948924" "0" "0.00369567699014928" "0.00937010772710129" "0" "0.0073564230103473" "0.0104613403260733" "0.0308919026704689" "0.0195726576148435" "0" "0" "0" "0.0646052577204567" "0" "0.0309280636241994" "0" "0.0020336438478585" "0" "0.0101680539161833" "0.0146859319064351" "0" "0" "0.00495848264584893" "0" "0.00543573077775385" "0" "0" "0" "0" "0" "0" "0" "0.00171252692232541" "0" "0" "0" "0"
"WOLLOF.nolocalnowest.1" "multiple-dates" "25.1895760284744" "0.13" "0.941114674696562" "0.999946569557847" "0.99998938773371" "GBR" "MALAWI" "0.37" "ANUAK" "MALAWI" "13.2371750115623" "80.9691561680773" "0.623291320403344" "0.17" "GBR" "MALAWI" "0.11" "GBR" "MALAWI" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.155016974815549" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.231942475067631" "0" "0.0627143767813343" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.550326173335485" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"WOLLOF.nolocalnowest.2" "multiple-dates" "25.1895760284744" "0.13" "0.941114674696562" "0.999946569557847" "0.99998938773371" "GBR" "MALAWI" "0.37" "ANUAK" "MALAWI" "13.2371750115623" "80.9691561680773" "0.623291320403344" "0.17" "GBR" "MALAWI" "0.11" "GBR" "MALAWI" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.108345436864282" "0" "0.102462325139886" "0" "0" "0" "0.0185112550437847" "0" "0" "0" "0.425726850150518" "0" "0.137285472826776" "0" "0.0706293758356445" "0" "0.0585117452379482" "0.0289216825401043" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.0123540610194868" "0" "0.0172615494185438" "0.00849460338169086" "0.0114956425413344"
"WOLLOF.nolocalnowest.3" "multiple-dates" "25.1895760284744" "0.13" "0.941114674696562" "0.999946569557847" "0.99998938773371" "GBR" "MALAWI" "0.37" "ANUAK" "MALAWI" "13.2371750115623" "80.9691561680773" "0.623291320403344" "0.17" "GBR" "MALAWI" "0.11" "GBR" "MALAWI" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.0864589826947333" "0" "0.0263074556074844" "0" "0" "0" "0.0108962266371431" "0" "0" "0" "0.47701209247727" "0.129368085783607" "0.125932994025896" "0" "0.0546251135328031" "0" "0.0501711500473043" "0.00302963874979189" "0" "0" "0" "0" "0" "0" "0" "0" "0.00863406660056359" "0" "0" "0" "0.0033874026835164" "0" "0" "0.0169498592730495" "0.00722693188683832"
"WOLLOF.nolocalnowest.4" "multiple-dates" "25.1895760284744" "0.13" "0.941114674696562" "0.999946569557847" "0.99998938773371" "GBR" "MALAWI" "0.37" "ANUAK" "MALAWI" "13.2371750115623" "80.9691561680773" "0.623291320403344" "0.17" "GBR" "MALAWI" "0.11" "GBR" "MALAWI" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.130956102464474" "0" "0.128628342089981" "0" "0" "0" "0" "0" "0" "0" "0.435563836390956" "0" "0.146980857241519" "0" "0.0436203446824893" "0" "0.0466571790278207" "0.00516898983305553" "0" "0.00811960954196158" "0" "0" "0" "0.00161774369469458" "0" "0" "0.0288291863205848" "0" "0.00226660683577692" "0" "0" "0" "0.017219872990766" "0" "0.00437132888592012"
"WOLLOF.nolocalnowest.5" "multiple-dates" "25.1895760284744" "0.13" "0.941114674696562" "0.999946569557847" "0.99998938773371" "GBR" "MALAWI" "0.37" "ANUAK" "MALAWI" "13.2371750115623" "80.9691561680773" "0.623291320403344" "0.17" "GBR" "MALAWI" "0.11" "GBR" "MALAWI" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.0501493493184691" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.398294362515792" "0" "0.196689402059686" "0" "0" "0" "0.0131373579005415" "0" "0" "0" "0" "0" "0" "0" "0" "0.295540961811606" "0.0461885663939054" "0" "0" "0" "0" "0" "0" "0" "0"
"WOLLOF.nolocalnowest.6" "multiple-dates" "25.1895760284744" "0.13" "0.941114674696562" "0.999946569557847" "0.99998938773371" "GBR" "MALAWI" "0.37" "ANUAK" "MALAWI" "13.2371750115623" "80.9691561680773" "0.623291320403344" "0.17" "GBR" "MALAWI" "0.11" "GBR" "MALAWI" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.124537915461612" "0" "0.110267051001409" "0" "0" "0" "0.0264296593534395" "0" "0" "0" "0.430132278590746" "0" "0.117767597471006" "0" "0.0778181989972296" "0" "0.0443061534693324" "0.0246312203498828" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.0105236913585437" "0" "0.0144350007778022" "0.0108365959266115" "0.00831463724238586"
"WOLLOF.nolocalnowest.7" "multiple-dates" "25.1895760284744" "0.13" "0.941114674696562" "0.999946569557847" "0.99998938773371" "GBR" "MALAWI" "0.37" "ANUAK" "MALAWI" "13.2371750115623" "80.9691561680773" "0.623291320403344" "0.17" "GBR" "MALAWI" "0.11" "GBR" "MALAWI" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.183495931357964" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.126302501393091" "0" "0" "0" "0" "0.000522548974993414" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.689679018273952" "0" "0" "0" "0" "0" "0" "0" "0" "0"
