"result" "gen.1date" "proportion.source1" "maxR2fit.1date" "fit.quality.1event" "fit.quality.2events" "bestmatch.event1.source1" "bestmatch.event1.source2" "proportion.event2.source1" "bestmatch.event2.source1" "bestmatch.event2.source2" "gen.2dates.date1" "gen.2dates.date2" "maxScore.2events" "proportion.date1.source1" "bestmatch.date1.source1" "bestmatch.date1.source2" "proportion.date2.source1" "bestmatch.date2.source1" "bestmatch.date2.source2" "JOLA" "WOLLOF" "MANDINKAI" "MANDINKAII" "SEREHULE" "FULAI" "MALINKE" "SERERE" "MANJAGO" "FULAII" "BAMBARA" "AKANS" "MOSSI" "YRI" "KASEM" "NAMKAM" "SEMI.BANTU" "BANTU" "LWK" "KAMBE" "CHONYI" "KAUMA" "WASAMBAA" "GIRIAMA" "WABONDEI" "MZIGUA" "MKK" "WOLAYTA" "SOMALI" "ARI" "SUDANESE" "GUMUZ" "OROMO" "AMHARA" "AFAR" "ANUAK" "TYGRAY" "MALAWI" "SEBANTU" "AMAXHOSA" "SWBANTU" "KHWE" "GUIGHANAKGAL" "KARRETJIE" "NAMA" "XUN" "KHOMANI" "JUHOAN" "FIN" "CEU" "GBR" "IBS" "TSI" "GIH" "KHV" "CDX" "CHB" "CHS" "JPT" "PELII"
"SEREHULE.nolocal.5" "multiple-dates" "28.7934559975737" "0.09" "0.942530275354805" "0.999929335065426" "0.999997482351069" "GBR" "AKANS" "0.39" "AKANS" "MOSSI" "9.86518402693578" "59.257099574628" "0.365062222868839" "0.24" "MOSSI" "AKANS" "0.08" "GBR" "AKANS" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.199508429494452" "0.517097393142755" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.013054247949521" "0.0297265599178334" "0.114357369630434" "0.115418778123859" "0" "0.0108372217411466" "0" "0" "0" "0" "0" "0"
"SEREHULE.nolocal.6" "multiple-dates" "28.7934559975737" "0.09" "0.942530275354805" "0.999929335065426" "0.999997482351069" "GBR" "AKANS" "0.39" "AKANS" "MOSSI" "9.86518402693578" "59.257099574628" "0.365062222868839" "0.24" "MOSSI" "AKANS" "0.08" "GBR" "AKANS" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.176906356518114" "0.202148097357763" "0.137495849606166" "0.142243837547773" "0" "0.0637322984756029" "0.0246294818470218" "0.0249458799986191" "0" "0.00565215271019647" "0.00602031009011933" "0.0110269284775519" "0.0123217662998681" "0" "0.000636871597974867" "0.0144981945978626" "0" "0.0158389407100227" "0.0119720676799163" "0.0320936276242877" "0.0171682400949257" "0" "0" "0" "0.0183677238727446" "0" "0.033897509017364" "0" "0" "0" "0.0152351833128653" "0.0133092559455313" "0" "0" "0.00664791559295762" "0" "0.00829512601585971" "0" "0" "0" "0" "0" "0" "0" "0.00491638500889194" "0" "0" "0" "0"
"SEREHULE.nolocal.7" "multiple-dates" "28.7934559975737" "0.09" "0.942530275354805" "0.999929335065426" "0.999997482351069" "GBR" "AKANS" "0.39" "AKANS" "MOSSI" "9.86518402693578" "59.257099574628" "0.365062222868839" "0.24" "MOSSI" "AKANS" "0.08" "GBR" "AKANS" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.15442445916182" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.0762769398376527" "0" "0.769298601000527" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"SEREHULE.nolocal.8" "multiple-dates" "28.7934559975737" "0.09" "0.942530275354805" "0.999929335065426" "0.999997482351069" "GBR" "AKANS" "0.39" "AKANS" "MOSSI" "9.86518402693578" "59.257099574628" "0.365062222868839" "0.24" "MOSSI" "AKANS" "0.08" "GBR" "AKANS" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.216644740558941" "0.287221946690632" "0.1135891960368" "0.0904599798234613" "0.002865354171645" "0.0565413722785697" "0.0171718200094385" "0.0135456017948016" "0" "0.00265268047238754" "0.00525551375804078" "0.0067668276335568" "0.00603718672888662" "0" "0.00208643420914687" "0.00797396286687904" "0" "0.0122630723878196" "0.00865947254927123" "0.0222022246882524" "0.0156722823157098" "0" "0" "0" "0.0530687593185838" "0" "0.0298546250321558" "0" "0" "0" "0.00643330395028316" "0.0128081234160052" "0" "0" "0.00289895557265933" "0" "0.00459264511155644" "0" "0" "0" "0" "0" "0" "0" "0.00273391862451656" "0" "0" "0" "0"
"SEREHULE.nolocalnowest.1" "multiple-dates" "28.8397977252474" "0.11" "0.940616356289257" "0.9999687482442" "0.999994814433523" "GBR" "MALAWI" "0.07" "MALAWI" "ANUAK" "11.3609506931193" "60.3975227446834" "0.366593972781846" "0.18" "GBR" "MALAWI" "0.1" "GBR" "MALAWI" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.157547476062478" "0" "0" "0" "0" "0.115657355479719" "0" "0.0921805389096057" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.634614629548197" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"SEREHULE.nolocalnowest.2" "multiple-dates" "28.8397977252474" "0.11" "0.940616356289257" "0.9999687482442" "0.999994814433523" "GBR" "MALAWI" "0.07" "MALAWI" "ANUAK" "11.3609506931193" "60.3975227446834" "0.366593972781846" "0.18" "GBR" "MALAWI" "0.1" "GBR" "MALAWI" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.12017489147653" "0" "0.0937508012376674" "0" "0" "0" "0.00189772999961546" "0" "0" "0" "0.434308059856979" "0" "0.137704114013471" "0" "0.0695042421065268" "0" "0.0643252812572909" "0.0308171835295847" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.0119753363309191" "0" "0.015651912483238" "0.00702886832624949" "0.012861579381928"
"SEREHULE.nolocalnowest.3" "multiple-dates" "28.8397977252474" "0.11" "0.940616356289257" "0.9999687482442" "0.999994814433523" "GBR" "MALAWI" "0.07" "MALAWI" "ANUAK" "11.3609506931193" "60.3975227446834" "0.366593972781846" "0.18" "GBR" "MALAWI" "0.1" "GBR" "MALAWI" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.129774910021821" "0" "0" "0" "0" "0.123164213520323" "0.0240472739612294" "0" "0" "0" "0.302350476792051" "0" "0.207600063814166" "0" "0.062978254326215" "0" "0.0681946985734018" "0.00893235855954706" "0" "0" "0" "0" "0" "0.0232233790319622" "0" "0" "0.04737152185" "0" "0" "0" "0" "0.00236284954928279" "0" "0" "0"
"SEREHULE.nolocalnowest.4" "multiple-dates" "28.8397977252474" "0.11" "0.940616356289257" "0.9999687482442" "0.999994814433523" "GBR" "MALAWI" "0.07" "MALAWI" "ANUAK" "11.3609506931193" "60.3975227446834" "0.366593972781846" "0.18" "GBR" "MALAWI" "0.1" "GBR" "MALAWI" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.112463344467592" "0" "0.110099152306639" "0" "0" "0" "0.00031058587947893" "0" "0" "0" "0.450075493942104" "0.0407087451692368" "0.140668308976073" "0" "0.0513327276985571" "0" "0.0483515480323432" "0.00376044581410667" "0" "0.00361795050973497" "0" "0" "0" "0" "0" "0" "0.0144705124488712" "0" "0.00169774423160439" "0.00296804315669911" "0.00758733091122723" "0.000905400132262417" "0" "0.00378202063851001" "0.00720064568496011"
"SEREHULE.nolocalnowest.5" "multiple-dates" "28.8397977252474" "0.11" "0.940616356289257" "0.9999687482442" "0.999994814433523" "GBR" "MALAWI" "0.07" "MALAWI" "ANUAK" "11.3609506931193" "60.3975227446834" "0.366593972781846" "0.18" "GBR" "MALAWI" "0.1" "GBR" "MALAWI" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.434975306003029" "0" "0.216028328543989" "0" "0" "0" "0.00749176597205892" "0" "0" "0" "0" "0" "0" "0" "0" "0.341504599480923" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"SEREHULE.nolocalnowest.6" "multiple-dates" "28.8397977252474" "0.11" "0.940616356289257" "0.9999687482442" "0.999994814433523" "GBR" "MALAWI" "0.07" "MALAWI" "ANUAK" "11.3609506931193" "60.3975227446834" "0.366593972781846" "0.18" "GBR" "MALAWI" "0.1" "GBR" "MALAWI" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.139023032074845" "0" "0.115389451906487" "0" "0" "0" "0.00547683467780891" "0" "0" "0" "0.422774229810533" "0" "0.117566476105438" "0" "0.0760161196106342" "0" "0.0438146372143817" "0.0277410922828858" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.0147470141014985" "0" "0.0132344941463628" "0.0121762523192751" "0.01204036574985"
"SEREHULE.nolocalnowest.7" "multiple-dates" "28.8397977252474" "0.11" "0.940616356289257" "0.9999687482442" "0.999994814433523" "GBR" "MALAWI" "0.07" "MALAWI" "ANUAK" "11.3609506931193" "60.3975227446834" "0.366593972781846" "0.18" "GBR" "MALAWI" "0.1" "GBR" "MALAWI" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.213276272896206" "0" "0" "0" "0" "0" "0" "0.0935964922747586" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.693127234829036" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"SEREHULE.nolocalnowest.8" "multiple-dates" "28.8397977252474" "0.11" "0.940616356289257" "0.9999687482442" "0.999994814433523" "GBR" "MALAWI" "0.07" "MALAWI" "ANUAK" "11.3609506931193" "60.3975227446834" "0.366593972781846" "0.18" "GBR" "MALAWI" "0.1" "GBR" "MALAWI" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.119911247854193" "0" "0.0955265143920948" "0" "0" "0" "0.0021058975149955" "0" "0" "0" "0.441401615151481" "0" "0.138913669978526" "0" "0.0661116479981928" "0" "0.063737459241356" "0.0292449778952129" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.0104811702463874" "0" "0.0143307142080842" "0.00659115645216603" "0.0116439290673106"
"FULAI.nolocal.1" "multiple-dates" "23.6158876039592" "0.31" "0.968503413381837" "0.999941920904592" "0.999998361339961" "IBS" "AKANS" "0.29" "MOSSI" "MOSSI" "9.21213563795611" "57.3745369647752" "0.81053049649773" "0.43" "AKANS" "IBS" "0.27" "IBS" "AKANS" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.211131073625025" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.216267743538495" "0" "0" "0.027367087211389" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.464910919411293" "0.0776728443564416" "0.00265033185735728" "0" "0" "0" "0" "0" "0"
"FULAI.nolocal.2" "multiple-dates" "23.6158876039592" "0.31" "0.968503413381837" "0.999941920904592" "0.999998361339961" "IBS" "AKANS" "0.29" "MOSSI" "MOSSI" "9.21213563795611" "57.3745369647752" "0.81053049649773" "0.43" "AKANS" "IBS" "0.27" "IBS" "AKANS" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.209242628346894" "0.27290221797132" "0.0878655170288739" "0.0045949063318908" "0.0945861703250801" "0.0614271805923064" "0.0234217461720399" "0.0126996850452166" "0.00170358104145977" "0" "0.00330176896899468" "0.013496720755289" "0.00245635520004793" "0.0107800544991173" "0.000685198665340185" "0.0125853408427682" "0" "0.0224983560267589" "0.00686652149567403" "0.0229501831398499" "0.011652361885981" "0" "0" "0.00984895356776234" "0.0526835259535668" "0" "0.0122426845497779" "0" "0.00719136749618525" "0.000534389445831377" "0.00509882425013061" "0.00520096539064522" "0.000574901895913322" "0.00365472479594978" "0.0028131461490431" "0" "0.00073354315598159" "0" "0" "0" "0" "0" "0" "0.00468541029824202" "0.00326371278694309" "0" "0.0102408288496252" "0.0055165270795005" "0"
"FULAI.nolocal.3" "multiple-dates" "23.6158876039592" "0.31" "0.968503413381837" "0.999941920904592" "0.999998361339961" "IBS" "AKANS" "0.29" "MOSSI" "MOSSI" "9.21213563795611" "57.3745369647752" "0.81053049649773" "0.43" "AKANS" "IBS" "0.27" "IBS" "AKANS" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.0594951298022231" "0.214179938312437" "0.0459629401533925" "0.0620581793394675" "0.0346143644290896" "0" "0.0256482737396727" "0.0253590899948238" "0.00449560396077693" "0" "0.00769685484021644" "0.0120646879064515" "0.0112151466300399" "0.0265723649983513" "0" "0.0207455629196168" "0" "0.0123491349162812" "0.0146140031738282" "0.0299042375174423" "0.0135232558923372" "0" "0" "0.0433128515113655" "0.00567782456400556" "0.180788767122892" "0.016051249026916" "0" "0" "0" "0.000195698411228894" "0" "0.00238566763535479" "0.0162165384150712" "0.00400844849005194" "0" "0.00119748754261246" "0" "0" "0" "0" "0.0863261578617767" "0.00287301167264031" "0" "0.0141630759067059" "0" "0" "0.00630445331293094" "0"
"FULAI.nolocal.4" "multiple-dates" "23.6158876039592" "0.31" "0.968503413381837" "0.999941920904592" "0.999998361339961" "IBS" "AKANS" "0.29" "MOSSI" "MOSSI" "9.21213563795611" "57.3745369647752" "0.81053049649773" "0.43" "AKANS" "IBS" "0.27" "IBS" "AKANS" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.181437285182882" "0.279631272292715" "0.0556987576698851" "0" "0.0534585726899167" "0.0772595683278006" "0.00664263965534477" "0.00115880380527778" "0" "0" "0" "0.00288415348908879" "0" "0" "0" "0.00133486951269031" "0" "0.0116507204232985" "0" "0.00787501451195241" "0.00297787826018396" "0" "0.0538676331068167" "0" "0.0470225727199362" "0" "0.00683207937159911" "0" "0" "0" "0.00224322469918713" "0.00251974733176247" "0" "0" "0" "0" "0" "0" "0" "0" "0.192628955231544" "0" "0" "0" "0" "0.0123628189854344" "0" "0.000513432732683855" "0"
"FULAI.nolocal.5" "multiple-dates" "23.6158876039592" "0.31" "0.968503413381837" "0.999941920904592" "0.999998361339961" "IBS" "AKANS" "0.29" "MOSSI" "MOSSI" "9.21213563795611" "57.3745369647752" "0.81053049649773" "0.43" "AKANS" "IBS" "0.27" "IBS" "AKANS" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.164263473357762" "0.212811355049722" "0.0663201976829129" "0.00320767524104344" "0.160392127482487" "0.086300310829762" "0.0370189896057588" "0.0224846688656488" "0" "0.000159491097455192" "0.0065143310600407" "0.0155919980463835" "0.00452346076131332" "0.0193678065146582" "0" "0.0161231329913383" "0" "0.0149467562445459" "0.00939378262669632" "0.0410551779278822" "0.0166754906358351" "0" "0" "0" "0.0068209968021888" "0" "0.0245103101410824" "0" "0.00829278190289713" "9.24747819143117e-05" "0.00873260054619596" "0.00950518960089815" "0.00232192463222114" "0.00644380483241669" "0.00483549103209377" "0" "0.00114580734856705" "0" "0" "0" "0" "0.000770426423126331" "0" "0.00781046911807215" "0.00546333298345901" "0" "0.00754978717846868" "0.00855437665515135" "0"
"FULAI.nolocal.6" "multiple-dates" "23.6158876039592" "0.31" "0.968503413381837" "0.999941920904592" "0.999998361339961" "IBS" "AKANS" "0.29" "MOSSI" "MOSSI" "9.21213563795611" "57.3745369647752" "0.81053049649773" "0.43" "AKANS" "IBS" "0.27" "IBS" "AKANS" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.126268568479528" "0.291852476199016" "0.0574280187402764" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.00897012613340603" "0" "0" "0" "0" "0.0755403009731089" "0.00107123814405382" "0.0418578947274489" "0.113209126357716" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.243316725964354" "0.0363373941266428" "0.00133377097140811" "0" "0" "0" "0.00281435918304146" "0" "0"
"FULAI.nolocal.7" "multiple-dates" "23.6158876039592" "0.31" "0.968503413381837" "0.999941920904592" "0.999998361339961" "IBS" "AKANS" "0.29" "MOSSI" "MOSSI" "9.21213563795611" "57.3745369647752" "0.81053049649773" "0.43" "AKANS" "IBS" "0.27" "IBS" "AKANS" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.141718414701092" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.225332334018977" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.536256820479769" "0.0931711089477374" "0.00352132185242456" "0" "0" "0" "0" "0" "0"
"FULAI.nolocal.8" "multiple-dates" "23.6158876039592" "0.31" "0.968503413381837" "0.999941920904592" "0.999998361339961" "IBS" "AKANS" "0.29" "MOSSI" "MOSSI" "9.21213563795611" "57.3745369647752" "0.81053049649773" "0.43" "AKANS" "IBS" "0.27" "IBS" "AKANS" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.198619908206455" "0.29574743770788" "0.0825487867727264" "0.00480973857361867" "0.0881541984278249" "0.0580400083947245" "0.0219749905223554" "0.0115838218569074" "0.000915950622545583" "0.000127114213255185" "0.00328908658343175" "0.0132864890881801" "0.00255276356539567" "0.00951106303723056" "0.00091065747237461" "0.0121558386355677" "0" "0.022401038386243" "0.00671991777014039" "0.0212783580706277" "0.0112072453517506" "0" "0" "0.0118318015344301" "0.0534345670556971" "0.0117685104246094" "0.0117223653302063" "0" "0.00671958193496701" "0.000266448954351235" "0.00459831182608641" "0.0044386675438445" "0.000211732293828552" "0.00357836446136727" "0.00263240263476069" "0" "0.000716932153442801" "0" "0" "0" "0" "0" "0" "0.00427294885512559" "0.00306786523573549" "0" "0.00975323127177899" "0.00515185523053322" "0"
"FULAI.nolocalnowest.1" "multiple-dates" "23.7649727635595" "0.26" "0.966809177308424" "0.999972151400339" "0.999997823047962" "IBS" "ANUAK" "0.15" "OROMO" "ANUAK" "9.33759638940566" "56.9375330971977" "0.782474850541733" "0.48" "ANUAK" "IBS" "0.22" "IBS" "ANUAK" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.0554645362681164" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.0526311479343467" "0.294323937954101" "0.0124930113327746" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.585087366510661" "0" "0" "0" "0" "0" "0" "0" "0"
"FULAI.nolocalnowest.2" "multiple-dates" "23.7649727635595" "0.26" "0.966809177308424" "0.999972151400339" "0.999997823047962" "IBS" "ANUAK" "0.15" "OROMO" "ANUAK" "9.33759638940566" "56.9375330971977" "0.782474850541733" "0.48" "ANUAK" "IBS" "0.22" "IBS" "ANUAK" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.0952823188842381" "0" "0.11267983753834" "0" "0" "0" "0.00355667549067592" "0" "0" "0" "0.459254886713341" "0.0426961593020835" "0.137899259864175" "0" "0.0546094024788493" "0" "0.0507383035816405" "0.00716893291811373" "0" "0.00466215382691583" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.00460681308115021" "0.00288199974560029" "0" "0.0120220324223516" "0.00422633846928989" "0.00771488568323502"
"FULAI.nolocalnowest.3" "multiple-dates" "23.7649727635595" "0.26" "0.966809177308424" "0.999972151400339" "0.999997823047962" "IBS" "ANUAK" "0.15" "OROMO" "ANUAK" "9.33759638940566" "56.9375330971977" "0.782474850541733" "0.48" "ANUAK" "IBS" "0.22" "IBS" "ANUAK" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.0998721504189787" "0" "0.0836346739010818" "0" "0" "0" "0.0854730570068443" "0" "0" "0" "0.137426500778823" "0.353508186259655" "0.0996233804608936" "0" "0" "0" "0.0179665699613034" "0.00983373120585876" "0" "0.0443532518703285" "0" "0" "0" "0" "0" "0" "0.02948500273994" "0" "0" "0" "0.0205156080176187" "0" "0" "0.00835333215576723" "0.00995455522290683"
"FULAI.nolocalnowest.4" "multiple-dates" "23.7649727635595" "0.26" "0.966809177308424" "0.999972151400339" "0.999997823047962" "IBS" "ANUAK" "0.15" "OROMO" "ANUAK" "9.33759638940566" "56.9375330971977" "0.782474850541733" "0.48" "ANUAK" "IBS" "0.22" "IBS" "ANUAK" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.0809134522108382" "0" "0.0688856994445764" "0" "0" "0" "0" "0" "0" "0" "0.384003186940353" "0.0758327811245452" "0.0990380909698801" "0" "0.0619360288732565" "0" "0.0387381488283319" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.171484079662679" "0" "0" "0" "0" "0.016322281290514" "0" "0" "0.00284625065502608"
"FULAI.nolocalnowest.5" "multiple-dates" "23.7649727635595" "0.26" "0.966809177308424" "0.999972151400339" "0.999997823047962" "IBS" "ANUAK" "0.15" "OROMO" "ANUAK" "9.33759638940566" "56.9375330971977" "0.782474850541733" "0.48" "ANUAK" "IBS" "0.22" "IBS" "ANUAK" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.112272393246319" "0" "0.133783747433077" "0" "0" "0" "0.00703731348921037" "0" "0" "0" "0.458885201664002" "0.00148053540443942" "0.119933316098623" "0" "0.058484070314927" "0" "0.046548399019566" "0.0131488440003185" "0" "0.00917619211248553" "0" "0" "0" "0" "0" "0" "0.000420077114128809" "0" "8.08814366022024e-05" "0.00810294103996099" "0.00506504237574684" "0" "0.0119488363284516" "0.00725212203057657" "0.00638008689156507"
"FULAI.nolocalnowest.6" "multiple-dates" "23.7649727635595" "0.26" "0.966809177308424" "0.999972151400339" "0.999997823047962" "IBS" "ANUAK" "0.15" "OROMO" "ANUAK" "9.33759638940566" "56.9375330971977" "0.782474850541733" "0.48" "ANUAK" "IBS" "0.22" "IBS" "ANUAK" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.0619220719262637" "0" "0.0287708223089655" "0" "0" "0" "0" "0" "0" "0" "0.256341939695654" "0.221349391823166" "0.100137333565593" "0" "0.00841119394957604" "0" "0.0286980603803713" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.289039194548881" "0" "0" "0" "0" "0.00193464663421782" "0" "0" "0.0033953451673118"
"FULAI.nolocalnowest.7" "multiple-dates" "23.7649727635595" "0.26" "0.966809177308424" "0.999972151400339" "0.999997823047962" "IBS" "ANUAK" "0.15" "OROMO" "ANUAK" "9.33759638940566" "56.9375330971977" "0.782474850541733" "0.48" "ANUAK" "IBS" "0.22" "IBS" "ANUAK" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.0438429479816716" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.266026676021838" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.69013037599649" "0" "0" "0" "0" "0" "0" "0" "0"
"FULAI.nolocalnowest.8" "multiple-dates" "23.7649727635595" "0.26" "0.966809177308424" "0.999972151400339" "0.999997823047962" "IBS" "ANUAK" "0.15" "OROMO" "ANUAK" "9.33759638940566" "56.9375330971977" "0.782474850541733" "0.48" "ANUAK" "IBS" "0.22" "IBS" "ANUAK" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.0956742927731364" "0" "0.105425574903384" "0" "0" "0" "0.0034276483849777" "0" "0" "0" "0.4545239930417" "0.0642348149966205" "0.135357669243975" "0" "0.0510365414317486" "0" "0.0494093404655698" "0.00646023372892672" "0" "0.00459037892395631" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.00433821033544868" "0.00263085493757996" "0" "0.011358270401632" "0.00391951632968869" "0.00761266010165604"
"MALINKE.nolocal.1" "multiple-dates" "17.5812398779225" "0.13" "0.916275484500942" "0.999932518716948" "0.999992609093624" "GBR" "AKANS" "0.27" "AKANS" "AKANS" "6.99670348174653" "54.539112946719" "0.458341377077607" "0.22" "MOSSI" "AKANS" "0.08" "GBR" "AKANS" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.361609104863912" "0" "0.128215849961911" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.0469713950425871" "0" "0.46320365013159" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"MALINKE.nolocal.2" "multiple-dates" "17.5812398779225" "0.13" "0.916275484500942" "0.999932518716948" "0.999992609093624" "GBR" "AKANS" "0.27" "AKANS" "AKANS" "6.99670348174653" "54.539112946719" "0.458341377077607" "0.22" "MOSSI" "AKANS" "0.08" "GBR" "AKANS" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.23838428489441" "0.220659347867799" "0.189325238362529" "0.115430511902989" "0" "0.0126559602305712" "0.017626480153641" "0.0205728061309088" "0" "0.00205194385144537" "0.00977751933317401" "0" "0.00308451538481318" "0" "0" "0.00794881525645046" "0" "0" "0.0115545732434424" "0.0373225285055014" "0.0223324706990537" "0" "0" "0" "0.00518359684243049" "0" "0.0391007145090686" "0" "0" "0" "0.0145067034903967" "0.0222223819546772" "0" "0" "0.000359287535736418" "0" "0.00990031985096257" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
