"pop" "a" "bootstrap.num" "date1.est.boot" "maxR2fit.1date.boot" "maxScore.2events.boot"
"361" "JUHOANCEU100g80p" "main" 1 98.32285 0.9769375 0.7442715
"362" "JUHOANCEU100g80p" "main" 2 95.15063 0.9746941 0.7324711
"363" "JUHOANCEU100g80p" "main" 3 96.2149 0.9815628 0.7233991
"364" "JUHOANCEU100g80p" "main" 4 95.83412 0.9775499 0.7411597
"365" "JUHOANCEU100g80p" "main" 5 98.66998 0.9765426 0.7706894
"366" "JUHOANCEU100g80p" "main" 1 100.9219 0.9786899 0.72552
"367" "JUHOANCEU100g80p" "main" 2 100.5318 0.9788499 0.7313126
"368" "JUHOANCEU100g80p" "main" 3 96.2149 0.9801149 0.7261241
"369" "JUHOANCEU100g80p" "main" 4 101.8612 0.9816992 0.7354358
"370" "JUHOANCEU100g80p" "main" 5 97.20851 0.9799023 0.7215655
"371" "JUHOANCEU100g80p" "main" 1 94.46962 0.9735642 0.7509078
"372" "JUHOANCEU100g80p" "main" 2 97.1702 0.979064 0.7533436
"373" "JUHOANCEU100g80p" "main" 3 96.2149 0.9781493 0.7509394
"374" "JUHOANCEU100g80p" "main" 4 94.69635 0.9772348 0.7032746
"375" "JUHOANCEU100g80p" "main" 5 97.59204 0.981607 0.6997107
"376" "JUHOANCEU100g80p" "main" 1 96.10059 0.9821558 0.7251148
"377" "JUHOANCEU100g80p" "main" 2 97.36183 0.979733 0.7153077
"378" "JUHOANCEU100g80p" "main" 3 98.66998 0.9800319 0.7205652
"379" "JUHOANCEU100g80p" "main" 4 97.36183 0.9784433 0.7366009
"380" "JUHOANCEU100g80p" "main" 5 97.36183 0.9762408 0.7727636
"381" "JUHOANCEU100g80p" "main" 1 97.86097 0.9763613 0.781409
"382" "JUHOANCEU100g80p" "main" 2 98.20728 0.982329 0.7628079
"383" "JUHOANCEU100g80p" "main" 3 97.66884 0.9742742 0.7087906
"384" "JUHOANCEU100g80p" "main" 4 94.92336 0.9777993 0.7409689
"385" "JUHOANCEU100g80p" "main" 5 97.59204 0.974626 0.7360156
"386" "JUHOANCEU100g80p" "main" 1 96.0625 0.9801968 0.7205526
"387" "JUHOANCEU100g80p" "main" 2 98.74721 0.9826061 0.7490857
"388" "JUHOANCEU100g80p" "main" 3 94.3941 0.9812223 0.7211902
"389" "JUHOANCEU100g80p" "main" 4 99.83156 0.9810824 0.7037365
"390" "JUHOANCEU100g80p" "main" 5 101 0.9799354 0.7443132
"391" "JUHOANCEU100g80p" "main" 1 100.1425 0.9744649 0.747055
"392" "JUHOANCEU100g80p" "main" 2 93.56544 0.9785164 0.714271
"393" "JUHOANCEU100g80p" "main" 3 95.91022 0.9790796 0.7110111
"394" "JUHOANCEU100g80p" "main" 4 98.8631 0.980881 0.7749598
"395" "JUHOANCEU100g80p" "main" 5 95.60602 0.9770227 0.7396748
"396" "JUHOANCEU100g80p" "main" 1 100.6877 0.9798533 0.7362358
"397" "JUHOANCEU100g80p" "main" 2 97.0936 0.9778015 0.7389001
"398" "JUHOANCEU100g80p" "main" 3 95.22646 0.9796175 0.7407543
"399" "JUHOANCEU100g80p" "main" 4 97.1319 0.9764781 0.7234313
"400" "JUHOANCEU100g80p" "main" 5 98.59279 0.9770113 0.7467113
"401" "JUHOANCEU100g90p" "main" 1 101.3127 0.9799727 0.7466117
"402" "JUHOANCEU100g90p" "main" 2 97.36183 0.9810305 0.7662791
"403" "JUHOANCEU100g90p" "main" 3 102.0575 0.97804 0.7756542
"404" "JUHOANCEU100g90p" "main" 4 102.8049 0.9801166 0.7858541
"405" "JUHOANCEU100g90p" "main" 5 103.318 0.979397 0.7656034
"406" "JUHOANCEU100g90p" "main" 1 101 0.9802472 0.7696393
"407" "JUHOANCEU100g90p" "main" 2 103.9115 0.9780591 0.7535546
"408" "JUHOANCEU100g90p" "main" 3 99.13379 0.9762527 0.7685474
"409" "JUHOANCEU100g90p" "main" 4 103.8323 0.9781613 0.7756514
"410" "JUHOANCEU100g90p" "main" 5 99.75391 0.9766143 0.7774611
"411" "JUHOANCEU100g90p" "main" 1 100.4149 0.9760562 0.7770561
"412" "JUHOANCEU100g90p" "main" 2 100.6877 0.9812643 0.7541468
"413" "JUHOANCEU100g90p" "main" 3 101.4301 0.97827 0.76341
"414" "JUHOANCEU100g90p" "main" 4 102.5686 0.9779954 0.7732159
"415" "JUHOANCEU100g90p" "main" 5 99.05641 0.9829634 0.8024784
"416" "JUHOANCEU100g90p" "main" 1 96.44374 0.9755978 0.7623344
"417" "JUHOANCEU100g90p" "main" 2 99.2112 0.9828353 0.7601498
"418" "JUHOANCEU100g90p" "main" 3 101.391 0.9814721 0.7618714
"419" "JUHOANCEU100g90p" "main" 4 101.3127 0.9782892 0.7951817
"420" "JUHOANCEU100g90p" "main" 5 98.05328 0.9776537 0.7421892
"421" "JUHOANCEU100g90p" "main" 1 102.608 0.9792385 0.7789601
"422" "JUHOANCEU100g90p" "main" 2 99.3661 0.9771567 0.7278015
"423" "JUHOANCEU100g90p" "main" 3 100.5318 0.9786816 0.7577311
"424" "JUHOANCEU100g90p" "main" 4 93.94165 0.9797344 0.7877416
"425" "JUHOANCEU100g90p" "main" 5 98.82446 0.9797898 0.7532464
"426" "JUHOANCEU100g90p" "main" 1 98.59279 0.9784569 0.759642
"427" "JUHOANCEU100g90p" "main" 2 100.6877 0.978968 0.7753578
"428" "JUHOANCEU100g90p" "main" 3 98.9404 0.9790468 0.7444176
"429" "JUHOANCEU100g90p" "main" 4 102.9627 0.977322 0.7467358
"430" "JUHOANCEU100g90p" "main" 5 99.75391 0.9795305 0.7740706
"431" "JUHOANCEU100g90p" "main" 1 103.7531 0.9784869 0.7581899
"432" "JUHOANCEU100g90p" "main" 2 103.8323 0.9796528 0.7659598
"433" "JUHOANCEU100g90p" "main" 3 103.239 0.9786696 0.7610122
"434" "JUHOANCEU100g90p" "main" 4 99.75391 0.9711698 0.7630612
"435" "JUHOANCEU100g90p" "main" 5 103.1995 0.9758649 0.7760235
"436" "JUHOANCEU100g90p" "main" 1 99.2112 0.9792991 0.7446687
"437" "JUHOANCEU100g90p" "main" 2 99.4436 0.981347 0.7465645
"438" "JUHOANCEU100g90p" "main" 3 103.16 0.9813199 0.7746507
"439" "JUHOANCEU100g90p" "main" 4 104.9842 0.9758094 0.7623581
"440" "JUHOANCEU100g90p" "main" 5 100.5318 0.9774731 0.7725577
"441" "JUHOANCEU100g90p" "main" 1 101.626 0.9753163 0.7587258
"442" "JUHOANCEU100g90p" "main" 2 99.98695 0.9785637 0.7776736
"443" "JUHOANCEU100g90p" "main" 3 96.25303 0.9780473 0.7815701
"444" "JUHOANCEU100g90p" "main" 4 100.6098 0.9763055 0.77237
"445" "JUHOANCEU100g90p" "main" 5 101.1954 0.9771039 0.7587844
"446" "JUHOANCEU100g90p" "main" 1 99.83156 0.9806651 0.7672232
"447" "JUHOANCEU100g90p" "main" 2 98.43849 0.9791274 0.7748232
"448" "JUHOANCEU100g90p" "main" 3 97.43854 0.9783784 0.7831221
"449" "JUHOANCEU100g90p" "main" 4 102.2146 0.9815059 0.7670652
"450" "JUHOANCEU100g90p" "main" 5 99.98695 0.9808239 0.7264521
"451" "JUHOANCEU100g90p" "main" 1 101.3127 0.9805695 0.7804373
"452" "JUHOANCEU100g90p" "main" 2 97.82253 0.9804804 0.7340093
"453" "JUHOANCEU100g90p" "main" 3 98.51562 0.9782324 0.7448513
"454" "JUHOANCEU100g90p" "main" 4 97.43854 0.9777133 0.7950573
"455" "JUHOANCEU100g90p" "main" 5 100.376 0.9807704 0.7508973
"456" "JUHOANCEU100g90p" "main" 1 97.51527 0.9770481 0.7723502
"457" "JUHOANCEU100g90p" "main" 2 107.0659 0.9803768 0.7996336
"458" "JUHOANCEU100g90p" "main" 3 103.4365 0.9775106 0.748121
"459" "JUHOANCEU100g90p" "main" 4 104.1494 0.9794105 0.7881784
"460" "JUHOANCEU100g90p" "main" 5 98.43849 0.9811803 0.7564535
"461" "JUHOANCEU100g90p" "main" 1 99.05641 0.9770554 0.739856
"462" "JUHOANCEU100g90p" "main" 2 98.74721 0.9763395 0.7482572
"463" "JUHOANCEU100g90p" "main" 3 103.2785 0.9796699 0.7847647
"464" "JUHOANCEU100g90p" "main" 4 98.97906 0.9772744 0.7623903
"465" "JUHOANCEU100g90p" "main" 5 100.1425 0.9795891 0.7675367
"466" "JUHOANCEU100g90p" "main" 1 102.0967 0.9792185 0.7714514
"467" "JUHOANCEU100g90p" "main" 2 97.28516 0.9821791 0.7639443
"468" "JUHOANCEU100g90p" "main" 3 101.0781 0.9796301 0.7548151
"469" "JUHOANCEU100g90p" "main" 4 98.90175 0.9794134 0.7399413
"470" "JUHOANCEU100g90p" "main" 5 106.1827 0.97871 0.7712558
"471" "JUHOANCEU100g90p" "main" 1 97.66884 0.9783816 0.7478123
"472" "JUHOANCEU100g90p" "main" 2 99.75391 0.9792744 0.7683021
"473" "JUHOANCEU100g90p" "main" 3 101.3127 0.9775582 0.7881456
"474" "JUHOANCEU100g90p" "main" 4 99.75391 0.980958 0.7744565
"475" "JUHOANCEU100g90p" "main" 5 100.376 0.9732334 0.7717965
"476" "JUHOANCEU100g90p" "main" 1 102.7261 0.9805589 0.7655854
"477" "JUHOANCEU100g90p" "main" 2 95.83412 0.9804188 0.7669393
"478" "JUHOANCEU100g90p" "main" 3 101.7044 0.979989 0.70892
"479" "JUHOANCEU100g90p" "main" 4 103.7531 0.9737164 0.7633963
"480" "JUHOANCEU100g90p" "main" 5 97.59204 0.979238 0.7606824
"481" "JUHOANCEU100g90p" "main" 1 99.67628 0.9805066 0.7590408
"482" "JUHOANCEU100g90p" "main" 2 103.5156 0.9763903 0.7412992
"483" "JUHOANCEU100g90p" "main" 3 99.75391 0.9766319 0.7285058
"484" "JUHOANCEU100g90p" "main" 4 101.3127 0.9779209 0.7666408
"485" "JUHOANCEU100g90p" "main" 5 101.7044 0.9760298 0.7687204
"486" "JUHOANCEU100g90p" "main" 1 96.44374 0.9751775 0.7784798
"487" "JUHOANCEU100g90p" "main" 2 103.8323 0.9790778 0.7897863
"488" "JUHOANCEU100g90p" "main" 3 101.3127 0.9758206 0.7596239
"489" "JUHOANCEU100g90p" "main" 4 98.51562 0.9777266 0.7204158
"490" "JUHOANCEU100g90p" "main" 5 97.36183 0.9793819 0.7624795
"491" "JUHOANCEU100g90p" "main" 1 104.467 0.9769197 0.7409246
"492" "JUHOANCEU100g90p" "main" 2 99.2112 0.9762865 0.7702323
"493" "JUHOANCEU100g90p" "main" 3 101.0781 0.9812955 0.7711737
"494" "JUHOANCEU100g90p" "main" 4 98.47705 0.9807407 0.7609838
"495" "JUHOANCEU100g90p" "main" 5 96.82574 0.9763716 0.7036376
"496" "JUHOANCEU100g90p" "main" 1 97.32349 0.9792047 0.7613669
"497" "JUHOANCEU100g90p" "main" 2 99.2112 0.9772735 0.7521448
"498" "JUHOANCEU100g90p" "main" 3 101.626 0.978455 0.782312
"499" "JUHOANCEU100g90p" "main" 4 99.90924 0.980357 0.7843261
"500" "JUHOANCEU100g90p" "main" 5 102.2539 0.9781326 0.7815857
"501" "JUHOANCEU100g95p" "main" 1 9.156348 0.8360818 0.9606174
"502" "JUHOANCEU100g95p" "main" 2 9.383691 0.8345395 0.9491083
"503" "JUHOANCEU100g95p" "main" 3 11.44229 0.8147493 0.9496385
"504" "JUHOANCEU100g95p" "main" 4 9.995337 0.8290573 0.9472845
"505" "JUHOANCEU100g95p" "main" 5 11.76406 0.793598 0.9312679
"506" "JUHOANCEU100g95p" "main" 1 10.35452 0.836128 0.9521512
"507" "JUHOANCEU100g95p" "main" 2 11.31494 0.8105954 0.9486694
"508" "JUHOANCEU100g95p" "main" 3 10.87539 0.805459 0.9360283
"509" "JUHOANCEU100g95p" "main" 4 10.9376 0.8223544 0.9437889
"510" "JUHOANCEU100g95p" "main" 5 11 0.8328615 0.9538296
"511" "JUHOANCEU100g95p" "main" 1 10.204 0.8227296 0.9465003
"512" "JUHOANCEU100g95p" "main" 2 11.47424 0.8270298 0.9537773
"513" "JUHOANCEU100g95p" "main" 3 10.78245 0.8253646 0.9454769
"514" "JUHOANCEU100g95p" "main" 4 10.58257 0.8250477 0.9473426
"515" "JUHOANCEU100g95p" "main" 5 10.44541 0.8410725 0.9483409
"516" "JUHOANCEU100g95p" "main" 1 10.38477 0.8439035 0.9455874
"517" "JUHOANCEU100g95p" "main" 2 14.42115 0.8007846 0.9380308
"518" "JUHOANCEU100g95p" "main" 3 10.17405 0.8253799 0.9531682
"519" "JUHOANCEU100g95p" "main" 4 12.45569 0.825806 0.9441915
"520" "JUHOANCEU100g95p" "main" 5 12.86057 0.8142529 0.9350528
"521" "JUHOANCEU100g95p" "main" 1 11.0626 0.8045521 0.9604034
"522" "JUHOANCEU100g95p" "main" 2 11.76406 0.8329936 0.9393506
"523" "JUHOANCEU100g95p" "main" 3 11.18838 0.8328642 0.9501518
"524" "JUHOANCEU100g95p" "main" 4 11.37852 0.8212069 0.9493865
"525" "JUHOANCEU100g95p" "main" 5 11.829 0.8266629 0.9484957
"526" "JUHOANCEU100g95p" "main" 1 11 0.81655 0.9430569
"527" "JUHOANCEU100g95p" "main" 2 11.89414 0.8320288 0.9490984
"528" "JUHOANCEU100g95p" "main" 3 10.9376 0.8176981 0.946607
"529" "JUHOANCEU100g95p" "main" 4 10.73614 0.8349311 0.9484117
"530" "JUHOANCEU100g95p" "main" 5 11.86155 0.8485927 0.9502222
"531" "JUHOANCEU100g95p" "main" 1 10.23401 0.8264423 0.9477233
"532" "JUHOANCEU100g95p" "main" 2 11.63477 0.8310425 0.9454028
"533" "JUHOANCEU100g95p" "main" 3 11.37852 0.8213029 0.9517107
"534" "JUHOANCEU100g95p" "main" 4 10.14414 0.8259124 0.9509688
"535" "JUHOANCEU100g95p" "main" 5 10.92203 0.8230614 0.9528981
"536" "JUHOANCEU100g95p" "main" 1 12.33892 0.8089126 0.9444757
"537" "JUHOANCEU100g95p" "main" 2 10.29417 0.8282737 0.9472236
"538" "JUHOANCEU100g95p" "main" 3 11.29908 0.8292084 0.946752
"539" "JUHOANCEU100g95p" "main" 4 11.41038 0.8450134 0.9497887
"540" "JUHOANCEU100g95p" "main" 5 11.37852 0.8319093 0.9533108
"541" "JUHOANCEU100g95p" "main" 1 9.906641 0.838154 0.9511009
"542" "JUHOANCEU100g95p" "main" 2 10.9376 0.8334617 0.9483422
"543" "JUHOANCEU100g95p" "main" 3 10.32432 0.837659 0.9501465
"544" "JUHOANCEU100g95p" "main" 4 10.35452 0.8378484 0.9481522
"545" "JUHOANCEU100g95p" "main" 5 13.03135 0.8304555 0.9305189
"546" "JUHOANCEU100g95p" "main" 1 10.29417 0.8167339 0.9490626
"547" "JUHOANCEU100g95p" "main" 2 10.14414 0.8344818 0.9467404
"548" "JUHOANCEU100g95p" "main" 3 12.48916 0.8017172 0.9455887
"549" "JUHOANCEU100g95p" "main" 4 11.01563 0.8453995 0.938637
"550" "JUHOANCEU100g95p" "main" 5 10.62852 0.8310787 0.9495838
"551" "JUHOANCEU100g95p" "main" 1 10.62852 0.8307847 0.9484645
"552" "JUHOANCEU100g95p" "main" 2 10.32432 0.8520975 0.9418685
"553" "JUHOANCEU100g95p" "main" 3 12.09072 0.8347695 0.9457691
"554" "JUHOANCEU100g95p" "main" 4 12.025 0.824485 0.9522258
"555" "JUHOANCEU100g95p" "main" 5 10.78245 0.8388996 0.9479826
"556" "JUHOANCEU100g95p" "main" 1 10.75156 0.8292234 0.9501178
"557" "JUHOANCEU100g95p" "main" 2 10.59788 0.8058225 0.9514933
"558" "JUHOANCEU100g95p" "main" 3 11.92678 0.838718 0.9398391
"559" "JUHOANCEU100g95p" "main" 4 11.39444 0.8348854 0.952364
"560" "JUHOANCEU100g95p" "main" 5 11.73167 0.8427973 0.948378
"561" "JUHOANCEU100g95p" "main" 1 11.829 0.8180122 0.9343952
"562" "JUHOANCEU100g95p" "main" 2 10.9376 0.8414637 0.9581409
"563" "JUHOANCEU100g95p" "main" 3 11.37852 0.8184177 0.9453791
"564" "JUHOANCEU100g95p" "main" 4 11.28323 0.823422 0.9509524
"565" "JUHOANCEU100g95p" "main" 5 10.81338 0.8375223 0.9529309
"566" "JUHOANCEU100g95p" "main" 1 11.31494 0.8237085 0.9545199
"567" "JUHOANCEU100g95p" "main" 2 11.79651 0.8125626 0.9520752
"568" "JUHOANCEU100g95p" "main" 3 9.995337 0.8386654 0.9476035
"569" "JUHOANCEU100g95p" "main" 4 12.72483 0.8127412 0.9420905
"570" "JUHOANCEU100g95p" "main" 5 10.62852 0.8396118 0.9498598
"571" "JUHOANCEU100g95p" "main" 1 12.0086 0.8161037 0.950126
"572" "JUHOANCEU100g95p" "main" 2 9.570709 0.8517369 0.948699
"573" "JUHOANCEU100g95p" "main" 3 11 0.8262056 0.9450528
"574" "JUHOANCEU100g95p" "main" 4 10.53674 0.8416727 0.9531159
"575" "JUHOANCEU100g95p" "main" 5 10.58257 0.8233415 0.9480509
"576" "JUHOANCEU100g95p" "main" 1 10.81338 0.8316327 0.9471082
"577" "JUHOANCEU100g95p" "main" 2 10.78245 0.8408389 0.9379321
"578" "JUHOANCEU100g95p" "main" 3 11.829 0.8273316 0.9445099
"579" "JUHOANCEU100g95p" "main" 4 9.877173 0.8321177 0.951709
"580" "JUHOANCEU100g95p" "main" 5 9.77442 0.8397504 0.9475208
"581" "JUHOANCEU100g95p" "main" 1 12.18967 0.8159066 0.9558966
"582" "JUHOANCEU100g95p" "main" 2 11.3467 0.8346525 0.950309
"583" "JUHOANCEU100g95p" "main" 3 10.12921 0.8358867 0.9492396
"584" "JUHOANCEU100g95p" "main" 4 13.77731 0.8147401 0.9434642
"585" "JUHOANCEU100g95p" "main" 5 11.50625 0.8356557 0.9443775
"586" "JUHOANCEU100g95p" "main" 1 10.87539 0.8314353 0.9496516
"587" "JUHOANCEU100g95p" "main" 2 10.50625 0.8352212 0.9542228
"588" "JUHOANCEU100g95p" "main" 3 12.82656 0.8146183 0.9393645
"589" "JUHOANCEU100g95p" "main" 4 12.025 0.8120945 0.9471093
"590" "JUHOANCEU100g95p" "main" 5 10.27911 0.8436602 0.9462319
"591" "JUHOANCEU100g95p" "main" 1 12.69102 0.8212396 0.9511958
"592" "JUHOANCEU100g95p" "main" 2 11.0626 0.8355582 0.94857
"593" "JUHOANCEU100g95p" "main" 3 12.05784 0.8175902 0.9461278
"594" "JUHOANCEU100g95p" "main" 4 14.42115 0.8106615 0.9485968
"595" "JUHOANCEU100g95p" "main" 5 10.59788 0.8437842 0.9572301
"596" "JUHOANCEU100g95p" "main" 1 11.69932 0.8203726 0.9502529
"597" "JUHOANCEU100g95p" "main" 2 9.527368 0.8380375 0.9471638
"598" "JUHOANCEU100g95p" "main" 3 12.96289 0.8269578 0.9324889
"599" "JUHOANCEU100g95p" "main" 4 9.847754 0.8342367 0.9573526
"600" "JUHOANCEU100g95p" "main" 5 11.44229 0.8242257 0.9451284
"601" "MALAWICEU100g80p" "main" 1 109.4527 0.9770173 0.6699376
"602" "MALAWICEU100g80p" "main" 2 109.2088 0.9776385 0.62436
"603" "MALAWICEU100g80p" "main" 3 109.29 0.9769606 0.6885264
"604" "MALAWICEU100g80p" "main" 4 108.4786 0.9796511 0.6829208
"605" "MALAWICEU100g80p" "main" 5 112.0307 0.9769284 0.7030477
"606" "MALAWICEU100g80p" "main" 1 110.3495 0.9800381 0.6741345
"607" "MALAWICEU100g80p" "main" 2 110.5947 0.973171 0.6186329
"608" "MALAWICEU100g80p" "main" 3 112.5664 0.9789742 0.6825385
"609" "MALAWICEU100g80p" "main" 4 111.6194 0.9799223 0.6605242
"610" "MALAWICEU100g80p" "main" 5 111.209 0.9778671 0.6741546
"611" "MALAWICEU100g80p" "main" 1 111.291 0.9765425 0.6850193
"612" "MALAWICEU100g80p" "main" 2 106.9452 0.9806194 0.6644534
"613" "MALAWICEU100g80p" "main" 3 108.8434 0.9778438 0.6647468
"614" "MALAWICEU100g80p" "main" 4 114.2229 0.9757023 0.6827757
"615" "MALAWICEU100g80p" "main" 5 107.4282 0.9806938 0.665625
"616" "MALAWICEU100g80p" "main" 1 112.6077 0.9766618 0.6640206
"617" "MALAWICEU100g80p" "main" 2 111.4962 0.9772036 0.6489483
"618" "MALAWICEU100g80p" "main" 3 107.9124 0.9824729 0.7013349
"619" "MALAWICEU100g80p" "main" 4 113.476 0.9754988 0.6128409
"620" "MALAWICEU100g80p" "main" 5 110.4312 0.978044 0.6943653
"621" "MALAWICEU100g80p" "main" 1 105.7025 0.9770088 0.6744314
"622" "MALAWICEU100g80p" "main" 2 110.513 0.9756675 0.6544978
"623" "MALAWICEU100g80p" "main" 3 108.0336 0.9792297 0.6631834
"624" "MALAWICEU100g80p" "main" 4 109.8599 0.9781827 0.6326562
"625" "MALAWICEU100g80p" "main" 5 108.8839 0.9803407 0.6565244
"626" "MALAWICEU100g80p" "main" 1 106.7844 0.9806242 0.6374155
"627" "MALAWICEU100g80p" "main" 2 111.4141 0.9774209 0.6497367
"628" "MALAWICEU100g80p" "main" 3 114.5557 0.9775738 0.6964887
"629" "MALAWICEU100g80p" "main" 4 113.8906 0.9748914 0.6654728
"630" "MALAWICEU100g80p" "main" 5 108.8434 0.9773554 0.6941189
"631" "MALAWICEU100g80p" "main" 1 108.1953 0.9758452 0.6627937
"632" "MALAWICEU100g80p" "main" 2 109.6969 0.978378 0.6399267
"633" "MALAWICEU100g80p" "main" 3 109.9006 0.978483 0.6616666
"634" "MALAWICEU100g80p" "main" 4 109.8599 0.9801239 0.6866491
"635" "MALAWICEU100g80p" "main" 5 109.6155 0.9790977 0.6657763
"636" "MALAWICEU100g80p" "main" 1 107.9932 0.978688 0.6854655
"637" "MALAWICEU100g80p" "main" 2 108.5596 0.9756781 0.6614259
"638" "MALAWICEU100g80p" "main" 3 108.4786 0.9789274 0.6600074
"639" "MALAWICEU100g80p" "main" 4 110.0638 0.9807931 0.6852598
"640" "MALAWICEU100g80p" "main" 5 110.1862 0.9789868 0.6631449
"641" "MALAWICEU100g80p" "main" 1 113.5588 0.9758573 0.6716503
"642" "MALAWICEU100g80p" "main" 2 114.2229 0.9778386 0.6984704
"643" "MALAWICEU100g80p" "main" 3 109.0463 0.9809519 0.6957923
"644" "MALAWICEU100g80p" "main" 4 112.7315 0.9756173 0.6529473
"645" "MALAWICEU100g80p" "main" 5 113.3931 0.9786366 0.6427107
"646" "MALAWICEU100g80p" "main" 1 111.3731 0.9800574 0.6703694
"647" "MALAWICEU100g80p" "main" 2 110.9631 0.9781865 0.663544
"648" "MALAWICEU100g80p" "main" 3 106.5435 0.9814712 0.6564415
"649" "MALAWICEU100g80p" "main" 4 107.3477 0.9792853 0.6641784
"650" "MALAWICEU100g80p" "main" 5 110.9221 0.9759222 0.6842372
"651" "MALAWICEU100g80p" "main" 1 111.25 0.9792477 0.6462872
"652" "MALAWICEU100g80p" "main" 2 110.7584 0.9794195 0.7242532
"653" "MALAWICEU100g80p" "main" 3 109.6155 0.9736325 0.6602889
"654" "MALAWICEU100g80p" "main" 4 109.5341 0.9808469 0.6799568
"655" "MALAWICEU100g80p" "main" 5 109.8191 0.9802224 0.6659285
"656" "MALAWICEU100g80p" "main" 1 112.1954 0.977769 0.6571617
"657" "MALAWICEU100g80p" "main" 2 110.5538 0.9784556 0.6954164
"658" "MALAWICEU100g80p" "main" 3 111.168 0.9761085 0.637574
"659" "MALAWICEU100g80p" "main" 4 114.2645 0.9786002 0.6792637
"660" "MALAWICEU100g80p" "main" 5 110.8812 0.9795873 0.6711803
"661" "MALAWICEU100g80p" "main" 1 107.5895 0.9756839 0.6765777
"662" "MALAWICEU100g80p" "main" 2 108.1548 0.9807885 0.6516483
"663" "MALAWICEU100g80p" "main" 3 111.25 0.9805554 0.6394752
"664" "MALAWICEU100g80p" "main" 4 113.2275 0.9802727 0.6438642
"665" "MALAWICEU100g80p" "main" 5 108.3571 0.9775761 0.6793348
"666" "MALAWICEU100g80p" "main" 1 110.4312 0.9807924 0.6984554
"667" "MALAWICEU100g80p" "main" 2 114.2645 0.9785449 0.682013
"668" "MALAWICEU100g80p" "main" 3 112.8967 0.978906 0.687953
"669" "MALAWICEU100g80p" "main" 4 107.872 0.9766368 0.6851206
"670" "MALAWICEU100g80p" "main" 5 107.9932 0.9778675 0.6474041
"671" "MALAWICEU100g80p" "main" 1 111.8661 0.9763194 0.6993293
"672" "MALAWICEU100g80p" "main" 2 109.3307 0.9761441 0.665434
"673" "MALAWICEU100g80p" "main" 3 109.0463 0.9811211 0.6192436
"674" "MALAWICEU100g80p" "main" 4 108.1548 0.9783147 0.6731177
"675" "MALAWICEU100g80p" "main" 5 110.6765 0.9827479 0.6838851
"676" "MALAWICEU100g80p" "main" 1 109.6155 0.9779565 0.6096737
"677" "MALAWICEU100g80p" "main" 2 110.4312 0.9803344 0.7017892
"678" "MALAWICEU100g80p" "main" 3 113.8076 0.980134 0.6757358
"679" "MALAWICEU100g80p" "main" 4 109.9414 0.9781436 0.6716838
"680" "MALAWICEU100g80p" "main" 5 108.8839 0.9819366 0.6955509
"681" "MALAWICEU100g80p" "main" 1 111.25 0.9804062 0.6647908
"682" "MALAWICEU100g80p" "main" 2 110.6356 0.9790411 0.6125903
"683" "MALAWICEU100g80p" "main" 3 112.9794 0.9790029 0.6603777
"684" "MALAWICEU100g80p" "main" 4 105.343 0.9768889 0.6822597
"685" "MALAWICEU100g80p" "main" 5 109.2088 0.9791498 0.7144214
"686" "MALAWICEU100g80p" "main" 1 107.9124 0.9798986 0.6770749
"687" "MALAWICEU100g80p" "main" 2 108.2357 0.9768177 0.6854798
"688" "MALAWICEU100g80p" "main" 3 113.3931 0.98014 0.6714619
"689" "MALAWICEU100g80p" "main" 4 109.29 0.9784468 0.6284727
"690" "MALAWICEU100g80p" "main" 5 110.2678 0.9779483 0.6532091
"691" "MALAWICEU100g80p" "main" 1 110.9631 0.9825013 0.6587703
"692" "MALAWICEU100g80p" "main" 2 108.1548 0.9793723 0.6363043
"693" "MALAWICEU100g80p" "main" 3 110.1046 0.980004 0.6432485
"694" "MALAWICEU100g80p" "main" 4 108.1548 0.9787573 0.654736
"695" "MALAWICEU100g80p" "main" 5 105.8224 0.9808369 0.6487591
"696" "MALAWICEU100g80p" "main" 1 109.0057 0.978449 0.6504329
"697" "MALAWICEU100g80p" "main" 2 107.9124 0.9788596 0.6337365
"698" "MALAWICEU100g80p" "main" 3 112.319 0.9757173 0.6548051
"699" "MALAWICEU100g80p" "main" 4 108.6406 0.9810976 0.6418006
"700" "MALAWICEU100g80p" "main" 5 108.3167 0.9768179 0.6804583
"701" "MALAWICEU100g90p" "main" 1 100.6487 0.9800579 0.6127995
"702" "MALAWICEU100g90p" "main" 2 107.4282 0.9770049 0.5728783
"703" "MALAWICEU100g90p" "main" 3 105.7424 0.9784761 0.571944
"704" "MALAWICEU100g90p" "main" 4 102.0182 0.9714778 0.5920462
"705" "MALAWICEU100g90p" "main" 5 103.5156 0.9775786 0.6354489
"706" "MALAWICEU100g90p" "main" 1 105.1038 0.9749889 0.5609488
"707" "MALAWICEU100g90p" "main" 2 102.1753 0.9773312 0.5945394
"708" "MALAWICEU100g90p" "main" 3 102.4112 0.9795201 0.6080157
"709" "MALAWICEU100g90p" "main" 4 104.1494 0.9796687 0.5592913
"710" "MALAWICEU100g90p" "main" 5 108.1953 0.9740463 0.604236
"711" "MALAWICEU100g90p" "main" 1 100.6098 0.9810489 0.6106481
"712" "MALAWICEU100g90p" "main" 2 104.626 0.973879 0.5416835
"713" "MALAWICEU100g90p" "main" 3 104.7852 0.9760923 0.5825063
"714" "MALAWICEU100g90p" "main" 4 103.397 0.9782084 0.631469
