"pop" "a" "bootstrap.num" "date1.est.boot" "date2.est.boot" "maxR2fit.1date.boot" "maxScore.2events.boot"
"319" "JUHOANCEU100g80p" "main" 4 5.616863 99.78012 0.9796245 0.7226335
"320" "JUHOANCEU100g80p" "main" 5 5.642095 98.58399 0.9775126 0.7156418
"321" "JUHOANCEU100g80p" "main" 1 6.026143 90.77092 0.9765039 0.7178681
"322" "JUHOANCEU100g80p" "main" 2 6.259168 98.35674 0.9792398 0.7463588
"323" "JUHOANCEU100g80p" "main" 3 5.702421 96.96745 0.9751179 0.7092987
"324" "JUHOANCEU100g80p" "main" 4 5.596615 97.66438 0.9786843 0.7192834
"325" "JUHOANCEU100g80p" "main" 5 5.779006 97.37486 0.9793851 0.7439976
"326" "JUHOANCEU100g80p" "main" 1 5.522975 99.1047 0.9784845 0.7008627
"327" "JUHOANCEU100g80p" "main" 2 5.520842 95.42664 0.9820132 0.7437874
"328" "JUHOANCEU100g80p" "main" 3 5.710366 94.39705 0.981877 0.7279079
"329" "JUHOANCEU100g80p" "main" 4 6.060972 95.19862 0.982065 0.7583696
"330" "JUHOANCEU100g80p" "main" 5 5.242798 96.27225 0.9810666 0.7068892
"331" "JUHOANCEU100g80p" "main" 1 5.386162 101.5329 0.9801836 0.7127291
"332" "JUHOANCEU100g80p" "main" 2 6.531402 99.15229 0.9772817 0.6946663
"333" "JUHOANCEU100g80p" "main" 3 5.747192 98.74644 0.976323 0.7241495
"334" "JUHOANCEU100g80p" "main" 4 5.634311 100.222 0.9744999 0.7606171
"335" "JUHOANCEU100g80p" "main" 5 5.286547 98.57342 0.9745062 0.7251356
"336" "JUHOANCEU100g80p" "main" 1 5.189732 95.98366 0.9763838 0.7207033
"337" "JUHOANCEU100g80p" "main" 2 5.861064 94.67421 0.9798451 0.7377852
"338" "JUHOANCEU100g80p" "main" 3 5.831999 93.52108 0.9789213 0.7828115
"339" "JUHOANCEU100g80p" "main" 4 6.160541 95.74097 0.9766375 0.7327018
"340" "JUHOANCEU100g80p" "main" 5 6.308055 95.6718 0.9787917 0.7272907
"341" "JUHOANCEU100g80p" "main" 1 5.340271 96.9814 0.9794169 0.7054561
"342" "JUHOANCEU100g80p" "main" 2 5.655246 96.56013 0.9768648 0.7304702
"343" "JUHOANCEU100g80p" "main" 3 5.959456 100.8365 0.9791859 0.7153791
"344" "JUHOANCEU100g80p" "main" 4 6.140565 96.91158 0.9814608 0.747213
"345" "JUHOANCEU100g80p" "main" 5 6.219918 94.54495 0.975747 0.751814
"346" "JUHOANCEU100g80p" "main" 1 6.016921 103.426 0.979436 0.7430645
"347" "JUHOANCEU100g80p" "main" 2 6.050797 95.09336 0.9786633 0.7471823
"348" "JUHOANCEU100g80p" "main" 3 6.231031 96.59925 0.9784349 0.6875954
"349" "JUHOANCEU100g80p" "main" 4 5.176515 99.6237 0.9759938 0.689428
"350" "JUHOANCEU100g80p" "main" 5 5.343912 103.1144 0.9781956 0.7037046
"351" "JUHOANCEU100g80p" "main" 1 5.19077 102.6912 0.9810881 0.7166263
"352" "JUHOANCEU100g80p" "main" 2 6.125073 100.5138 0.9808989 0.7168342
"353" "JUHOANCEU100g80p" "main" 3 6.091515 99.22668 0.9794279 0.7453633
"354" "JUHOANCEU100g80p" "main" 4 4.850104 97.52371 0.9796774 0.7294089
"355" "JUHOANCEU100g80p" "main" 5 5.116966 95.5917 0.977313 0.7279427
"356" "JUHOANCEU100g80p" "main" 1 5.610287 98.23084 0.9788674 0.7369279
"357" "JUHOANCEU100g80p" "main" 2 6.22322 94.03095 0.9809375 0.7014642
"358" "JUHOANCEU100g80p" "main" 3 5.266264 100.7203 0.9775346 0.7189942
"359" "JUHOANCEU100g80p" "main" 4 5.6315 95.3565 0.9769713 0.7223124
"360" "JUHOANCEU100g80p" "main" 5 5.746489 97.63619 0.9798422 0.7256506
"361" "JUHOANCEU100g80p" "main" 1 3.756696 107.7963 0.9753323 0.7845188
"362" "JUHOANCEU100g80p" "main" 2 6.097832 101.8315 0.9769941 0.6982533
"363" "JUHOANCEU100g80p" "main" 3 6.234915 95.62024 0.976231 0.6831025
"364" "JUHOANCEU100g80p" "main" 4 5.192225 98.96688 0.9807759 0.7271416
"365" "JUHOANCEU100g80p" "main" 5 5.678416 100.0394 0.9786709 0.7249724
"366" "JUHOANCEU100g80p" "main" 1 4.554215 97.23494 0.9805276 0.7562048
"367" "JUHOANCEU100g80p" "main" 2 6.080308 98.48031 0.9796706 0.7144343
"368" "JUHOANCEU100g80p" "main" 3 5.617107 95.87373 0.9770471 0.7419509
"369" "JUHOANCEU100g80p" "main" 4 5.329239 95.12382 0.977529 0.7031239
"370" "JUHOANCEU100g80p" "main" 5 5.502317 94.39824 0.9794055 0.7394575
"371" "JOLAMALAWI100g80p" "main" 1 5.628012 93.69713 0.7464343 0.4290571
"372" "JOLAMALAWI100g80p" "main" 2 6.795268 94.96866 0.7543689 0.4839563
"373" "JOLAMALAWI100g80p" "main" 3 6.03854 81.65057 0.7577498 0.46023
"374" "JOLAMALAWI100g80p" "main" 4 5.923226 97.56696 0.7342487 0.4823863
"375" "JOLAMALAWI100g80p" "main" 5 6.271791 85.67798 0.7063439 0.4062131
"376" "JOLAMALAWI100g80p" "main" 1 5.595653 83.70361 0.7578402 0.4263859
"377" "JOLAMALAWI100g80p" "main" 2 5.836641 101.355 0.7775642 0.3950207
"378" "JOLAMALAWI100g80p" "main" 3 6.11343 102.4944 0.7349031 0.4738182
"379" "JOLAMALAWI100g80p" "main" 4 5.019378 97.20066 0.7358078 0.4310133
"380" "JOLAMALAWI100g80p" "main" 5 5.218013 105.6009 0.752055 0.4341763
"381" "JOLAMALAWI100g80p" "main" 1 6.319963 102.5427 0.7264565 0.3834085
"382" "JOLAMALAWI100g80p" "main" 2 5.798706 105.9305 0.7670894 0.4104879
"383" "JOLAMALAWI100g80p" "main" 3 5.47599 97.47779 0.7585144 0.4159712
"384" "JOLAMALAWI100g80p" "main" 4 5.095395 95.51315 0.7599 0.4207441
"385" "JOLAMALAWI100g80p" "main" 5 5.319351 101.0285 0.7505858 0.4370637
"386" "JOLAMALAWI100g80p" "main" 1 6.183275 87.9211 0.7383203 0.4554459
"387" "JOLAMALAWI100g80p" "main" 2 5.301372 93.89169 0.7356434 0.3925152
"388" "JOLAMALAWI100g80p" "main" 3 5.694321 105.4133 0.7504625 0.4401105
"389" "JOLAMALAWI100g80p" "main" 4 5.445263 74.36782 0.7287329 0.3874552
"390" "JOLAMALAWI100g80p" "main" 5 5.677728 92.64118 0.7200484 0.3908949
"391" "JOLAMALAWI100g80p" "main" 1 5.936527 89.53842 0.7451333 0.425987
"392" "JOLAMALAWI100g80p" "main" 2 5.384846 90.38631 0.7417173 0.4770547
"393" "JOLAMALAWI100g80p" "main" 3 5.796863 104.0147 0.759767 0.4216069
"394" "JOLAMALAWI100g80p" "main" 4 6.070408 94.98442 0.7282789 0.4530008
"395" "JOLAMALAWI100g80p" "main" 5 5.726302 104.9505 0.750374 0.4430772
"396" "JOLAMALAWI100g80p" "main" 1 5.579072 93.84579 0.7464655 0.4277778
"397" "JOLAMALAWI100g80p" "main" 2 5.120066 97.15862 0.7093694 0.416171
"398" "JOLAMALAWI100g80p" "main" 3 5.638086 94.28885 0.7361459 0.4001607
"399" "JOLAMALAWI100g80p" "main" 4 6.226516 107.0039 0.7519231 0.3661054
"400" "JOLAMALAWI100g80p" "main" 5 5.678778 95.59126 0.7282842 0.4245166
"401" "JOLAMALAWI100g80p" "main" 1 5.672369 97.10664 0.7167531 0.4393166
"402" "JOLAMALAWI100g80p" "main" 2 5.544027 99.27887 0.7426366 0.4212129
"403" "JOLAMALAWI100g80p" "main" 3 5.888002 105.8006 0.77643 0.4303028
"404" "JOLAMALAWI100g80p" "main" 4 5.805311 87.35128 0.7326727 0.372009
"405" "JOLAMALAWI100g80p" "main" 5 5.36804 94.19884 0.7666252 0.4705605
"406" "JOLAMALAWI100g80p" "main" 1 5.608067 93.32426 0.7374395 0.4581037
"407" "JOLAMALAWI100g80p" "main" 2 5.52068 108.8868 0.7269995 0.4312863
"408" "JOLAMALAWI100g80p" "main" 3 4.558807 96.36986 0.763125 0.4775499
"409" "JOLAMALAWI100g80p" "main" 4 5.474108 89.46329 0.7530827 0.4887443
"410" "JOLAMALAWI100g80p" "main" 5 6.233662 86.98267 0.7307505 0.4188019
"411" "JOLAMALAWI100g80p" "main" 1 6.171527 94.42663 0.7466788 0.3968719
"412" "JOLAMALAWI100g80p" "main" 2 5.757919 79.90233 0.7008353 0.435615
"413" "JOLAMALAWI100g80p" "main" 3 6.154961 100.0819 0.7659042 0.4500647
"414" "JOLAMALAWI100g80p" "main" 4 5.583107 88.26428 0.7461028 0.4469047
"415" "JOLAMALAWI100g80p" "main" 5 5.826936 107.5897 0.7158045 0.4380331
"416" "JOLAMALAWI100g80p" "main" 1 5.503852 101.8032 0.7499563 0.4383859
"417" "JOLAMALAWI100g80p" "main" 2 5.830286 95.77588 0.7603459 0.4855754
"418" "JOLAMALAWI100g80p" "main" 3 5.944693 101.3061 0.7302628 0.4438687
"419" "JOLAMALAWI100g80p" "main" 4 6.361121 93.69012 0.7357529 0.4189283
"420" "JOLAMALAWI100g80p" "main" 5 5.525607 107.0222 0.7547764 0.4012028
"421" "JOLAMALAWI100g80p" "main" 1 6.051468 95.39496 0.7757437 0.4145506
"422" "JOLAMALAWI100g80p" "main" 2 4.795487 88.79291 0.7316184 0.436377
"423" "JOLAMALAWI100g80p" "main" 3 5.096113 81.41082 0.7226476 0.450244
"424" "JOLAMALAWI100g80p" "main" 4 6.144995 104.7997 0.750622 0.4054488
"425" "JOLAMALAWI100g80p" "main" 5 6.397708 100.1254 0.7493158 0.4158991
"426" "JOLAMALAWI100g80p" "main" 1 5.854473 91.20945 0.727567 0.4380043
"427" "JOLAMALAWI100g80p" "main" 2 6.763166 91.80928 0.7638482 0.4482044
"428" "JOLAMALAWI100g80p" "main" 3 6.221623 108.8083 0.7461518 0.4249246
"429" "JOLAMALAWI100g80p" "main" 4 5.972972 106.364 0.7260622 0.4076908
"430" "JOLAMALAWI100g80p" "main" 5 5.522422 99.47039 0.7382131 0.455358
"431" "JOLAMALAWI100g80p" "main" 1 6.044175 88.42241 0.7277871 0.4164179
"432" "JOLAMALAWI100g80p" "main" 2 5.70289 88.92069 0.7601265 0.4795232
"433" "JOLAMALAWI100g80p" "main" 3 4.440752 108.4681 0.7640918 0.4728928
"434" "JOLAMALAWI100g80p" "main" 4 5.607529 93.50981 0.74378 0.4435183
"435" "JOLAMALAWI100g80p" "main" 5 5.694825 97.77344 0.7523192 0.4174448
"436" "JOLAMALAWI100g80p" "main" 1 5.999996 113.6253 0.7499023 0.414692
"437" "JOLAMALAWI100g80p" "main" 2 6.243186 92.06748 0.7451335 0.3803337
"438" "JOLAMALAWI100g80p" "main" 3 6.561237 103.3139 0.7638245 0.4625557
"439" "JOLAMALAWI100g80p" "main" 4 4.875687 80.13083 0.7349685 0.3974276
"440" "JOLAMALAWI100g80p" "main" 5 5.333144 95.39376 0.7340077 0.4632262
"441" "JOLAMALAWI100g80p" "main" 1 5.103037 78.51212 0.7237919 0.3959216
"442" "JOLAMALAWI100g80p" "main" 2 5.7668 92.90466 0.7745332 0.5008654
"443" "JOLAMALAWI100g80p" "main" 3 5.239155 91.12758 0.7373654 0.4287478
"444" "JOLAMALAWI100g80p" "main" 4 5.822236 87.25962 0.7410985 0.4449469
"445" "JOLAMALAWI100g80p" "main" 5 6.111461 88.15494 0.7675905 0.4804562
"446" "JOLAMALAWI100g80p" "main" 1 5.49225 100.7884 0.7565495 0.4199355
"447" "JOLAMALAWI100g80p" "main" 2 5.874256 98.37186 0.7649581 0.4787143
"448" "JOLAMALAWI100g80p" "main" 3 5.744518 87.1288 0.7379142 0.4210644
"449" "JOLAMALAWI100g80p" "main" 4 6.447679 101.1699 0.7542376 0.4159926
"450" "JOLAMALAWI100g80p" "main" 5 5.568081 83.06395 0.7334759 0.4365261
"451" "JOLAMALAWI100g80p" "main" 1 6.002419 92.8505 0.7013203 0.4289046
"452" "JOLAMALAWI100g80p" "main" 2 5.566468 109.5717 0.7362076 0.3916272
"453" "JOLAMALAWI100g80p" "main" 3 5.585229 103.6254 0.7612126 0.3847338
"454" "JOLAMALAWI100g80p" "main" 4 5.530084 82.00511 0.766989 0.388872
"455" "JOLAMALAWI100g80p" "main" 5 5.803516 89.08165 0.7456905 0.4439086
"456" "JOLAMALAWI100g80p" "main" 1 5.515791 93.73861 0.7603186 0.4499898
"457" "JOLAMALAWI100g80p" "main" 2 5.669124 89.78128 0.7563452 0.4548564
"458" "JOLAMALAWI100g80p" "main" 3 5.983672 97.31468 0.7377594 0.4502783
"459" "JOLAMALAWI100g80p" "main" 4 5.402058 78.15027 0.7460236 0.3915078
"460" "JOLAMALAWI100g80p" "main" 5 5.739649 111.6886 0.7440203 0.3887166
"461" "JOLAMALAWI100g80p" "main" 1 5.982507 103.7469 0.7415969 0.3882353
"462" "JOLAMALAWI100g80p" "main" 2 5.87581 94.49642 0.7234336 0.3906454
"463" "JOLAMALAWI100g80p" "main" 3 5.310512 86.98064 0.7398403 0.4322903
"464" "JOLAMALAWI100g80p" "main" 4 6.112399 114.0549 0.783049 0.4104322
"465" "JOLAMALAWI100g80p" "main" 5 5.642588 97.45115 0.760381 0.3887375
"466" "JOLAMALAWI100g80p" "main" 1 6.435185 115.0216 0.7316801 0.4186487
"467" "JOLAMALAWI100g80p" "main" 2 4.675571 93.32685 0.7492216 0.4109353
"468" "JOLAMALAWI100g80p" "main" 3 5.958977 96.05768 0.7304454 0.4213979
"469" "JOLAMALAWI100g80p" "main" 4 5.330293 89.02102 0.769647 0.4159994
"470" "JOLAMALAWI100g80p" "main" 5 6.756629 100.8289 0.7375892 0.3932603
"471" "JOLAMALAWI100g90p" "main" 1 3.297546 64.47669 0.7202475 0.2656985
"472" "JOLAMALAWI100g90p" "main" 2 5.06302 130.5447 0.7495974 0.2768119
"473" "JOLAMALAWI100g90p" "main" 3 3.462388 92.94341 0.7427221 0.3348469
"474" "JOLAMALAWI100g90p" "main" 4 5.110929 106.5417 0.7451155 0.3136436
"475" "JOLAMALAWI100g90p" "main" 5 4.511852 81.64882 0.7503 0.3185569
"476" "JOLAMALAWI100g90p" "main" 1 3.808807 99.7709 0.7534609 0.2696617
"477" "JOLAMALAWI100g90p" "main" 2 4.495109 94.31702 0.7575123 0.288845
"478" "JOLAMALAWI100g90p" "main" 3 3.50511 61.42922 0.7279136 0.2945244
"479" "JOLAMALAWI100g90p" "main" 4 4.44726 86.3175 0.7520709 0.3009949
"480" "JOLAMALAWI100g90p" "main" 5 6.118627 93.51797 0.7273452 0.275063
"481" "JOLAMALAWI100g90p" "main" 1 3.830995 78.32802 0.7565324 0.3248848
"482" "JOLAMALAWI100g90p" "main" 2 4.745003 120.0579 0.7588857 0.2754675
"483" "JOLAMALAWI100g90p" "main" 3 4.503869 99.12309 0.7448845 0.3512546
"484" "JOLAMALAWI100g90p" "main" 4 3.148582 79.95906 0.7510267 0.3565258
"485" "JOLAMALAWI100g90p" "main" 5 3.174354 65.73633 0.7578081 0.2758903
"486" "JOLAMALAWI100g90p" "main" 1 3.723377 89.095 0.7312345 0.3027681
"487" "JOLAMALAWI100g90p" "main" 2 3.454527 76.63307 0.7304709 0.3007779
"488" "JOLAMALAWI100g90p" "main" 3 4.005279 95.6835 0.7794306 0.3341666
"489" "JOLAMALAWI100g90p" "main" 4 3.937161 92.97707 0.7283354 0.3656631
"490" "JOLAMALAWI100g90p" "main" 5 4.461778 96.55614 0.7612662 0.3018258
"491" "JOLAMALAWI100g90p" "main" 1 3.927726 88.81336 0.7462028 0.2897765
"492" "JOLAMALAWI100g90p" "main" 2 4.758205 111.5072 0.7500228 0.3373684
"493" "JOLAMALAWI100g90p" "main" 3 3.827958 72.80749 0.7683036 0.2905238
"494" "JOLAMALAWI100g90p" "main" 4 1.651088 51.66117 0.7431151 0.2238052
"495" "JOLAMALAWI100g90p" "main" 5 3.949825 90.57229 0.7184885 0.2735314
"496" "JOLAMALAWI100g90p" "main" 1 4.967542 95.96375 0.7437639 0.2841952
"497" "JOLAMALAWI100g90p" "main" 2 3.475773 99.09868 0.7444018 0.3673355
"498" "JOLAMALAWI100g90p" "main" 3 4.884611 94.23403 0.7194817 0.3104253
"499" "JOLAMALAWI100g90p" "main" 4 3.829686 81.19104 0.7368329 0.3044038
"500" "JOLAMALAWI100g90p" "main" 5 3.884584 93.08153 0.7404158 0.3135314
"501" "JOLAMALAWI100g90p" "main" 1 4.404966 88.1779 0.7735195 0.2485627
"502" "JOLAMALAWI100g90p" "main" 2 3.651172 83.6562 0.7751734 0.3104216
"503" "JOLAMALAWI100g90p" "main" 3 4.172531 69.13127 0.754296 0.2511147
"504" "JOLAMALAWI100g90p" "main" 4 5.373981 96.77609 0.7564897 0.2911113
"505" "JOLAMALAWI100g90p" "main" 5 3.642533 82.19121 0.7533492 0.339108
"506" "JOLAMALAWI100g90p" "main" 1 4.909403 89.06098 0.7540368 0.3048145
"507" "JOLAMALAWI100g90p" "main" 2 3.305901 83.8943 0.7292614 0.3135449
"508" "JOLAMALAWI100g90p" "main" 3 3.81464 104.6561 0.7211861 0.3129885
"509" "JOLAMALAWI100g90p" "main" 4 3.327609 93.46621 0.7592019 0.2589589
"510" "JOLAMALAWI100g90p" "main" 5 4.141365 95.12014 0.73573 0.3407738
"511" "JOLAMALAWI100g90p" "main" 1 5.108278 87.69009 0.7404322 0.2684936
"512" "JOLAMALAWI100g90p" "main" 2 4.453359 78.48893 0.7390672 0.287209
"513" "JOLAMALAWI100g90p" "main" 3 4.036145 103.5587 0.7559931 0.3241014
"514" "JOLAMALAWI100g90p" "main" 4 5.026971 90.24219 0.7385334 0.3005757
"515" "JOLAMALAWI100g90p" "main" 5 5.474024 117.096 0.7484121 0.3252655
"516" "JOLAMALAWI100g90p" "main" 1 2.774309 57.33526 0.7513114 0.3319416
"517" "JOLAMALAWI100g90p" "main" 2 4.230849 86.53572 0.7583052 0.2585691
"518" "JOLAMALAWI100g90p" "main" 3 4.283549 117.3843 0.717287 0.3683628
"519" "JOLAMALAWI100g90p" "main" 4 4.573858 88.59423 0.7574475 0.2933822
"520" "JOLAMALAWI100g90p" "main" 5 4.24135 62.0466 0.7369863 0.2861954
"521" "JOLAMALAWI100g90p" "main" 1 5.43995 115.2368 0.772225 0.3315516
"522" "JOLAMALAWI100g90p" "main" 2 3.695717 95.18744 0.7594266 0.3119328
"523" "JOLAMALAWI100g90p" "main" 3 3.869248 71.08557 0.7334666 0.2913614
"524" "JOLAMALAWI100g90p" "main" 4 5.114375 113.3974 0.7386313 0.3667578
"525" "JOLAMALAWI100g90p" "main" 5 3.305511 75.96144 0.718092 0.3279045
"526" "JOLAMALAWI100g90p" "main" 1 3.629426 90.33596 0.7301835 0.2987568
"527" "JOLAMALAWI100g90p" "main" 2 5.23528 76.24724 0.7225803 0.3502491
"528" "JOLAMALAWI100g90p" "main" 3 4.423668 76.89512 0.744336 0.289946
"529" "JOLAMALAWI100g90p" "main" 4 3.597477 98.83926 0.7528371 0.280043
"530" "JOLAMALAWI100g90p" "main" 5 3.593293 60.38005 0.734937 0.2664842
"531" "JOLAMALAWI100g90p" "main" 1 3.065512 85.15509 0.7470998 0.2916797
"532" "JOLAMALAWI100g90p" "main" 2 3.385094 85.37423 0.7569807 0.2741927
"533" "JOLAMALAWI100g90p" "main" 3 4.485606 86.51963 0.7628755 0.3130732
"534" "JOLAMALAWI100g90p" "main" 4 3.980117 95.09916 0.7672669 0.3278094
"535" "JOLAMALAWI100g90p" "main" 5 3.674589 85.40555 0.7497972 0.3480152
"536" "JOLAMALAWI100g90p" "main" 1 5.028106 91.71668 0.7550274 0.2376214
"537" "JOLAMALAWI100g90p" "main" 2 4.529478 86.18711 0.7864793 0.2774948
"538" "JOLAMALAWI100g90p" "main" 3 4.902539 105.4876 0.7637079 0.3139728
"539" "JOLAMALAWI100g90p" "main" 4 4.333339 94.1623 0.7655909 0.3048716
"540" "JOLAMALAWI100g90p" "main" 5 4.044539 95.1662 0.7332075 0.2762721
"541" "JOLAMALAWI100g90p" "main" 1 4.595863 108.0487 0.7430337 0.3009247
"542" "JOLAMALAWI100g90p" "main" 2 4.902436 74.75261 0.7515497 0.2499281
"543" "JOLAMALAWI100g90p" "main" 3 2.946993 96.55493 0.7337166 0.3309611
"544" "JOLAMALAWI100g90p" "main" 4 3.619648 95.82129 0.7318283 0.3066888
"545" "JOLAMALAWI100g90p" "main" 5 4.92593 102.292 0.7365382 0.3471714
"546" "JOLAMALAWI100g90p" "main" 1 3.54728 100.2857 0.7436856 0.2729017
"547" "JOLAMALAWI100g90p" "main" 2 4.862644 100.3497 0.7390978 0.3240702
"548" "JOLAMALAWI100g90p" "main" 3 3.456794 112.2604 0.768499 0.3562513
"549" "JOLAMALAWI100g90p" "main" 4 4.425009 85.78658 0.7599454 0.3452339
"550" "JOLAMALAWI100g90p" "main" 5 4.102243 102.4204 0.7584008 0.3330574
"551" "JOLAMALAWI100g90p" "main" 1 5.452202 106.0739 0.7594417 0.2905319
"552" "JOLAMALAWI100g90p" "main" 2 3.700238 93.47078 0.7493846 0.2800084
"553" "JOLAMALAWI100g90p" "main" 3 4.045099 103.5119 0.7679959 0.2453389
"554" "JOLAMALAWI100g90p" "main" 4 4.794608 89.61532 0.742541 0.2594792
"555" "JOLAMALAWI100g90p" "main" 5 4.910199 100.4899 0.7544948 0.2975159
"556" "JOLAMALAWI100g90p" "main" 1 4.671479 88.42265 0.7477646 0.3122269
"557" "JOLAMALAWI100g90p" "main" 2 3.414722 78.80075 0.7584617 0.3363545
"558" "JOLAMALAWI100g90p" "main" 3 3.743878 94.09416 0.7515925 0.3715524
"559" "JOLAMALAWI100g90p" "main" 4 4.39 86.68712 0.7024155 0.3171585
"560" "JOLAMALAWI100g90p" "main" 5 3.555917 115.059 0.7646538 0.3019082
"561" "JOLAMALAWI100g90p" "main" 1 5.138095 94.4559 0.7542304 0.3177963
"562" "JOLAMALAWI100g90p" "main" 2 4.449845 89.11958 0.7611611 0.3188691
"563" "JOLAMALAWI100g90p" "main" 3 4.93374 89.11206 0.7432654 0.3244435
"564" "JOLAMALAWI100g90p" "main" 4 3.375208 79.59013 0.7357227 0.2779198
"565" "JOLAMALAWI100g90p" "main" 5 3.395169 85.68687 0.742363 0.2614226
"566" "JOLAMALAWI100g90p" "main" 1 3.319946 75.23514 0.7322959 0.3446463
"567" "JOLAMALAWI100g90p" "main" 2 5.431142 96.15398 0.7103691 0.2925804
"568" "JOLAMALAWI100g90p" "main" 3 3.672987 77.48274 0.7439145 0.314291
"569" "JOLAMALAWI100g90p" "main" 4 4.757459 92.45625 0.7350237 0.3056284
"570" "JOLAMALAWI100g90p" "main" 5 4.081423 107.4514 0.748286 0.3044907
"571" "JOLAMALAWI100g95p" "main" 1 4.023711 93.11668 0.7816821 0.1478992
"572" "JOLAMALAWI100g95p" "main" 2 4.734578 90.60674 0.7776746 0.1694183
"573" "JOLAMALAWI100g95p" "main" 3 4.909283 113.8811 0.8032255 0.1210239
"574" "JOLAMALAWI100g95p" "main" 4 4.731799 84.93279 0.7771099 0.1413639
"575" "JOLAMALAWI100g95p" "main" 5 4.94496 89.12112 0.7601937 0.1139982
"576" "JOLAMALAWI100g95p" "main" 1 4.812142 65.18481 0.7773201 0.1694543
"577" "JOLAMALAWI100g95p" "main" 2 5.454608 80.10973 0.8004704 0.1211088
"578" "JOLAMALAWI100g95p" "main" 3 4.75882 82.04207 0.8026529 0.1566287
"579" "JOLAMALAWI100g95p" "main" 4 4.635907 76.30749 0.7572936 0.1461885
"580" "JOLAMALAWI100g95p" "main" 5 4.411422 78.54749 0.8030551 0.1774336
"581" "JOLAMALAWI100g95p" "main" 1 5.085434 71.07546 0.7811369 0.1337205
"582" "JOLAMALAWI100g95p" "main" 2 4.786533 113.7405 0.7789113 0.1433829
"583" "JOLAMALAWI100g95p" "main" 3 5.266523 93.33585 0.7907845 0.1482838
"584" "JOLAMALAWI100g95p" "main" 4 6.035553 107.4482 0.7960232 0.1527983
"585" "JOLAMALAWI100g95p" "main" 5 5.951606 92.7116 0.7803249 0.1568187
"586" "JOLAMALAWI100g95p" "main" 1 4.726886 104.8406 0.7752021 0.1377757
"587" "JOLAMALAWI100g95p" "main" 2 5.216692 78.74089 0.7743738 0.1173156
"588" "JOLAMALAWI100g95p" "main" 3 4.998446 83.38061 0.7783894 0.1196778
"589" "JOLAMALAWI100g95p" "main" 4 5.248898 82.82038 0.7879661 0.1164101
"590" "JOLAMALAWI100g95p" "main" 5 5.772078 75.28467 0.7810471 0.134844
"591" "JOLAMALAWI100g95p" "main" 1 5.427722 83.36824 0.7751798 0.1433513
"592" "JOLAMALAWI100g95p" "main" 2 5.399121 114.0352 0.7915476 0.1290613
"593" "JOLAMALAWI100g95p" "main" 3 4.845937 110.4797 0.795544 0.1989259
"594" "JOLAMALAWI100g95p" "main" 4 5.087178 101.1059 0.8028019 0.1312455
"595" "JOLAMALAWI100g95p" "main" 5 5.308782 96.83056 0.7999909 0.1373324
"596" "JOLAMALAWI100g95p" "main" 1 4.428666 93.87858 0.7609891 0.09978716
"597" "JOLAMALAWI100g95p" "main" 2 4.537884 71.91723 0.7907042 0.1512768
"598" "JOLAMALAWI100g95p" "main" 3 4.633702 97.87178 0.7888434 0.1222469
"599" "JOLAMALAWI100g95p" "main" 4 5.181824 96.51232 0.8073711 0.1719588
"600" "JOLAMALAWI100g95p" "main" 5 4.734152 92.84075 0.7819101 0.1400434
"601" "JOLAMALAWI100g95p" "main" 1 6.161791 91.70598 0.7829876 0.114004
"602" "JOLAMALAWI100g95p" "main" 2 4.698125 88.38617 0.7944799 0.138643
"603" "JOLAMALAWI100g95p" "main" 3 4.173034 69.20279 0.7913696 0.146138
"604" "JOLAMALAWI100g95p" "main" 4 5.444833 75.86821 0.8009326 0.1150004
"605" "JOLAMALAWI100g95p" "main" 5 5.577659 131.3726 0.7775872 0.1319472
"606" "JOLAMALAWI100g95p" "main" 1 4.693447 89.32244 0.784585 0.1712239
"607" "JOLAMALAWI100g95p" "main" 2 5.350942 90.12641 0.7557952 0.1512772
"608" "JOLAMALAWI100g95p" "main" 3 5.013929 85.25883 0.7900864 0.1379227
"609" "JOLAMALAWI100g95p" "main" 4 3.523611 39.17074 0.784896 0.08794071
"610" "JOLAMALAWI100g95p" "main" 5 5.593377 68.49776 0.7773599 0.1526526
"611" "JOLAMALAWI100g95p" "main" 1 4.929276 93.47471 0.8005949 0.1282343
"612" "JOLAMALAWI100g95p" "main" 2 4.213638 69.91954 0.7897045 0.1229555
"613" "JOLAMALAWI100g95p" "main" 3 4.711697 82.25956 0.7849176 0.13631
"614" "JOLAMALAWI100g95p" "main" 4 5.177139 75.3048 0.7914858 0.11784
"615" "JOLAMALAWI100g95p" "main" 5 5.319888 85.29139 0.7979952 0.118529
"616" "JOLAMALAWI100g95p" "main" 1 4.796905 72.14843 0.7684816 0.1170353
"617" "JOLAMALAWI100g95p" "main" 2 4.288469 69.89824 0.7848716 0.1452611
"618" "JOLAMALAWI100g95p" "main" 3 5.076418 78.45467 0.7681841 0.10906
"619" "JOLAMALAWI100g95p" "main" 4 5.148948 88.00531 0.7687254 0.1330195
"620" "JOLAMALAWI100g95p" "main" 5 5.361086 78.51238 0.7863428 0.1009236
"621" "JOLAMALAWI100g95p" "main" 1 4.448202 73.7056 0.7772071 0.1308487
"622" "JOLAMALAWI100g95p" "main" 2 5.095782 90.18894 0.7956401 0.104849
"623" "JOLAMALAWI100g95p" "main" 3 4.994862 82.50968 0.7789755 0.1449284
