"pop" "\"main\"" "bootstrap.num" "date1.est.boot" "date2.est.boot" "maxR2fit.1date.boot" "maxScore.2events.boot"
"2375" "AKANS" "main.null" 3 1.000241 28.45647 0.3327353 0.2552717
"2376" "AKANS" "main.null" 4 1 54.41899 0.2381421 0.1082532
"2377" "AKANS" "main.null" 5 1.00008 49.82089 0.1720561 0.0367637
"2378" "AKANS" "main.null" 1 6.081611 61.92539 0.1441936 0.04414526
"2379" "AKANS" "main.null" 2 2.595819 85.15289 0.1854845 0.1007819
"2380" "AKANS" "main.null" 3 3.930198 77.1445 0.161944 0.05407178
"2381" "AKANS" "main.null" 4 5.413147 63.55601 0.2107166 0.2524259
"2382" "AKANS" "main.null" 5 7.17351 82.70465 0.1577982 0.03550488
"2383" "MOSSI" "main" 1 1.000001 51.41211 0.2426883 0.05712149
"2384" "MOSSI" "main" 2 13.86174 64.43155 0.3135605 0.06563123
"2385" "MOSSI" "main" 3 1.000709 62.51447 0.2237587 0.05533808
"2386" "MOSSI" "main" 4 1.000497 48.91311 0.2856929 0.03214366
"2387" "MOSSI" "main" 5 1.000533 51.78555 0.2298684 0.06272592
"2388" "MOSSI" "main" 1 8.645654 46.88993 0.3188456 0.07186758
"2389" "MOSSI" "main" 2 1.002232 47.28812 0.3224602 0.02057301
"2390" "MOSSI" "main" 3 1.000355 55.69277 0.2922675 0.05666469
"2391" "MOSSI" "main" 4 3.444248 51.97072 0.1868643 0.05567045
"2392" "MOSSI" "main" 5 4.938439 51.69705 0.31127 0.04334617
"2393" "MOSSI" "main" 1 1.000182 53.15396 0.2649576 0.03743141
"2394" "MOSSI" "main" 2 2.158352 80.17021 0.2701151 0.04019796
"2395" "MOSSI" "main" 3 1.000118 52.7386 0.2460523 0.06966915
"2396" "MOSSI" "main" 4 3.735989 37.17126 0.3408699 0.0812534
"2397" "MOSSI" "main" 5 1.00045 34.75829 0.2970691 0.03339418
"2398" "MOSSI" "main" 1 1.000032 50.93549 0.2945302 0.04546271
"2399" "MOSSI" "main" 2 1.112474 62.19922 0.2611161 0.04209786
"2400" "MOSSI" "main" 3 1.000377 58.83814 0.2819624 0.04282644
"2401" "MOSSI" "main" 4 1.000041 46.4723 0.3069198 0.021135
"2402" "MOSSI" "main" 5 1.000004 59.76156 0.2074734 0.03057454
"2403" "MOSSI" "main" 1 1.000053 60.32046 0.2594882 0.05161404
"2404" "MOSSI" "main" 2 1.000372 46.78939 0.286205 0.04684689
"2405" "MOSSI" "main" 3 1.000013 46.15207 0.3755268 0.02896098
"2406" "MOSSI" "main" 4 12.04146 91.08519 0.2786286 0.08695824
"2407" "MOSSI" "main" 5 1.69464 60.32227 0.3873585 0.05654212
"2408" "MOSSI" "main" 1 10.9243 57.90887 0.3261091 0.05664937
"2409" "MOSSI" "main" 2 1.20481 53.57974 0.3271488 0.03837023
"2410" "MOSSI" "main" 3 1.071659 42.39579 0.2066707 0.05436631
"2411" "MOSSI" "main" 4 1.000449 50.37531 0.4000495 0.06198122
"2412" "MOSSI" "main" 5 1.000087 53.00631 0.3030452 0.04163538
"2413" "MOSSI" "main" 1 4.469481 55.8924 0.3143864 0.05166359
"2414" "MOSSI" "main" 2 1.000167 41.70705 0.3168229 0.05469632
"2415" "MOSSI" "main" 3 1.44582 45.55256 0.2352551 0.04758795
"2416" "MOSSI" "main" 4 1.558811 53.36303 0.3939233 0.05548501
"2417" "MOSSI" "main" 5 1.000084 55.04952 0.2312683 0.03075721
"2418" "MOSSI" "main" 1 1.000287 43.33991 0.3296756 0.04685126
"2419" "MOSSI" "main" 2 13.19695 75.09584 0.2956874 0.07144771
"2420" "MOSSI" "main" 3 1.253499 54.93163 0.2972465 0.03474901
"2421" "MOSSI" "main" 4 1.359124 26.79175 0.1883529 0.03626803
"2422" "MOSSI" "main" 5 11.91285 61.63252 0.276551 0.04762227
"2423" "MOSSI" "main" 1 1.000002 42.73441 0.2318696 0.045167
"2424" "MOSSI" "main" 2 1.000012 47.15562 0.2284816 0.06341827
"2425" "MOSSI" "main" 3 22.72701 99.96863 0.2708898 0.0405478
"2426" "MOSSI" "main" 4 1.000333 41.54134 0.2036414 0.04085832
"2427" "MOSSI" "main" 5 3.844697 71.974 0.2848569 0.05342376
"2428" "MOSSI" "main" 1 13.23384 41.62291 0.2318047 0.0450586
"2429" "MOSSI" "main" 2 1.000163 41.71125 0.3434845 0.03974243
"2430" "MOSSI" "main" 3 1.182904 59.59508 0.3042527 0.04808394
"2431" "MOSSI" "main" 4 1.050186 32.0073 0.2989862 0.02685154
"2432" "MOSSI" "main" 5 1.000061 69.83915 0.2082212 0.03447249
"2433" "MOSSI" "main" 1 1.000344 56.24981 0.2504238 0.03876136
"2434" "MOSSI" "main" 2 1.001324 42.14835 0.2765044 0.04926955
"2435" "MOSSI" "main" 3 1.191476 51.7513 0.3373769 0.0431406
"2436" "MOSSI" "main" 4 1.000712 60.10659 0.2222752 0.06283768
"2437" "MOSSI" "main" 5 1.004918 45.723 0.3028618 0.04778491
"2438" "MOSSI" "main" 1 1.000312 62.63503 0.4243 0.06869182
"2439" "MOSSI" "main" 2 1.13536 50.93582 0.2806109 0.06268043
"2440" "MOSSI" "main" 3 1.522617 31.59784 0.2703647 0.03916949
"2441" "MOSSI" "main" 4 12.68855 58.59284 0.2276492 0.03425678
"2442" "MOSSI" "main" 5 1.443801 75.79547 0.2859048 0.03748147
"2443" "MOSSI" "main" 1 1.000103 44.53785 0.2765057 0.0653557
"2444" "MOSSI" "main" 2 1.002279 40.68797 0.3502168 0.04613654
"2445" "MOSSI" "main" 3 1.000142 57.35652 0.2384953 0.0395496
"2446" "MOSSI" "main" 4 1.00006 38.5815 0.3252178 0.04503189
"2447" "MOSSI" "main" 5 1.000137 69.62394 0.4386069 0.0608819
"2448" "MOSSI" "main" 1 13.23668 83.82745 0.244593 0.04424745
"2449" "MOSSI" "main" 2 1.00398 53.47426 0.3040099 0.04037655
"2450" "MOSSI" "main" 3 1.100833 37.58759 0.2655324 0.04215045
"2451" "MOSSI" "main" 4 2.781003 60.00763 0.4623247 0.05515966
"2452" "MOSSI" "main" 5 1.703549 42.35367 0.2229547 0.06494814
"2453" "MOSSI" "main" 1 1.204145 63.77659 0.2404982 0.05416383
"2454" "MOSSI" "main" 2 2.989844 54.99123 0.258694 0.05095821
"2455" "MOSSI" "main" 3 1.000049 40.68575 0.2384532 0.05746016
"2456" "MOSSI" "main" 4 1.000124 54.556 0.2310829 0.05321905
"2457" "MOSSI" "main" 5 1.221326 40.38261 0.3053652 0.04366
"2458" "MOSSI" "main" 1 1.149589 41.74847 0.3006004 0.04135075
"2459" "MOSSI" "main" 2 1.000071 75.83734 0.2729527 0.05548388
"2460" "MOSSI" "main" 3 1.239539 46.47577 0.2222811 0.0502384
"2461" "MOSSI" "main" 4 1.001981 43.06649 0.4898729 0.04959173
"2462" "MOSSI" "main" 5 1.000198 51.2946 0.2312588 0.03765741
"2463" "MOSSI" "main" 1 1.00023 43.08534 0.2753401 0.03975459
"2464" "MOSSI" "main" 2 1.000087 42.37121 0.2260676 0.05857088
"2465" "MOSSI" "main" 3 2.593428 59.88822 0.3203068 0.05426176
"2466" "MOSSI" "main" 4 1.000375 57.51094 0.2873501 0.02664706
"2467" "MOSSI" "main" 5 1.678171 65.17931 0.2582616 0.04675177
"2468" "MOSSI" "main" 1 2.422684 32.54486 0.2074241 0.05748506
"2469" "MOSSI" "main" 2 1.018945 56.91589 0.3651145 0.06631805
"2470" "MOSSI" "main" 3 1.069265 49.81536 0.3606554 0.04659244
"2471" "MOSSI" "main" 4 15.56985 98.92213 0.2106059 0.04194506
"2472" "MOSSI" "main" 5 1.842923 40.49099 0.2024432 0.06420326
"2473" "MOSSI" "main" 1 1.00024 53.09784 0.2503797 0.04417579
"2474" "MOSSI" "main" 2 2.393241 40.9388 0.1850503 0.04770417
"2475" "MOSSI" "main" 3 19.21509 136.4482 0.2608561 0.04622836
"2476" "MOSSI" "main" 4 1.000437 40.50038 0.329622 0.04432939
"2477" "MOSSI" "main" 5 1.000355 60.31323 0.2479756 0.04915554
"2478" "MOSSI" "main" 1 1.000056 70.1021 0.429094 0.02914823
"2479" "MOSSI" "main" 2 1.00002 65.66938 0.3648671 0.03159048
"2480" "MOSSI" "main" 3 1.107813 46.18961 0.2090559 0.05228851
"2481" "MOSSI" "main" 4 7.114079 50.60522 0.2534865 0.0548469
"2482" "MOSSI" "main" 5 1.071471 50.25004 0.3074307 0.05227077
"2483" "MOSSI" "main.null" 1 1.000236 70.13042 0.2457579 0.04542276
"2484" "MOSSI" "main.null" 2 1.108696 45.27274 0.265088 0.05268542
"2485" "MOSSI" "main.null" 3 5.903342 45.47334 0.2955505 0.05831933
"2486" "MOSSI" "main.null" 4 1.000007 56.43657 0.3152195 0.0444963
"2487" "MOSSI" "main.null" 5 1.024955 51.7131 0.2989894 0.05434732
"2488" "MOSSI" "main.null" 1 18.64237 42.26422 0.2401026 0.0393792
"2489" "MOSSI" "main.null" 2 1.000038 44.26402 0.3169935 0.03705158
"2490" "MOSSI" "main.null" 3 18.47891 53.29947 0.3188457 0.04211439
"2491" "MOSSI" "main.null" 4 4.593036 52.65622 0.2602239 0.0455411
"2492" "MOSSI" "main.null" 5 1.000324 53.20799 0.3012652 0.04560047
"2493" "MOSSI" "main.null" 1 1.001772 99.5896 0.1925307 0.03138297
"2494" "MOSSI" "main.null" 2 1.00093 65.51226 0.274799 0.02798759
"2495" "MOSSI" "main.null" 3 1.000022 55.26531 0.227447 0.03842884
"2496" "MOSSI" "main.null" 4 1.000224 46.83556 0.2900879 0.02462636
"2497" "MOSSI" "main.null" 5 1.007109 66.74537 0.3545725 0.04589727
"2498" "MOSSI" "main.null" 1 11.14652 57.95834 0.2445746 0.03895242
"2499" "MOSSI" "main.null" 2 8.779833 72.02488 0.381085 0.04686945
"2500" "MOSSI" "main.null" 3 1.000066 64.36023 0.312503 0.03334061
"2501" "MOSSI" "main.null" 4 1.000122 71.16726 0.2433441 0.03962112
"2502" "MOSSI" "main.null" 5 16.36481 48.17072 0.2754651 0.03558337
"2503" "MOSSI" "main.null" 1 5.320629 72.81372 0.3218413 0.04381017
"2504" "MOSSI" "main.null" 2 11.83188 51.37252 0.3244574 0.03595243
"2505" "MOSSI" "main.null" 3 6.444778 59.2796 0.2756647 0.06644961
"2506" "MOSSI" "main.null" 4 1.000278 52.76545 0.2846707 0.03304784
"2507" "MOSSI" "main.null" 5 1.000035 55.84888 0.2159296 0.03149368
"2508" "MOSSI" "main.null" 1 1.937222 49.37787 0.2852217 0.05569649
"2509" "MOSSI" "main.null" 2 1.000435 42.45919 0.217424 0.04357273
"2510" "MOSSI" "main.null" 3 8.075264 60.0084 0.2695193 0.04657004
"2511" "MOSSI" "main.null" 4 1.002574 74.41226 0.300709 0.03054938
"2512" "MOSSI" "main.null" 5 1.000004 67.12193 0.2934637 0.04619351
"2513" "MOSSI" "main.null" 1 8.630634 66.72092 0.3406065 0.05557743
"2514" "MOSSI" "main.null" 2 1.633706 57.04175 0.3053029 0.03498495
"2515" "MOSSI" "main.null" 3 10.40735 40.83116 0.2669471 0.05810955
"2516" "MOSSI" "main.null" 4 1.000514 61.09019 0.2795123 0.04102825
"2517" "MOSSI" "main.null" 5 1.0006 70.63767 0.2772924 0.04048162
"2518" "MOSSI" "main.null" 1 1.726507 60.17425 0.3390834 0.03691471
"2519" "MOSSI" "main.null" 2 1.000373 61.78597 0.2843083 0.03136073
"2520" "MOSSI" "main.null" 3 12.87514 49.11004 0.3076383 0.04661389
"2521" "MOSSI" "main.null" 4 11.28268 32.94471 0.3146968 0.03706293
"2522" "MOSSI" "main.null" 5 13.61858 39.47262 0.2425009 0.04148502
"2523" "MOSSI" "main.null" 1 1.000218 62.56391 0.212647 0.05795487
"2524" "MOSSI" "main.null" 2 1.000415 57.71223 0.2542475 0.03817135
"2525" "MOSSI" "main.null" 3 1.000005 50.40651 0.3009889 0.05811125
"2526" "MOSSI" "main.null" 4 1.000194 46.74762 0.234665 0.02754405
"2527" "MOSSI" "main.null" 5 7.215118 46.98132 0.2602957 0.05031791
"2528" "MOSSI" "main.null" 1 2.282565 62.8969 0.314251 0.03534224
"2529" "MOSSI" "main.null" 2 17.6351 71.58967 0.2565992 0.03793696
"2530" "MOSSI" "main.null" 3 2.357784 55.74229 0.2716452 0.0436417
"2531" "MOSSI" "main.null" 4 1.900674 62.03225 0.2906021 0.04731498
"2532" "MOSSI" "main.null" 5 1.001483 83.29936 0.2519605 0.03624554
"2533" "MOSSI" "main.null" 1 3.486684 75.95327 0.3375533 0.03814661
"2534" "MOSSI" "main.null" 2 1.182561 43.7715 0.3184446 0.03470979
"2535" "MOSSI" "main.null" 3 1.000507 89.7198 0.2444572 0.03873674
"2536" "MOSSI" "main.null" 4 15.29298 53.68518 0.2380449 0.04319282
"2537" "MOSSI" "main.null" 5 2.072254 81.06175 0.4354534 0.05380109
"2538" "MOSSI" "main.null" 1 1.000046 57.97706 0.2717704 0.03172232
"2539" "MOSSI" "main.null" 2 16.38071 42.3875 0.3180832 0.03943377
"2540" "MOSSI" "main.null" 3 1.213009 47.86935 0.2781615 0.05880338
"2541" "MOSSI" "main.null" 4 1.000074 58.82275 0.3041146 0.03864181
"2542" "MOSSI" "main.null" 5 6.88692 59.78864 0.2493736 0.02599789
"2543" "MOSSI" "main.null" 1 2.016918 53.56731 0.2892864 0.03858573
"2544" "MOSSI" "main.null" 2 15.92896 60.65505 0.258863 0.02976202
"2545" "MOSSI" "main.null" 3 12.09992 34.93159 0.2759629 0.04382591
"2546" "MOSSI" "main.null" 4 12.5779 64.26524 0.303713 0.03724886
"2547" "MOSSI" "main.null" 5 2.402567 58.70926 0.2988167 0.0359364
"2548" "MOSSI" "main.null" 1 1.49205 61.03478 0.3260495 0.05407713
"2549" "MOSSI" "main.null" 2 1.000004 47.51292 0.2900089 0.0302495
"2550" "MOSSI" "main.null" 3 1.001369 59.29222 0.3027172 0.0491822
"2551" "MOSSI" "main.null" 4 1.000962 43.18081 0.3135522 0.04160573
"2552" "MOSSI" "main.null" 5 12.88993 40.64642 0.26434 0.02838541
"2553" "MOSSI" "main.null" 1 6.844374 49.88219 0.2596517 0.07987368
"2554" "MOSSI" "main.null" 2 1.000911 71.758 0.2338187 0.041622
"2555" "MOSSI" "main.null" 3 1.000248 66.50834 0.2627256 0.02800624
"2556" "MOSSI" "main.null" 4 1.000526 57.61456 0.406296 0.02914462
"2557" "MOSSI" "main.null" 5 1.00003 61.15427 0.2854379 0.03406173
"2558" "MOSSI" "main.null" 1 1.000008 70.66195 0.3051896 0.04362251
"2559" "MOSSI" "main.null" 2 1.000281 78.09107 0.205673 0.05222151
"2560" "MOSSI" "main.null" 3 1.000094 48.77931 0.3065863 0.04384141
"2561" "MOSSI" "main.null" 4 1.00055 59.34962 0.2904398 0.03465697
"2562" "MOSSI" "main.null" 5 1.0002 65.06766 0.2993472 0.04125161
"2563" "MOSSI" "main.null" 1 1.000002 61.99141 0.2720615 0.04022403
"2564" "MOSSI" "main.null" 2 1.000099 83.97698 0.2312756 0.03362888
"2565" "MOSSI" "main.null" 3 1.000001 62.84823 0.3474221 0.04130039
"2566" "MOSSI" "main.null" 4 1.000153 49.99117 0.2679679 0.03309599
"2567" "MOSSI" "main.null" 5 1.000005 53.4816 0.2917344 0.03948098
"2568" "MOSSI" "main.null" 1 11.14165 49.53102 0.2580324 0.05446977
"2569" "MOSSI" "main.null" 2 1.00093 54.02838 0.3585613 0.03336226
"2570" "MOSSI" "main.null" 3 18.57658 48.76414 0.2822176 0.02204331
"2571" "MOSSI" "main.null" 4 13.51621 50.84184 0.4818548 0.04443887
"2572" "MOSSI" "main.null" 5 15.42714 48.22327 0.3110027 0.03667012
"2573" "MOSSI" "main.null" 1 1.006637 76.23816 0.5069123 0.03455568
"2574" "MOSSI" "main.null" 2 3.144185 63.88139 0.2793219 0.06082603
"2575" "MOSSI" "main.null" 3 15.37822 57.08674 0.2689433 0.02764661
"2576" "MOSSI" "main.null" 4 14.56323 61.01021 0.250743 0.04673657
"2577" "MOSSI" "main.null" 5 1.000119 54.52739 0.304052 0.03745972
"2578" "MOSSI" "main.null" 1 13.30606 56.71644 0.3142521 0.03335084
"2579" "MOSSI" "main.null" 2 1.00006 51.19215 0.2621661 0.03238537
"2580" "MOSSI" "main.null" 3 1.80252 39.91237 0.2577843 0.06727082
"2581" "MOSSI" "main.null" 4 1.000973 58.12845 0.3093805 0.03592192
"2582" "MOSSI" "main.null" 5 1.00003 65.17069 0.2823542 0.04481818
"2583" "YRI" "main" 1 12.33849 72.72844 0.303294 0.05789647
"2584" "YRI" "main" 2 14.57766 77.58332 0.2721849 0.032919
"2585" "YRI" "main" 3 1.000512 33.77715 0.2625867 0.02580445
"2586" "YRI" "main" 4 1.000051 33.7778 0.3392163 0.04804727
"2587" "YRI" "main" 5 1.000203 40.80737 0.291726 0.03609788
"2588" "YRI" "main" 1 1.002361 50.27277 0.2653183 0.01520511
"2589" "YRI" "main" 2 14.643 35.37731 0.4027409 0.02542901
"2590" "YRI" "main" 3 10.20384 25.90761 0.3463772 0.02411311
"2591" "YRI" "main" 4 20.91562 24.52438 0.306872 0.03022143
"2592" "YRI" "main" 5 28.62314 101.2059 0.2742964 0.0171002
"2593" "YRI" "main" 1 23.29041 127.7784 0.2990995 0.03477228
"2594" "YRI" "main" 2 9.10989 61.24281 0.2817607 0.05048607
"2595" "YRI" "main" 3 20.90961 39.36924 0.3128733 0.05681813
"2596" "YRI" "main" 4 14.64053 36.32245 0.3215598 0.02821813
"2597" "YRI" "main" 5 34.95829 316.9808 0.3041235 0.02315077
"2598" "YRI" "main" 1 1.000382 51.58824 0.3145936 0.03665594
"2599" "YRI" "main" 2 15.02599 37.99271 0.2953124 0.04734682
"2600" "YRI" "main" 3 1.000142 41.39797 0.292815 0.02905383
"2601" "YRI" "main" 4 7.212968 33.66858 0.3615862 0.03459764
"2602" "YRI" "main" 5 1.000017 58.02754 0.3899818 0.02546426
"2603" "YRI" "main" 1 1.001164 84.45955 0.2843817 0.041435
"2604" "YRI" "main" 2 7.750526 26.07259 0.332158 0.04188478
"2605" "YRI" "main" 3 11.43558 57.28604 0.2799734 0.0502082
"2606" "YRI" "main" 4 18.62301 102.1452 0.3476533 0.04442912
"2607" "YRI" "main" 5 25.54765 97.66789 0.3464983 0.0444416
"2608" "YRI" "main" 1 9.454019 54.84823 0.2879017 0.04248058
"2609" "YRI" "main" 2 12.33994 27.19058 0.2536166 0.02436391
"2610" "YRI" "main" 3 28.75722 153.0858 0.3251762 0.03367809
"2611" "YRI" "main" 4 14.35068 70.74762 0.2915654 0.02564963
"2612" "YRI" "main" 5 17.69909 39.09037 0.3323316 0.05461287
"2613" "YRI" "main" 1 1.000452 43.15361 0.3336544 0.02495313
"2614" "YRI" "main" 2 21.05801 145.0937 0.2869186 0.03524697
"2615" "YRI" "main" 3 16.96177 64.74082 0.3097228 0.02900943
"2616" "YRI" "main" 4 1.000132 52.83898 0.2720622 0.01969973
"2617" "YRI" "main" 5 7.221704 42.74667 0.3739051 0.03059561
"2618" "YRI" "main" 1 1.000658 43.19108 0.309572 0.0261323
"2619" "YRI" "main" 2 1.000113 37.16767 0.2903359 0.02417177
"2620" "YRI" "main" 3 15.09911 40.97017 0.305545 0.0366937
"2621" "YRI" "main" 4 19.3069 88.74006 0.2597321 0.0388079
"2622" "YRI" "main" 5 1.000272 47.73675 0.2775598 0.02456222
"2623" "YRI" "main" 1 1.000646 36.14821 0.3500792 0.02166847
"2624" "YRI" "main" 2 1.000001 64.42792 0.2294635 0.0377257
"2625" "YRI" "main" 3 19.1934 77.34623 0.3632918 0.0282268
"2626" "YRI" "main" 4 1.000041 27.98206 0.326541 0.01628532
"2627" "YRI" "main" 5 1.037046 28.47109 0.3512719 0.03287253
"2628" "YRI" "main" 1 11.40592 31.3148 0.3404659 0.03122549
"2629" "YRI" "main" 2 12.87154 30.55687 0.2835446 0.03193802
"2630" "YRI" "main" 3 1.000377 30.87358 0.2670723 0.06529181
"2631" "YRI" "main" 4 9.35953 26.29185 0.356664 0.03025182
"2632" "YRI" "main" 5 13.87208 75.28015 0.2419622 0.0431431
"2633" "YRI" "main" 1 11.95791 29.63848 0.3617107 0.03668585
"2634" "YRI" "main" 2 1.000309 36.01241 0.3563813 0.02419006
"2635" "YRI" "main" 3 12.24193 48.82984 0.359995 0.03460657
"2636" "YRI" "main" 4 31.19826 423.1556 0.3184877 0.02102242
"2637" "YRI" "main" 5 16.40144 135.0364 0.232579 0.02322366
"2638" "YRI" "main" 1 1.00004 36.38118 0.3191538 0.03793959
"2639" "YRI" "main" 2 12.30305 29.9464 0.3376587 0.02789232
"2640" "YRI" "main" 3 20.77884 49.66329 0.2848061 0.03663786
"2641" "YRI" "main" 4 1.000296 41.76864 0.3646069 0.04014807
"2642" "YRI" "main" 5 23.55447 77.88813 0.2615616 0.02810024
"2643" "YRI" "main" 1 25.87748 96.30119 0.2603679 0.02303881
"2644" "YRI" "main" 2 16.55967 85.87958 0.351035 0.0203595
"2645" "YRI" "main" 3 8.342531 36.25881 0.3572379 0.02545023
"2646" "YRI" "main" 4 9.115637 36.21708 0.2378363 0.0571332
"2647" "YRI" "main" 5 19.47143 65.28385 0.340068 0.02522781
"2648" "YRI" "main" 1 1.00009 44.13511 0.3146082 0.03437531
"2649" "YRI" "main" 2 12.03364 36.25683 0.2808755 0.03374294
"2650" "YRI" "main" 3 28.34083 69.23069 0.2290811 0.02640713
"2651" "YRI" "main" 4 1.000029 53.96411 0.3152462 0.02668334
"2652" "YRI" "main" 5 1.000013 47.95256 0.302834 0.04015032
"2653" "YRI" "main" 1 34.85056 99.20417 0.3169983 0.03877315
"2654" "YRI" "main" 2 1.00003 55.65961 0.2767195 0.05009599
"2655" "YRI" "main" 3 14.15586 95.75508 0.3142015 0.03144267
"2656" "YRI" "main" 4 22.35423 157.122 0.2482727 0.02448235
"2657" "YRI" "main" 5 11.50382 55.24098 0.2868369 0.03819016
"2658" "YRI" "main" 1 3.225002 22.66334 0.305363 0.02943966
"2659" "YRI" "main" 2 1.000188 46.35038 0.3073189 0.0269565
"2660" "YRI" "main" 3 1.000145 37.60536 0.309143 0.02737715
"2661" "YRI" "main" 4 1 35.62066 0.2635567 0.02749787
"2662" "YRI" "main" 5 1.000077 22.22401 0.3164616 0.03907767
"2663" "YRI" "main" 1 16.52331 37.7254 0.3094219 0.06614233
"2664" "YRI" "main" 2 24.60245 138.6751 0.2982373 0.04123606
"2665" "YRI" "main" 3 1.713375 31.49971 0.3106618 0.02545694
"2666" "YRI" "main" 4 9.313478 29.25036 0.3099026 0.02668091
"2667" "YRI" "main" 5 30.02285 168.0092 0.3316197 0.02095052
"2668" "YRI" "main" 1 1.309105 29.28954 0.3105456 0.03596501
"2669" "YRI" "main" 2 12.64238 37.75545 0.3400977 0.02698737
"2670" "YRI" "main" 3 1.000043 40.26868 0.2341177 0.0303663
"2671" "YRI" "main" 4 10.95406 33.73773 0.3375226 0.04713879
"2672" "YRI" "main" 5 19.99024 74.80069 0.2909037 0.02336891
"2673" "YRI" "main" 1 12.17343 78.12784 0.3138054 0.03184631
"2674" "YRI" "main" 2 14.78564 163.0708 0.327636 0.03109016
"2675" "YRI" "main" 3 13.53281 31.59183 0.2905864 0.02447697
"2676" "YRI" "main" 4 22.13781 88.01476 0.3393638 0.02829331
"2677" "YRI" "main" 5 1.000109 63.92799 0.2986161 0.05349597
"2678" "YRI" "main" 1 17.77791 75.54981 0.2752322 0.02441958
"2679" "YRI" "main" 2 17.5837 164.3059 0.2989807 0.02750616
"2680" "YRI" "main" 3 17.75944 40.84961 0.3278438 0.02809125
"2681" "YRI" "main" 4 16.20601 78.56101 0.3370863 0.01830737
"2682" "YRI" "main" 5 10.96901 89.63979 0.2939143 0.04338996
"2683" "YRI" "main.null" 1 5.260603 37.21156 0.3411781 0.02324462
"2684" "YRI" "main.null" 2 20.00757 55.89673 0.3453336 0.03412429
"2685" "YRI" "main.null" 3 1.000617 40.71386 0.393374 0.0229669
"2686" "YRI" "main.null" 4 12.5756 103.7404 0.374321 0.08219912
"2687" "YRI" "main.null" 5 31.27043 126.9159 0.3377129 0.05094689
"2688" "YRI" "main.null" 1 7.104018 89.11636 0.4224708 0.03347713
"2689" "YRI" "main.null" 2 13.74207 115.4229 0.3002812 0.0252101
"2690" "YRI" "main.null" 3 18.07497 110.294 0.3614888 0.02972419
"2691" "YRI" "main.null" 4 22.69268 80.24497 0.3668373 0.02798409
"2692" "YRI" "main.null" 5 9.356757 148.1765 0.340048 0.06354647
"2693" "YRI" "main.null" 1 1.259903 48.39018 0.3725708 0.04232467
"2694" "YRI" "main.null" 2 30.40972 104.3917 0.3683271 0.03290251
"2695" "YRI" "main.null" 3 1.000001 44.53945 0.3425441 0.02696465
"2696" "YRI" "main.null" 4 7.913153 113.0283 0.3075668 0.035238
"2697" "YRI" "main.null" 5 16.91671 95.72459 0.3589434 0.02037222
"2698" "YRI" "main.null" 1 19.37127 193.8038 0.3363837 0.04504357
"2699" "YRI" "main.null" 2 8.570279 52.28299 0.3141899 0.0216157
"2700" "YRI" "main.null" 3 1.000314 46.17306 0.3262718 0.03457711
"2701" "YRI" "main.null" 4 6.148335 111.9486 0.2950227 0.04994781
"2702" "YRI" "main.null" 5 1.000079 61.11108 0.359722 0.02375005
"2703" "YRI" "main.null" 1 10.69551 71.93328 0.3709149 0.03033229
"2704" "YRI" "main.null" 2 4.575831 83.06724 0.3392465 0.04828691
"2705" "YRI" "main.null" 3 17.23894 98.23704 0.3410147 0.02798985
"2706" "YRI" "main.null" 4 40.06098 120.4314 0.3408689 0.01033844
"2707" "YRI" "main.null" 5 1.000324 78.26964 0.3617843 0.03654399
"2708" "YRI" "main.null" 1 11.75784 67.90798 0.3638099 0.05195818
"2709" "YRI" "main.null" 2 17.43326 78.71099 0.3261864 0.02920826
"2710" "YRI" "main.null" 3 5.116269 73.21406 0.372665 0.03613039
"2711" "YRI" "main.null" 4 2.611865 59.53016 0.3631434 0.03207919
"2712" "YRI" "main.null" 5 6.673015 58.5654 0.4028159 0.04465662
"2713" "YRI" "main.null" 1 1.000135 66.20344 0.3445291 0.03316401
"2714" "YRI" "main.null" 2 4.601137 43.40932 0.3885449 0.03057291
"2715" "YRI" "main.null" 3 1.000144 115.719 0.3441821 0.05529833
"2716" "YRI" "main.null" 4 14.6346 122.459 0.335718 0.04316795
"2717" "YRI" "main.null" 5 1 38.04163 0.3543807 0.07671076
"2718" "YRI" "main.null" 1 1.000159 45.95754 0.2869569 0.02748974
"2719" "YRI" "main.null" 2 28.72424 117.2814 0.3320928 0.02208134
"2720" "YRI" "main.null" 3 18.9878 60.99559 0.3703231 0.02646482
"2721" "YRI" "main.null" 4 13.6629 87.46015 0.3104033 0.02769281
"2722" "YRI" "main.null" 5 1.000122 59.16649 0.2958557 0.02198277
"2723" "YRI" "main.null" 1 1.000714 56.34016 0.3684086 0.04214494
"2724" "YRI" "main.null" 2 4.588829 64.81225 0.4141616 0.03196226
"2725" "YRI" "main.null" 3 29.15402 79.65536 0.4020247 0.03280432
"2726" "YRI" "main.null" 4 1.000091 44.73528 0.3184834 0.03335743
"2727" "YRI" "main.null" 5 22.22781 123.6528 0.3531712 0.02960823
"2728" "YRI" "main.null" 1 26.30908 102.4577 0.3244445 0.02791473
"2729" "YRI" "main.null" 2 16.28866 125.798 0.3850297 0.03691289
"2730" "YRI" "main.null" 3 27.14568 156.154 0.335015 0.03878359
"2731" "YRI" "main.null" 4 32.72084 105.5128 0.3637198 0.04172535
"2732" "YRI" "main.null" 5 9.118636 76.60221 0.3557731 0.0357785
"2733" "YRI" "main.null" 1 21.16865 134.8079 0.3540946 0.02789592
