"pop" "\"main\"" "bootstrap.num" "date1.est.boot" "date2.est.boot" "maxR2fit.1date.boot" "maxScore.2events.boot"
"4441" "GIRIAMA" "main" 5 21.58863 70.33567 0.9824411 0.365679
"4442" "GIRIAMA" "main" 1 9.833429 33.85946 0.9790054 0.2925958
"4443" "GIRIAMA" "main" 2 9.924466 35.65835 0.9795657 0.2441124
"4444" "GIRIAMA" "main" 3 13.69554 43.98658 0.9786088 0.3967257
"4445" "GIRIAMA" "main" 4 14.89987 32.61844 0.9839146 0.1769816
"4446" "GIRIAMA" "main" 5 21.54572 107.4971 0.9835893 0.4567231
"4447" "GIRIAMA" "main.null" 1 17.69743 61.19969 0.9830476 0.4937783
"4448" "GIRIAMA" "main.null" 2 15.84398 55.67374 0.9808533 0.5264794
"4449" "GIRIAMA" "main.null" 3 16.45065 55.60684 0.9827972 0.4660434
"4450" "GIRIAMA" "main.null" 4 20.17718 92.82124 0.9822388 0.4910523
"4451" "GIRIAMA" "main.null" 5 19.62288 75.88537 0.9847913 0.5243338
"4452" "GIRIAMA" "main.null" 1 20.62343 82.58193 0.9838447 0.4707767
"4453" "GIRIAMA" "main.null" 2 21.47421 101.2486 0.9773628 0.4774007
"4454" "GIRIAMA" "main.null" 3 15.46043 53.3835 0.9784667 0.4912918
"4455" "GIRIAMA" "main.null" 4 17.69953 52.47773 0.9817077 0.4273141
"4456" "GIRIAMA" "main.null" 5 21.52645 81.92323 0.9831601 0.3942217
"4457" "GIRIAMA" "main.null" 1 18.55453 64.81027 0.9831768 0.4344709
"4458" "GIRIAMA" "main.null" 2 19.64646 77.09795 0.9828226 0.5005735
"4459" "GIRIAMA" "main.null" 3 20.41745 78.06862 0.9851488 0.4461449
"4460" "GIRIAMA" "main.null" 4 21.8177 118.9692 0.9804906 0.5349549
"4461" "GIRIAMA" "main.null" 5 5.348684 34.53844 0.9769066 0.3681761
"4462" "GIRIAMA" "main.null" 1 10.34409 40.77877 0.976115 0.4157255
"4463" "GIRIAMA" "main.null" 2 20.30679 77.54335 0.9819462 0.4656369
"4464" "GIRIAMA" "main.null" 3 21.92565 91.74026 0.983328 0.4949698
"4465" "GIRIAMA" "main.null" 4 19.27738 78.04445 0.9834168 0.484536
"4466" "GIRIAMA" "main.null" 5 20.029 100.5284 0.9862385 0.5834084
"4467" "GIRIAMA" "main.null" 1 21.16875 107.574 0.9827349 0.5068725
"4468" "GIRIAMA" "main.null" 2 16.53914 51.77629 0.9816787 0.4193432
"4469" "GIRIAMA" "main.null" 3 17.23468 60.21505 0.9820508 0.5211803
"4470" "GIRIAMA" "main.null" 4 14.29664 45.9426 0.9834387 0.4225056
"4471" "GIRIAMA" "main.null" 5 20.12012 86.83761 0.982994 0.4825302
"4472" "GIRIAMA" "main.null" 1 18.40829 91.69697 0.9796955 0.5094358
"4473" "GIRIAMA" "main.null" 2 17.6549 66.03813 0.9823019 0.5104116
"4474" "GIRIAMA" "main.null" 3 15.48409 53.17334 0.9808696 0.4683903
"4475" "GIRIAMA" "main.null" 4 10.30817 38.59203 0.9816224 0.4701234
"4476" "GIRIAMA" "main.null" 5 9.790013 39.71902 0.9781284 0.4673843
"4477" "GIRIAMA" "main.null" 1 11.34711 42.85225 0.9773221 0.5409138
"4478" "GIRIAMA" "main.null" 2 14.11689 53.05538 0.9798282 0.4711189
"4479" "GIRIAMA" "main.null" 3 15.63355 61.06795 0.9816252 0.5613657
"4480" "GIRIAMA" "main.null" 4 18.98684 86.93029 0.9811378 0.5327059
"4481" "GIRIAMA" "main.null" 5 15.34076 65.18593 0.9799609 0.5282626
"4482" "GIRIAMA" "main.null" 1 17.65893 63.74531 0.9828423 0.5004804
"4483" "GIRIAMA" "main.null" 2 21.46604 107.6401 0.9845978 0.4991311
"4484" "GIRIAMA" "main.null" 3 21.15837 99.21732 0.9824194 0.5023695
"4485" "GIRIAMA" "main.null" 4 8.925987 42.04768 0.9740202 0.4665196
"4486" "GIRIAMA" "main.null" 5 21.12244 94.5507 0.9824405 0.4890426
"4487" "GIRIAMA" "main.null" 1 19.6136 95.3532 0.9844551 0.5134718
"4488" "GIRIAMA" "main.null" 2 23.24382 101.2419 0.9810251 0.4616536
"4489" "GIRIAMA" "main.null" 3 18.93957 67.1506 0.983116 0.4492488
"4490" "GIRIAMA" "main.null" 4 22.11095 101.6418 0.9852179 0.4721985
"4491" "GIRIAMA" "main.null" 5 21.68552 113.0085 0.9818249 0.4553946
"4492" "GIRIAMA" "main.null" 1 11.0578 37.62819 0.983722 0.4036575
"4493" "GIRIAMA" "main.null" 2 15.0229 57.45079 0.9790088 0.5149557
"4494" "GIRIAMA" "main.null" 3 20.96414 93.36209 0.9822214 0.460424
"4495" "GIRIAMA" "main.null" 4 17.77627 69.39942 0.9837586 0.5831054
"4496" "GIRIAMA" "main.null" 5 17.70829 62.29505 0.9840423 0.473166
"4497" "GIRIAMA" "main.null" 1 10.5384 40.02735 0.9814641 0.4408314
"4498" "GIRIAMA" "main.null" 2 12.33297 45.92717 0.9778032 0.4810454
"4499" "GIRIAMA" "main.null" 3 8.542868 39.54161 0.9763605 0.4756585
"4500" "GIRIAMA" "main.null" 4 21.51328 107.1141 0.9798725 0.4560671
"4501" "GIRIAMA" "main.null" 5 13.21923 44.70929 0.9842944 0.441213
"4502" "GIRIAMA" "main.null" 1 20.93956 106.2522 0.9833247 0.5191412
"4503" "GIRIAMA" "main.null" 2 18.49542 76.79654 0.9839838 0.514923
"4504" "GIRIAMA" "main.null" 3 12.24102 43.99727 0.9796385 0.4671228
"4505" "GIRIAMA" "main.null" 4 20.7908 88.34532 0.9820446 0.4538123
"4506" "GIRIAMA" "main.null" 5 21.02018 98.58291 0.9829029 0.50765
"4507" "GIRIAMA" "main.null" 1 21.24003 127.781 0.9829999 0.5361601
"4508" "GIRIAMA" "main.null" 2 12.70789 49.34219 0.9795136 0.4953904
"4509" "GIRIAMA" "main.null" 3 14.31563 46.1649 0.9828642 0.460515
"4510" "GIRIAMA" "main.null" 4 17.70455 64.12119 0.9798186 0.4639237
"4511" "GIRIAMA" "main.null" 5 19.31023 96.04922 0.982565 0.5487146
"4512" "GIRIAMA" "main.null" 1 4.686207 35.26401 0.9794316 0.4718619
"4513" "GIRIAMA" "main.null" 2 16.64687 68.19135 0.9816836 0.5131732
"4514" "GIRIAMA" "main.null" 3 14.39488 52.25295 0.9799414 0.4787447
"4515" "GIRIAMA" "main.null" 4 15.60541 57.67154 0.9811102 0.543836
"4516" "GIRIAMA" "main.null" 5 23.41393 163.2325 0.9845442 0.1287882
"4517" "GIRIAMA" "main.null" 1 17.57496 51.34332 0.9852854 0.4032694
"4518" "GIRIAMA" "main.null" 2 11.20744 41.24831 0.9808007 0.4175318
"4519" "GIRIAMA" "main.null" 3 19.03522 85.52354 0.978338 0.5112388
"4520" "GIRIAMA" "main.null" 4 18.06378 69.79023 0.9838821 0.5421206
"4521" "GIRIAMA" "main.null" 5 18.31036 67.76466 0.9813395 0.4611691
"4522" "GIRIAMA" "main.null" 1 17.23018 57.39682 0.9819605 0.4407501
"4523" "GIRIAMA" "main.null" 2 16.98096 68.79786 0.9803687 0.5505509
"4524" "GIRIAMA" "main.null" 3 23.79474 133.5414 0.9832752 0.4743699
"4525" "GIRIAMA" "main.null" 4 13.33669 47.30444 0.9810883 0.5139502
"4526" "GIRIAMA" "main.null" 5 10.7746 45.18805 0.9764071 0.5642227
"4527" "GIRIAMA" "main.null" 1 17.65423 78.89687 0.9785149 0.5522705
"4528" "GIRIAMA" "main.null" 2 19.15853 73.55434 0.9802637 0.4587875
"4529" "GIRIAMA" "main.null" 3 14.59694 55.71231 0.9823525 0.5194415
"4530" "GIRIAMA" "main.null" 4 16.07723 56.39833 0.9782326 0.4660331
"4531" "GIRIAMA" "main.null" 5 21.68911 92.96733 0.9817597 0.5099302
"4532" "GIRIAMA" "main.null" 1 16.31928 59.45757 0.9818714 0.5037875
"4533" "GIRIAMA" "main.null" 2 17.51387 73.67103 0.9838572 0.5335564
"4534" "GIRIAMA" "main.null" 3 17.68923 66.62866 0.9811053 0.5240131
"4535" "GIRIAMA" "main.null" 4 19.65705 61.53997 0.9851213 0.4383658
"4536" "GIRIAMA" "main.null" 5 17.8287 62.25413 0.9816079 0.4998153
"4537" "GIRIAMA" "main.null" 1 17.30924 64.61937 0.9814342 0.4608546
"4538" "GIRIAMA" "main.null" 2 11.37066 45.8794 0.9763471 0.4952264
"4539" "GIRIAMA" "main.null" 3 19.08957 77.29554 0.9828458 0.4554984
"4540" "GIRIAMA" "main.null" 4 18.62391 77.13162 0.9834216 0.531749
"4541" "GIRIAMA" "main.null" 5 22.3636 117.058 0.9837981 0.4854922
"4542" "GIRIAMA" "main.null" 1 17.122 64.55865 0.9831726 0.5137354
"4543" "GIRIAMA" "main.null" 2 10.6368 37.91003 0.9821659 0.3868699
"4544" "GIRIAMA" "main.null" 3 18.24847 67.44317 0.9835899 0.5118342
"4545" "GIRIAMA" "main.null" 4 20.29861 89.77143 0.9863165 0.5087036
"4546" "GIRIAMA" "main.null" 5 20.81055 70.43641 0.9836461 0.4730121
"4547" "WABONDEI" "main" 1 13.82951 45.83058 0.9774122 0.3519709
"4548" "WABONDEI" "main" 2 11.68519 45.52089 0.9735548 0.3927937
"4549" "WABONDEI" "main" 3 10.06632 38.36924 0.9744129 0.3676949
"4550" "WABONDEI" "main" 4 7.998026 38.40804 0.9757071 0.3929918
"4551" "WABONDEI" "main" 5 13.09042 49.7971 0.9769497 0.5035168
"4552" "WABONDEI" "main" 1 18.42732 60.415 0.9761621 0.3094874
"4553" "WABONDEI" "main" 2 7.43128 38.54033 0.9717903 0.3347969
"4554" "WABONDEI" "main" 3 15.86761 48.5618 0.9779053 0.3369533
"4555" "WABONDEI" "main" 4 8.910117 39.45916 0.9731323 0.4845421
"4556" "WABONDEI" "main" 5 11.91131 48.39152 0.9722002 0.4349143
"4557" "WABONDEI" "main" 1 18.63988 52.8908 0.978832 0.2947733
"4558" "WABONDEI" "main" 2 7.78238 35.85016 0.9759913 0.296992
"4559" "WABONDEI" "main" 3 7.246519 37.70862 0.9764254 0.3475989
"4560" "WABONDEI" "main" 4 10.63043 40.47901 0.9801785 0.3916678
"4561" "WABONDEI" "main" 5 3.314969 35.32854 0.9733112 0.3424202
"4562" "WABONDEI" "main" 1 6.989117 36.17815 0.9740634 0.331151
"4563" "WABONDEI" "main" 2 6.673195 37.33086 0.9724429 0.4731262
"4564" "WABONDEI" "main" 3 16.74684 63.73456 0.9801898 0.3891471
"4565" "WABONDEI" "main" 4 16.19397 51.79665 0.9786863 0.3814134
"4566" "WABONDEI" "main" 5 12.05806 40.72161 0.9740409 0.3296253
"4567" "WABONDEI" "main" 1 12.36554 43.61212 0.9736994 0.3302678
"4568" "WABONDEI" "main" 2 5.512552 36.78103 0.9727606 0.3415017
"4569" "WABONDEI" "main" 3 10.63344 36.79479 0.9794769 0.3179401
"4570" "WABONDEI" "main" 4 10.65414 41.2591 0.9759812 0.330364
"4571" "WABONDEI" "main" 5 5.887825 36.7635 0.9714117 0.4131365
"4572" "WABONDEI" "main" 1 14.79346 41.40922 0.9781175 0.2828255
"4573" "WABONDEI" "main" 2 7.340168 38.79136 0.9691587 0.4222319
"4574" "WABONDEI" "main" 3 8.870393 38.71917 0.9721092 0.2513863
"4575" "WABONDEI" "main" 4 9.681521 38.24703 0.9725233 0.39672
"4576" "WABONDEI" "main" 5 4.219951 37.0771 0.9729661 0.3532313
"4577" "WABONDEI" "main" 1 26.29608 82.69348 0.9810761 0.1587296
"4578" "WABONDEI" "main" 2 10.58579 46.5823 0.9720528 0.5516971
"4579" "WABONDEI" "main" 3 9.198855 43.54588 0.9673685 0.4785155
"4580" "WABONDEI" "main" 4 11.19057 37.30303 0.9793487 0.292331
"4581" "WABONDEI" "main" 5 5.202212 35.86949 0.9745492 0.4028382
"4582" "WABONDEI" "main" 1 19.38908 63.55596 0.9791487 0.3590653
"4583" "WABONDEI" "main" 2 10.74339 43.19504 0.9698607 0.4045183
"4584" "WABONDEI" "main" 3 14.46673 42.17324 0.9722695 0.2606168
"4585" "WABONDEI" "main" 4 7.681052 37.58508 0.9695517 0.4284166
"4586" "WABONDEI" "main" 5 1.039961 31.40421 0.9717801 0.4542624
"4587" "WABONDEI" "main" 1 8.79805 41.31778 0.9741838 0.4682828
"4588" "WABONDEI" "main" 2 14.1608 44.17798 0.978355 0.3366844
"4589" "WABONDEI" "main" 3 16.32924 49.64012 0.9753658 0.3262329
"4590" "WABONDEI" "main" 4 11.68792 41.72713 0.9776793 0.3492815
"4591" "WABONDEI" "main" 5 12.67427 45.75765 0.9770259 0.403623
"4592" "WABONDEI" "main" 1 15.56991 49.74784 0.9773277 0.3580533
"4593" "WABONDEI" "main" 2 5.363457 35.60007 0.9713625 0.4203055
"4594" "WABONDEI" "main" 3 8.014818 37.80448 0.9760556 0.4175308
"4595" "WABONDEI" "main" 4 14.82801 47.46698 0.9745125 0.3729248
"4596" "WABONDEI" "main" 5 17.28572 44.82015 0.9798731 0.2586798
"4597" "WABONDEI" "main" 1 8.899603 40.22881 0.9737916 0.4208934
"4598" "WABONDEI" "main" 2 13.74335 44.41055 0.9781147 0.3922234
"4599" "WABONDEI" "main" 3 17.5439 51.31192 0.9743515 0.2616717
"4600" "WABONDEI" "main" 4 10.28307 39.57819 0.9725257 0.3753976
"4601" "WABONDEI" "main" 5 11.14583 42.31493 0.9708809 0.3551935
"4602" "WABONDEI" "main" 1 13.67758 48.25927 0.9748225 0.4057014
"4603" "WABONDEI" "main" 2 8.243589 41.922 0.9703428 0.5026874
"4604" "WABONDEI" "main" 3 7.423935 39.76736 0.9696548 0.4083953
"4605" "WABONDEI" "main" 4 12.21594 46.43714 0.9707704 0.4176244
"4606" "WABONDEI" "main" 5 19.96373 56.43247 0.980173 0.2852191
"4607" "WABONDEI" "main" 1 7.504691 35.8801 0.9762345 0.3181187
"4608" "WABONDEI" "main" 2 7.128721 39.96205 0.9720132 0.504472
"4609" "WABONDEI" "main" 3 7.154319 35.5365 0.9731299 0.297975
"4610" "WABONDEI" "main" 4 7.803502 35.48823 0.9756618 0.3532108
"4611" "WABONDEI" "main" 5 17.81117 58.15904 0.9728894 0.3114423
"4612" "WABONDEI" "main" 1 15.08534 40.53225 0.9783311 0.2507449
"4613" "WABONDEI" "main" 2 8.018483 38.32654 0.973787 0.388478
"4614" "WABONDEI" "main" 3 18.72926 52.16208 0.9802719 0.2727356
"4615" "WABONDEI" "main" 4 13.75187 46.75549 0.9767006 0.3659065
"4616" "WABONDEI" "main" 5 3.730593 36.48633 0.9661253 0.6081269
"4617" "WABONDEI" "main" 1 12.53103 45.01773 0.9743104 0.3483576
"4618" "WABONDEI" "main" 2 10.67397 42.9687 0.9705741 0.3605979
"4619" "WABONDEI" "main" 3 8.251034 36.90882 0.9765502 0.3139602
"4620" "WABONDEI" "main" 4 6.73346 37.85545 0.9733784 0.3088638
"4621" "WABONDEI" "main" 5 17.27503 57.74135 0.9759774 0.3448815
"4622" "WABONDEI" "main" 1 15.33322 52.94874 0.9742494 0.3822554
"4623" "WABONDEI" "main" 2 17.37453 53.86803 0.9789672 0.3387949
"4624" "WABONDEI" "main" 3 19.009 57.2018 0.9761309 0.3303198
"4625" "WABONDEI" "main" 4 11.77778 49.04559 0.972871 0.4782003
"4626" "WABONDEI" "main" 5 1.086947 36.18853 0.9611472 0.5656221
"4627" "WABONDEI" "main" 1 9.502243 38.59905 0.9725777 0.3530423
"4628" "WABONDEI" "main" 2 19.46495 55.60835 0.9774372 0.2769935
"4629" "WABONDEI" "main" 3 17.8207 52.3079 0.980531 0.3112955
"4630" "WABONDEI" "main" 4 7.222499 36.76133 0.9780028 0.3406207
"4631" "WABONDEI" "main" 5 23.55024 67.07038 0.9778694 0.2295495
"4632" "WABONDEI" "main" 1 12.11321 41.41843 0.9715397 0.2961567
"4633" "WABONDEI" "main" 2 10.14663 38.29235 0.9727497 0.369506
"4634" "WABONDEI" "main" 3 7.346315 39.21653 0.9727371 0.4433787
"4635" "WABONDEI" "main" 4 12.42603 43.05738 0.9721471 0.3396037
"4636" "WABONDEI" "main" 5 3.902353 33.36797 0.9783128 0.328843
"4637" "WABONDEI" "main" 1 12.21272 41.2141 0.979578 0.3651614
"4638" "WABONDEI" "main" 2 10.56811 39.69442 0.9755252 0.2882947
"4639" "WABONDEI" "main" 3 8.178706 38.21985 0.9749395 0.3815826
"4640" "WABONDEI" "main" 4 7.095764 37.71069 0.9735205 0.3697209
"4641" "WABONDEI" "main" 5 10.09122 43.72811 0.9697717 0.4447877
"4642" "WABONDEI" "main" 1 3.311404 32.62273 0.9719507 0.244935
"4643" "WABONDEI" "main" 2 13.38394 44.3589 0.9761247 0.2902436
"4644" "WABONDEI" "main" 3 5.136761 36.78971 0.9745867 0.4039667
"4645" "WABONDEI" "main" 4 20.70479 66.56683 0.9756397 0.2988346
"4646" "WABONDEI" "main" 5 11.54 43.82623 0.9728283 0.3762964
"4647" "WABONDEI" "main.null" 1 21.01867 67.4046 0.9766294 0.307377
"4648" "WABONDEI" "main.null" 2 9.113252 45.56563 0.9672962 0.5122555
"4649" "WABONDEI" "main.null" 3 15.57639 54.78786 0.9753205 0.3776904
"4650" "WABONDEI" "main.null" 4 18.02504 61.79481 0.9742709 0.3645173
"4651" "WABONDEI" "main.null" 5 24.29138 81.82518 0.975316 0.2564981
"4652" "WABONDEI" "main.null" 1 7.856005 41.43123 0.9729474 0.3896349
"4653" "WABONDEI" "main.null" 2 12.222 41.57495 0.9737148 0.2272
"4654" "WABONDEI" "main.null" 3 11.88373 42.07439 0.9753575 0.2976936
"4655" "WABONDEI" "main.null" 4 14.62957 41.4465 0.9779349 0.2022578
"4656" "WABONDEI" "main.null" 5 19.82191 68.9426 0.979829 0.4220166
"4657" "WABONDEI" "main.null" 1 11.28164 41.92753 0.9737819 0.31924
"4658" "WABONDEI" "main.null" 2 7.165097 43.12854 0.9677289 0.4812658
"4659" "WABONDEI" "main.null" 3 16.19827 56.0255 0.9756649 0.3794305
"4660" "WABONDEI" "main.null" 4 10.56398 44.1916 0.9744273 0.3869529
"4661" "WABONDEI" "main.null" 5 10.80207 47.91208 0.9714649 0.5195824
"4662" "WABONDEI" "main.null" 1 28.10254 163.7961 0.9769069 0.2756781
"4663" "WABONDEI" "main.null" 2 6.392609 42.52588 0.968462 0.5216205
"4664" "WABONDEI" "main.null" 3 10.2583 41.0874 0.976763 0.293572
"4665" "WABONDEI" "main.null" 4 5.649928 40.30589 0.9705361 0.3557221
"4666" "WABONDEI" "main.null" 5 14.42943 51.95717 0.9706766 0.3652068
"4667" "WABONDEI" "main.null" 1 14.04157 46.18171 0.9723037 0.3181832
"4668" "WABONDEI" "main.null" 2 9.230774 44.70234 0.971271 0.4301407
"4669" "WABONDEI" "main.null" 3 19.803 60.15234 0.9777 0.343846
"4670" "WABONDEI" "main.null" 4 8.487714 43.90751 0.972071 0.4683569
"4671" "WABONDEI" "main.null" 5 8.746725 40.87863 0.9740482 0.3615759
"4672" "WABONDEI" "main.null" 1 11.60277 41.1551 0.9780081 0.2792407
"4673" "WABONDEI" "main.null" 2 7.204128 40.89875 0.9675245 0.4814694
"4674" "WABONDEI" "main.null" 3 10.46036 42.9575 0.9737446 0.3995802
"4675" "WABONDEI" "main.null" 4 13.62977 45.60355 0.9772349 0.3794002
"4676" "WABONDEI" "main.null" 5 8.189758 45.87701 0.9675995 0.5483219
"4677" "WABONDEI" "main.null" 1 8.509493 40.6412 0.9728319 0.3846527
"4678" "WABONDEI" "main.null" 2 5.571997 40.67881 0.9703368 0.4539737
"4679" "WABONDEI" "main.null" 3 16.68916 54.11964 0.9774797 0.3704075
"4680" "WABONDEI" "main.null" 4 7.76602 39.34119 0.9713152 0.3499493
"4681" "WABONDEI" "main.null" 5 11.16194 46.5029 0.9696912 0.4128221
"4682" "WABONDEI" "main.null" 1 12.82646 50.56162 0.9743137 0.4384613
"4683" "WABONDEI" "main.null" 2 9.321424 37.89639 0.9739043 0.316438
"4684" "WABONDEI" "main.null" 3 5.696004 36.6679 0.9748121 0.4318876
"4685" "WABONDEI" "main.null" 4 14.69702 53.26976 0.9744293 0.4683314
"4686" "WABONDEI" "main.null" 5 8.868104 39.32607 0.9743054 0.3433113
"4687" "WABONDEI" "main.null" 1 14.33533 51.20712 0.9720659 0.3794088
"4688" "WABONDEI" "main.null" 2 8.950845 43.82336 0.9702292 0.4483447
"4689" "WABONDEI" "main.null" 3 12.0877 49.07655 0.9699125 0.4287221
"4690" "WABONDEI" "main.null" 4 5.946378 40.44853 0.9673158 0.4891778
"4691" "WABONDEI" "main.null" 5 24.4778 66.69311 0.9819325 0.2958779
"4692" "WABONDEI" "main.null" 1 8.815533 46.83889 0.965361 0.5584224
"4693" "WABONDEI" "main.null" 2 12.21522 46.68347 0.9762257 0.408892
"4694" "WABONDEI" "main.null" 3 18.14744 64.78623 0.9760967 0.4027522
"4695" "WABONDEI" "main.null" 4 12.40426 43.33322 0.9782957 0.3580763
"4696" "WABONDEI" "main.null" 5 6.945182 40.57411 0.9724011 0.3852218
"4697" "WABONDEI" "main.null" 1 13.31336 51.64866 0.9736513 0.4657488
"4698" "WABONDEI" "main.null" 2 14.35661 50.25094 0.975665 0.3627914
"4699" "WABONDEI" "main.null" 3 15.37579 54.06989 0.9751203 0.3524516
"4700" "WABONDEI" "main.null" 4 9.534085 41.32908 0.9715457 0.3719071
"4701" "WABONDEI" "main.null" 5 7.693133 41.56203 0.9698187 0.4470825
"4702" "WABONDEI" "main.null" 1 9.999692 40.81541 0.9745332 0.36672
"4703" "WABONDEI" "main.null" 2 16.96478 54.00452 0.9803172 0.3348703
"4704" "WABONDEI" "main.null" 3 1.000666 34.234 0.974448 0.2836476
"4705" "WABONDEI" "main.null" 4 11.26092 43.48016 0.9732868 0.3780223
"4706" "WABONDEI" "main.null" 5 8.855909 40.72491 0.9708622 0.3548154
"4707" "WABONDEI" "main.null" 1 6.758553 41.02412 0.9699022 0.4570118
"4708" "WABONDEI" "main.null" 2 12.51223 46.12286 0.9727727 0.2989426
"4709" "WABONDEI" "main.null" 3 12.0684 40.98657 0.9774792 0.3050589
"4710" "WABONDEI" "main.null" 4 1.011183 34.75623 0.9740086 0.3180891
"4711" "WABONDEI" "main.null" 5 9.340741 43.39035 0.9752953 0.4183208
"4712" "WABONDEI" "main.null" 1 8.545456 43.67064 0.9697943 0.5393582
"4713" "WABONDEI" "main.null" 2 13.89133 52.82594 0.9735918 0.4468958
"4714" "WABONDEI" "main.null" 3 10.44838 44.03207 0.9748366 0.3768928
"4715" "WABONDEI" "main.null" 4 6.438922 38.23313 0.9770869 0.3257499
"4716" "WABONDEI" "main.null" 5 10.21466 40.57893 0.9767438 0.3204433
"4717" "WABONDEI" "main.null" 1 13.48952 45.67008 0.9769066 0.3579382
"4718" "WABONDEI" "main.null" 2 10.29017 47.59149 0.97256 0.5080279
"4719" "WABONDEI" "main.null" 3 11.16744 45.02477 0.9721581 0.4047962
"4720" "WABONDEI" "main.null" 4 11.14487 41.57761 0.9765825 0.3215736
"4721" "WABONDEI" "main.null" 5 10.74751 43.8271 0.9761284 0.4357424
"4722" "WABONDEI" "main.null" 1 6.799801 41.04289 0.9706063 0.4964935
"4723" "WABONDEI" "main.null" 2 3.567332 38.99371 0.9653983 0.5891568
"4724" "WABONDEI" "main.null" 3 7.322833 42.46493 0.9709838 0.515573
"4725" "WABONDEI" "main.null" 4 10.96267 51.03051 0.9717405 0.4844663
"4726" "WABONDEI" "main.null" 5 7.34081 40.25586 0.9738563 0.3429659
"4727" "WABONDEI" "main.null" 1 15.81518 56.24342 0.9736405 0.4035115
"4728" "WABONDEI" "main.null" 2 14.21181 46.55014 0.9786113 0.3640743
"4729" "WABONDEI" "main.null" 3 2.759803 35.71587 0.9573487 0.5484768
"4730" "WABONDEI" "main.null" 4 12.66128 46.6798 0.9764699 0.4113325
"4731" "WABONDEI" "main.null" 5 12.7847 49.14414 0.9728672 0.4343252
"4732" "WABONDEI" "main.null" 1 10.55027 44.02092 0.9687582 0.4199397
"4733" "WABONDEI" "main.null" 2 7.33191 40.56275 0.9728681 0.4044016
"4734" "WABONDEI" "main.null" 3 11.49735 50.34972 0.9661509 0.3725938
"4735" "WABONDEI" "main.null" 4 13.21792 52.28049 0.9657363 0.4054559
"4736" "WABONDEI" "main.null" 5 19.00986 62.33635 0.975291 0.3339687
"4737" "WABONDEI" "main.null" 1 9.303542 39.91497 0.9704487 0.3926607
"4738" "WABONDEI" "main.null" 2 14.35622 51.97258 0.9747536 0.3782259
"4739" "WABONDEI" "main.null" 3 8.939958 41.55696 0.9744789 0.3904391
"4740" "WABONDEI" "main.null" 4 14.45405 52.28421 0.9735263 0.3841062
"4741" "WABONDEI" "main.null" 5 10.98428 41.40213 0.972829 0.3446288
"4742" "WABONDEI" "main.null" 1 4.780835 39.19776 0.9662764 0.5535657
"4743" "WABONDEI" "main.null" 2 3.633235 36.66021 0.9735647 0.4247606
"4744" "WABONDEI" "main.null" 3 9.309748 44.48203 0.9702794 0.4489382
"4745" "WABONDEI" "main.null" 4 10.3303 45.94203 0.9744393 0.4640662
"4746" "WABONDEI" "main.null" 5 15.66768 50.0688 0.9764647 0.3435821
"4747" "MZIGUA" "main" 1 21.053 63.28284 0.9776729 0.2369846
"4748" "MZIGUA" "main" 2 18.02411 50.35863 0.9780087 0.2095574
"4749" "MZIGUA" "main" 3 7.077727 31.78088 0.9762081 0.1564404
"4750" "MZIGUA" "main" 4 21.73743 57.99885 0.9750327 0.2422954
"4751" "MZIGUA" "main" 5 12.34536 41.72802 0.972426 0.2323906
"4752" "MZIGUA" "main" 1 22.77084 67.60884 0.9754485 0.2596751
"4753" "MZIGUA" "main" 2 17.70968 45.784 0.97919 0.2389067
"4754" "MZIGUA" "main" 3 23.89258 86.60848 0.9785715 0.2772385
"4755" "MZIGUA" "main" 4 24.24474 82.66793 0.9796511 0.2459305
"4756" "MZIGUA" "main" 5 18.19828 49.23384 0.9780517 0.276136
"4757" "MZIGUA" "main" 1 28.93202 61.91773 0.9813496 0.1115793
"4758" "MZIGUA" "main" 2 18.28731 57.61313 0.9763716 0.2834975
"4759" "MZIGUA" "main" 3 24.52731 82.86245 0.978125 0.2279571
"4760" "MZIGUA" "main" 4 26.48921 72.15855 0.981163 0.1892926
"4761" "MZIGUA" "main" 5 19.25073 47.0323 0.97666 0.2072901
"4762" "MZIGUA" "main" 1 26.5593 82.11991 0.9796985 0.1703374
"4763" "MZIGUA" "main" 2 25.46198 90.82439 0.9760225 0.2130843
"4764" "MZIGUA" "main" 3 26.59056 98.42917 0.978002 0.1890028
"4765" "MZIGUA" "main" 4 16.57166 43.62216 0.9774574 0.2197251
"4766" "MZIGUA" "main" 5 23.34976 89.23144 0.9771891 0.2624976
"4767" "MZIGUA" "main" 1 25.99399 71.28322 0.9777337 0.1607785
"4768" "MZIGUA" "main" 2 24.96575 79.05422 0.9783435 0.1623683
"4769" "MZIGUA" "main" 3 23.90379 78.26548 0.9802839 0.2694281
"4770" "MZIGUA" "main" 4 22.03822 69.25421 0.9788982 0.2234987
"4771" "MZIGUA" "main" 5 21.80018 52.40599 0.9801942 0.1964259
"4772" "MZIGUA" "main" 1 13.57568 46.8599 0.973422 0.3363017
"4773" "MZIGUA" "main" 2 7.868936 35.24128 0.976572 0.2928736
"4774" "MZIGUA" "main" 3 26.05019 103.5604 0.9765713 0.2496742
"4775" "MZIGUA" "main" 4 7.060163 35.21465 0.9746628 0.1770374
"4776" "MZIGUA" "main" 5 27.4331 99.26604 0.9803124 0.2068819
"4777" "MZIGUA" "main" 1 25.30964 113.7792 0.9780715 0.2453365
