"result" "gen.1date" "proportion.source1" "maxR2fit.1date" "fit.quality.1event" "fit.quality.2events" "bestmatch.event1.source1" "bestmatch.event1.source2" "proportion.event2.source1" "bestmatch.event2.source1" "bestmatch.event2.source2" "gen.2dates.date1" "gen.2dates.date2" "maxScore.2events" "proportion.date1.source1" "bestmatch.date1.source1" "bestmatch.date1.source2" "proportion.date2.source1" "bestmatch.date2.source1" "bestmatch.date2.source2" "JOLA" "WOLLOF" "MANDINKAI" "MANDINKAII" "SEREHULE" "FULAI" "MALINKE" "SERERE" "MANJAGO" "FULAII" "BAMBARA" "AKANS" "MOSSI" "YRI" "KASEM" "NAMKAM" "SEMI.BANTU" "BANTU" "LWK" "KAMBE" "CHONYI" "KAUMA" "WASAMBAA" "GIRIAMA" "WABONDEI" "MZIGUA" "MKK" "SUDANESE" "GUMUZ" "ANUAK" "AFAR" "OROMO" "SOMALI" "WOLAYTA" "ARI" "AMHARA" "TYGRAY" "MALAWI" "SEBANTU" "AMAXHOSA" "SWBANTU" "KHWE" "GUIGHANAKGAL" "KARRETJIE" "NAMA" "XUN" "KHOMANI" "JUHOAN" "FIN" "CEU" "GBR" "IBS" "TSI" "GIH" "KHV" "CDX" "CHB" "CHS" "JPT" "PELII"
"BAMBARA.null.8" "one-date" "20.2569946777154" "0.1" "0.896939040801338" "0.999959112240941" "0.999987586368378" "GBR" "MALINKE" "0.22" "SERERE" "MALINKE" "7.44037566564344" "68.2499488920587" "0.308875753998343" "0.2" "FULAI" "MALINKE" "0.06" "CEU" "MALINKE" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.261505726091992" "0.264125699352372" "0.194019999499415" "0.119796326787582" "0.00380236191339557" "0.00217010654036369" "0.00676184197855075" "0.0157740362705764" "0" "0" "0.0084585957013822" "0" "0" "0" "0" "0" "0.032587309007722" "0.0201482691448245" "0" "0" "0" "0" "0" "0.00980146729467139" "0" "0" "0.0304068675144243" "0" "0" "0" "0" "0.0208899923645184" "0" "0" "0.000723115070950041" "0" "0.00902828546725937" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"AKANS.main.1" "one-date-multiway" "18.3410028094577" "0.03" "0.622989471265367" "0.791054273438993" "0.998669162435292" "MALAWI" "KASEM" "0.29" "KASEM" "NAMKAM" "3.85066618570292" "53.1640060896106" "0.139648598952716" "0.26" "MOSSI" "NAMKAM" "0.04" "MALAWI" "KASEM" "0" "0" "0" "0" "0" "0.017585930386856" "0" "0" "0.0147719201757395" "0" "0" "0" "0" "0.151641764565708" "0" "0" "0" "0" "0.0951095341523004" "0" "0.00701131854850905" "0" "0" "0.020002981750532" "0" "0.124853531303847" "0" "0" "0.000512553975249557" "0" "0" "0" "0" "0" "0" "0" "0" "0.471560208424073" "0" "0" "0.00366206799126114" "0" "0.0137180260005912" "0" "0" "0.0032577006529878" "0" "0" "0.0166448901130245" "0" "0" "0.058833274472685" "0" "0" "0" "0" "0" "0" "0" "0.00083429748663583"
"AKANS.main.2" "one-date-multiway" "18.3410028094577" "0.03" "0.622989471265367" "0.791054273438993" "0.998669162435292" "MALAWI" "KASEM" "0.29" "KASEM" "NAMKAM" "3.85066618570292" "53.1640060896106" "0.139648598952716" "0.26" "MOSSI" "NAMKAM" "0.04" "MALAWI" "KASEM" "0.00168521383621297" "0" "0" "0" "0" "0" "0" "0" "0.00507803721373113" "0.0141210654339939" "0" "0" "0" "0" "0.739571697468834" "0.226570235484458" "0" "0" "0.00175503597569429" "0" "0.000779565310893252" "0.00131695013320126" "0.0026673124703549" "0" "0" "0" "0" "5.19959032549972e-05" "0" "0" "0" "0" "0" "0" "0.000659699468045254" "0" "0" "0" "0" "0" "0" "1.81373378514438e-05" "0" "0.0022228870990737" "0" "0.00124161590907846" "0.00038380745151375" "0.000564668416898687" "0" "0" "0" "0" "0" "0" "0" "0.00103261881171217" "0" "5.46074351679345e-05" "0.000224848840029969" "0"
"AKANS.main.3" "one-date-multiway" "18.3410028094577" "0.03" "0.622989471265367" "0.791054273438993" "0.998669162435292" "MALAWI" "KASEM" "0.29" "KASEM" "NAMKAM" "3.85066618570292" "53.1640060896106" "0.139648598952716" "0.26" "MOSSI" "NAMKAM" "0.04" "MALAWI" "KASEM" "0" "0" "0" "0" "0" "0" "0.642981958816612" "0" "0.00516248950505374" "0" "0.0930880635057122" "0" "0" "0" "0" "0" "0" "0" "0.0880892099428258" "0" "0.0102842967576039" "0.0271062318618883" "0.000205742182785533" "0" "0.0194866399728003" "0.035141407291427" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.0201806464826593" "0" "0.0559589526441401" "0" "0" "0.00231436103649194" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"AKANS.main.4" "one-date-multiway" "18.3410028094577" "0.03" "0.622989471265367" "0.791054273438993" "0.998669162435292" "MALAWI" "KASEM" "0.29" "KASEM" "NAMKAM" "3.85066618570292" "53.1640060896106" "0.139648598952716" "0.26" "MOSSI" "NAMKAM" "0.04" "MALAWI" "KASEM" "0.00387421405183553" "0" "0" "0" "0" "0" "0" "0" "0.00596295515951586" "0.0146237999249625" "0.0345474807135957" "0" "0" "0" "0.225030809770985" "0.652841065885655" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.00480348871648173" "0" "0" "0" "0" "0" "0" "0.000891703807374395" "0" "0" "0.0242898991289188" "0" "0" "0" "0.00621788741341387" "0" "0" "0" "2.27059447484457e-05" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.0217074236941628" "0" "0" "0" "0.00518656578835007"
"AKANS.main.5" "one-date-multiway" "18.3410028094577" "0.03" "0.622989471265367" "0.791054273438993" "0.998669162435292" "MALAWI" "KASEM" "0.29" "KASEM" "NAMKAM" "3.85066618570292" "53.1640060896106" "0.139648598952716" "0.26" "MOSSI" "NAMKAM" "0.04" "MALAWI" "KASEM" "0.0130842427203263" "0" "0" "0" "0.0137352407742966" "0" "0.462896842899434" "0" "0.0048545941033379" "0" "0.352754251187203" "0" "0" "0" "0" "0" "0" "0" "0.0114616349769424" "0" "0" "0" "0" "0" "0" "0" "0" "0.0035868058204602" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.0766952494260776" "0" "0.0294765905339336" "0.0314545475579876" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"AKANS.main.6" "one-date-multiway" "18.3410028094577" "0.03" "0.622989471265367" "0.791054273438993" "0.998669162435292" "MALAWI" "KASEM" "0.29" "KASEM" "NAMKAM" "3.85066618570292" "53.1640060896106" "0.139648598952716" "0.26" "MOSSI" "NAMKAM" "0.04" "MALAWI" "KASEM" "0" "0" "0" "0" "0" "0" "0" "0" "0.00645723560451553" "0.0128329482459434" "0" "0" "0" "0" "0" "0.90384838413596" "0" "0" "0.0146610917729672" "0" "0.000478824070216548" "0.0147616004538557" "0.0149701692470639" "0.0050892970795799" "0" "0.0138128334580026" "0" "0" "0" "0" "0" "0" "0" "0" "0.000137539796976749" "0" "0" "0" "0" "0" "0" "0" "0.00125703504983577" "0" "0" "0.00353967582301602" "0" "0.000264496964319775" "0" "0" "0" "0" "0" "0" "0" "0.00181674247754232" "0" "0" "0" "0.00607212582020476"
"AKANS.main.7" "one-date-multiway" "18.3410028094577" "0.03" "0.622989471265367" "0.791054273438993" "0.998669162435292" "MALAWI" "KASEM" "0.29" "KASEM" "NAMKAM" "3.85066618570292" "53.1640060896106" "0.139648598952716" "0.26" "MOSSI" "NAMKAM" "0.04" "MALAWI" "KASEM" "0" "0" "0" "0" "0" "0.0478682056909525" "0" "0" "0.0377438679975551" "0" "0.113230981270599" "0" "0" "0" "0" "0" "0" "0" "0.0691104751158483" "0" "0" "0" "0.074434325022401" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.00388927622851967" "0" "0" "0.565266536786431" "0" "0" "0.0675169952616646" "0" "0.015024637635251" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.00591469899077754" "0" "0" "0" "0"
"AKANS.main.8" "one-date-multiway" "18.3410028094577" "0.03" "0.622989471265367" "0.791054273438993" "0.998669162435292" "MALAWI" "KASEM" "0.29" "KASEM" "NAMKAM" "3.85066618570292" "53.1640060896106" "0.139648598952716" "0.26" "MOSSI" "NAMKAM" "0.04" "MALAWI" "KASEM" "0.00184972484228033" "0" "0" "0" "0" "0" "0.00687380273251849" "0" "0.00549872659902968" "0.0146366907086316" "0" "0" "0" "0" "0.955956686696313" "0" "0" "0" "0.00296401938027133" "0" "0.000393849107427722" "0.00248417360522427" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.000292472219734058" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.00304492246661186" "0" "0.000945503893256975" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.00505942774870049"
"AKANS.null.1" "one-date" "34.4265718959263" "0.04" "0.252841137191922" "0.995517342589247" "0.998130349802617" "MALAWI" "KASEM" "0.1" "MOSSI" "NAMKAM" "4.46687545855894" "75.5301485987944" "0.0639331179456682" "0.06" "SEMI.BANTU" "NAMKAM" "0.06" "MZIGUA" "MOSSI" "0" "0" "0" "0" "0" "0.0272827210882585" "0" "0.0252539855094972" "0" "6.08114173989747e-05" "0" "0" "0" "0" "0" "0" "0" "0" "0.0158878544776188" "0" "0" "0" "0" "0" "0" "0.321870934791743" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.476689572168017" "0" "0" "0.0256921548359445" "0" "0.0359361894976169" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.0288999366716602" "0.0424258395422449" "0"
"AKANS.null.2" "one-date" "34.4265718959263" "0.04" "0.252841137191922" "0.995517342589247" "0.998130349802617" "MALAWI" "KASEM" "0.1" "MOSSI" "NAMKAM" "4.46687545855894" "75.5301485987944" "0.0639331179456682" "0.06" "SEMI.BANTU" "NAMKAM" "0.06" "MZIGUA" "MOSSI" "0" "0" "0" "0" "0" "0" "0.0143226092246559" "0" "0.00969483792902159" "0.0193888055150694" "0.00204897897656421" "0" "0" "0" "0.942417677473296" "0" "0" "0" "0.00425070424561533" "0" "0.000611119402540889" "0.00159336108781184" "0" "0" "0" "0" "0" "0.000872211108683174" "0" "0" "0" "0" "3.31628919231262e-05" "0" "0.000803981047087251" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.0030004673945347" "0" "0.000962083703196321" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"AKANS.null.3" "one-date" "34.4265718959263" "0.04" "0.252841137191922" "0.995517342589247" "0.998130349802617" "MALAWI" "KASEM" "0.1" "MOSSI" "NAMKAM" "4.46687545855894" "75.5301485987944" "0.0639331179456682" "0.06" "SEMI.BANTU" "NAMKAM" "0.06" "MZIGUA" "MOSSI" "0" "0" "0" "0" "0" "0" "0" "0.240328327990679" "0" "0" "0.44960600449171" "0" "0" "0" "0" "0" "0" "0" "0.0210154447959317" "0" "0" "0.0597401119022302" "0.00990547822354753" "0.0111644723385147" "0" "0" "0" "0" "0" "0" "0.0160980186930764" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.138831963717238" "0" "0.0143397239430106" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.00255327287889189" "0.0364171810251704" "0"
"AKANS.null.4" "one-date" "34.4265718959263" "0.04" "0.252841137191922" "0.995517342589247" "0.998130349802617" "MALAWI" "KASEM" "0.1" "MOSSI" "NAMKAM" "4.46687545855894" "75.5301485987944" "0.0639331179456682" "0.06" "SEMI.BANTU" "NAMKAM" "0.06" "MZIGUA" "MOSSI" "0" "0" "0" "0" "0" "0" "0.0148374888345379" "0" "0.00420751943750451" "0" "0" "0" "0" "0" "0.937854583283331" "0" "0" "0" "0.00593125739123069" "0" "0" "0" "0" "0" "0" "0.0131729965645673" "0" "0" "0" "0" "0" "0" "0" "0" "0.000797203612440323" "0" "0" "0.0127743424135525" "0" "0" "0" "0" "0" "0" "0" "0.00781456585023836" "0" "0.00261004261259787" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"AKANS.null.5" "one-date" "34.4265718959263" "0.04" "0.252841137191922" "0.995517342589247" "0.998130349802617" "MALAWI" "KASEM" "0.1" "MOSSI" "NAMKAM" "4.46687545855894" "75.5301485987944" "0.0639331179456682" "0.06" "SEMI.BANTU" "NAMKAM" "0.06" "MZIGUA" "MOSSI" "0" "0" "0" "0" "0" "0" "0.160129468224057" "0.0468992139202561" "0.01719734285213" "0" "0.212987670692308" "0" "0" "0" "0" "0" "0" "0" "0.11865789834848" "0" "0" "0.0193880010620002" "0.00547376159887164" "0.0673414028860822" "0" "0" "0" "0.050767487954651" "0.0126130458853982" "0" "0" "0" "0" "0" "0" "0" "0" "0.188466156875821" "0" "0" "0" "0" "0.0383708455975192" "0" "0" "0.0119364024788515" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.034604493274904" "0.0151668083486694" "0"
"AKANS.null.6" "one-date" "34.4265718959263" "0.04" "0.252841137191922" "0.995517342589247" "0.998130349802617" "MALAWI" "KASEM" "0.1" "MOSSI" "NAMKAM" "4.46687545855894" "75.5301485987944" "0.0639331179456682" "0.06" "SEMI.BANTU" "NAMKAM" "0.06" "MZIGUA" "MOSSI" "6.15652641566023e-06" "0" "0" "0" "0" "0" "0" "0" "0.00576158942736137" "0.0211752228286353" "0" "0" "0" "0" "0.765870789011712" "0.187365665309416" "0" "0" "0" "0" "1.2034696457797e-06" "0" "0" "0" "0" "0.00861122370425369" "0" "0" "0" "0" "0" "0" "0" "0" "0.000186112061122047" "0" "0" "0" "0" "0" "0.00987038486109999" "0" "0" "0" "0.0010334436600238" "0" "0" "0.000118209140314912" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"AKANS.null.7" "one-date" "34.4265718959263" "0.04" "0.252841137191922" "0.995517342589247" "0.998130349802617" "MALAWI" "KASEM" "0.1" "MOSSI" "NAMKAM" "4.46687545855894" "75.5301485987944" "0.0639331179456682" "0.06" "SEMI.BANTU" "NAMKAM" "0.06" "MZIGUA" "MOSSI" "0" "0" "0" "0" "0" "0.0177094402307915" "0" "0.0131439128289109" "0" "0.0504055647341822" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.516389413660115" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.298372251732952" "0" "0" "0.0473579165876635" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.00165737526445573" "0" "0" "0" "0" "0" "0.0217201462656899" "0.0332439786952392" "0"
"AKANS.null.8" "one-date" "34.4265718959263" "0.04" "0.252841137191922" "0.995517342589247" "0.998130349802617" "MALAWI" "KASEM" "0.1" "MOSSI" "NAMKAM" "4.46687545855894" "75.5301485987944" "0.0639331179456682" "0.06" "SEMI.BANTU" "NAMKAM" "0.06" "MZIGUA" "MOSSI" "0" "0" "0" "0" "0" "0" "0.0244807248108216" "0" "0.0120091206920335" "0.0310290642702708" "0.0594278958830491" "0" "0" "0" "0.853108706466029" "0" "0" "0" "0.00764793832118914" "0" "0.000384683521858837" "0.00303601923442228" "0" "0" "0" "0" "0" "0.00176256311849547" "0" "0" "0" "0" "0" "0" "0.00060847999336369" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.00501609475029361" "0" "0.00148870893817328" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"MOSSI.main.1" "one-date" "53.7744153816333" "0.21" "0.40971149389449" "0.997386311474841" "0.999911433840791" "YRI" "KASEM" "0.2" "AKANS" "KASEM" "1.00028421074807" "50.9075941855702" "0.0506172738981255" "0.27" "KASEM" "KASEM" "0.15" "SEMI.BANTU" "KASEM" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.547941312544812" "0" "0" "0" "0" "0" "0" "0" "0.0804831203514813" "0" "0" "0" "0" "0" "0.0188842935052619" "0.0187927099295111" "0" "0" "0" "0" "0.000462812737760963" "0" "0" "0" "0" "0" "0" "0.328164518638279" "0" "0" "0.00527123229289363" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"MOSSI.main.2" "one-date" "53.7744153816333" "0.21" "0.40971149389449" "0.997386311474841" "0.999911433840791" "YRI" "KASEM" "0.2" "AKANS" "KASEM" "1.00028421074807" "50.9075941855702" "0.0506172738981255" "0.27" "KASEM" "KASEM" "0.15" "SEMI.BANTU" "KASEM" "0" "0.00259162613011547" "0" "0.0123662738572812" "0.0379985147382993" "0" "0.0818048927227344" "0.0263043951342414" "0.00875827993039704" "0.0759041267524033" "0.235411820510339" "0.487013431459968" "0" "0" "0" "0" "0" "0" "0" "0" "0.000794444452790313" "0.00543325044225274" "0" "0" "0" "0" "0" "0.00446894398133402" "7.05152546678071e-05" "0.0123891489790298" "0" "0" "0.00213208896715144" "0" "0" "0" "0" "0" "0" "0" "0.000401781100326718" "0.00161439509597724" "0" "0" "0" "0.000840855281925671" "0" "0" "0" "0" "0" "0" "0" "0.000303932330902301" "0.000316114315706642" "0.000320433694579181" "0" "0.000255076890650677" "0.000221633118719615" "0.00228402485820631"
"MOSSI.main.3" "one-date" "53.7744153816333" "0.21" "0.40971149389449" "0.997386311474841" "0.999911433840791" "YRI" "KASEM" "0.2" "AKANS" "KASEM" "1.00028421074807" "50.9075941855702" "0.0506172738981255" "0.27" "KASEM" "KASEM" "0.15" "SEMI.BANTU" "KASEM" "0" "0.0242468396626666" "0" "0" "0.192156763897306" "0.00036423028810553" "0" "0.208707790069616" "0" "0.2369573830743" "0" "0" "0" "0" "0" "0" "0" "0" "0.0456990398940647" "0" "0" "0" "0.02947936357086" "0" "0" "0" "0" "0.0150281184668239" "0.0060163319066926" "0" "0.0256814558929846" "0" "0" "0" "0" "0" "0" "0.149044266037857" "0" "0" "0.0151184522393378" "0.00601731373149898" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.00965948194703967" "0" "0.018857361056571" "0.00837781508907375" "0.00858799317520114"
"MOSSI.main.4" "one-date" "53.7744153816333" "0.21" "0.40971149389449" "0.997386311474841" "0.999911433840791" "YRI" "KASEM" "0.2" "AKANS" "KASEM" "1.00028421074807" "50.9075941855702" "0.0506172738981255" "0.27" "KASEM" "KASEM" "0.15" "SEMI.BANTU" "KASEM" "0" "0" "0" "0" "0" "0" "0.00746945355987034" "0" "0.00699331674288438" "0" "0.449692132429252" "0.408437542968525" "0" "0" "0" "0.0545541541784166" "0" "0" "0.0161896950117459" "0" "0.00129274276963684" "0.0140265926804015" "0" "0.00153170528196561" "0" "0" "0" "0" "0" "0" "0" "0" "0.00337076110007858" "0" "0" "0" "0" "0.0158659662027277" "0" "0.0205759370744954" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"MOSSI.main.5" "one-date" "53.7744153816333" "0.21" "0.40971149389449" "0.997386311474841" "0.999911433840791" "YRI" "KASEM" "0.2" "AKANS" "KASEM" "1.00028421074807" "50.9075941855702" "0.0506172738981255" "0.27" "KASEM" "KASEM" "0.15" "SEMI.BANTU" "KASEM" "0" "0.049440954977621" "0" "0" "0.124598605040831" "0.0107148354558435" "0.276100834489518" "0.193145344977164" "0" "0.0619565790564421" "0" "0" "0" "0" "0" "0" "0" "0" "0.0535802360240765" "0" "0.0080486100870587" "0.0227704585090795" "0.00260003928710567" "0.00952592867029519" "0" "0.0447749728601841" "0" "0.034881880679872" "0.00331844638318338" "0" "0.00216170778052864" "0" "0" "0" "0.000107926419705908" "0" "0" "0.0257600300346218" "0.0569097137458459" "0" "0" "0.0077479356954279" "0" "0" "0" "0.00100074566267212" "0" "0.00483038337501339" "0" "0" "0" "0" "0" "0" "8.75764628661717e-05" "0.000841066830412902" "0" "0.00151817410738767" "0.00235403341847331" "0.00122297996876958"
"MOSSI.main.6" "one-date" "53.7744153816333" "0.21" "0.40971149389449" "0.997386311474841" "0.999911433840791" "YRI" "KASEM" "0.2" "AKANS" "KASEM" "1.00028421074807" "50.9075941855702" "0.0506172738981255" "0.27" "KASEM" "KASEM" "0.15" "SEMI.BANTU" "KASEM" "0" "0" "0" "0" "0" "0" "0" "0" "0.00639086344398522" "0" "0.571874044180096" "0.0685448888860228" "0" "0.300661013029493" "0" "0" "0" "0" "0.00391936126651799" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.00207119369629708" "0" "0" "0" "0" "0.0370134711710732" "0" "0" "0.00952516432651465" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"MOSSI.main.7" "one-date" "53.7744153816333" "0.21" "0.40971149389449" "0.997386311474841" "0.999911433840791" "YRI" "KASEM" "0.2" "AKANS" "KASEM" "1.00028421074807" "50.9075941855702" "0.0506172738981255" "0.27" "KASEM" "KASEM" "0.15" "SEMI.BANTU" "KASEM" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.477932151344627" "0" "0" "0" "0" "0" "0" "0" "0.0890377502887899" "0" "0" "0" "0" "0" "0.00416379703220743" "0" "0" "0" "0" "0" "0.00136063201926037" "0" "0" "0" "0" "0" "0" "0.421714022965939" "0" "0" "0.00579164634917606" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"MOSSI.main.8" "one-date" "53.7744153816333" "0.21" "0.40971149389449" "0.997386311474841" "0.999911433840791" "YRI" "KASEM" "0.2" "AKANS" "KASEM" "1.00028421074807" "50.9075941855702" "0.0506172738981255" "0.27" "KASEM" "KASEM" "0.15" "SEMI.BANTU" "KASEM" "0" "0.00371808954753811" "0" "0.0166144664138203" "0.0280623519368652" "0" "0.0632958971076325" "0.0227859380688017" "0.006006131139218" "0.0546956119910994" "0.236239950596151" "0.540748696485074" "0" "0" "0" "0" "0" "0" "0.00073860320689345" "0" "0.000759066949639165" "0.0045095150609991" "0" "0" "0" "0" "0" "0.00563555269532411" "2.11123271439178e-05" "0.010261855996539" "0" "0" "0.00188255502083018" "0" "0" "0" "0" "0" "0" "0" "0.000646415115337619" "0.000506428243398989" "0" "0" "0" "0.000223412213310796" "0" "0" "0" "0" "0" "0" "0" "0.000206212452064409" "0.000239260743363799" "0.000167673005856787" "0" "3.507048268723e-06" "9.77673482230079e-05" "0.00193392928660675"
"MOSSI.null.1" "one-date" "64.1101830392579" "0.28" "0.416619961290115" "0.998219250247793" "0.99987610622628" "YRI" "BAMBARA" "0.18" "NAMKAM" "KASEM" "1.00070549042317" "59.9597651595385" "0.036692397855658" "0.24" "KASEM" "KASEM" "0.2" "SEMI.BANTU" "KASEM" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.566936157386458" "0" "0" "0" "0" "0" "0" "0" "0.0758425965575194" "0" "0" "0" "0" "0" "0" "0.0150125260664403" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.322295412979867" "0" "0" "0.0199133070097158" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"MOSSI.null.2" "one-date" "64.1101830392579" "0.28" "0.416619961290115" "0.998219250247793" "0.99987610622628" "YRI" "BAMBARA" "0.18" "NAMKAM" "KASEM" "1.00070549042317" "59.9597651595385" "0.036692397855658" "0.24" "KASEM" "KASEM" "0.2" "SEMI.BANTU" "KASEM" "0" "0" "0" "0" "0.0441327331084062" "0" "0.112308475176751" "0.0409980277317022" "0.0204927193548519" "0.110470773530379" "0.272586140534407" "0.34928269460212" "0" "0" "0" "0" "0" "0" "0" "0" "0.000902181109439185" "0.00696721982833848" "0" "0" "0" "0" "0" "0.00489830897299741" "0.000177414969473087" "0.0185327798790994" "0.00519317208162974" "0" "0.00263146696137274" "0" "0" "0" "0" "0" "0" "0" "0" "0.00317691558555211" "0" "0" "0" "0.00141278119999129" "0" "0" "0" "0" "0" "0" "0" "0.000294265701556611" "0.000328816638863864" "0.000660901338118175" "0" "0.000529539065804737" "0.000351108939632983" "0.00367156368951272"
"MOSSI.null.3" "one-date" "64.1101830392579" "0.28" "0.416619961290115" "0.998219250247793" "0.99987610622628" "YRI" "BAMBARA" "0.18" "NAMKAM" "KASEM" "1.00070549042317" "59.9597651595385" "0.036692397855658" "0.24" "KASEM" "KASEM" "0.2" "SEMI.BANTU" "KASEM" "0" "0.0655563071983166" "0" "0" "0.169794572296417" "0" "0" "0.170211813658062" "0" "0.241817561244075" "0" "0" "0" "0" "0" "0" "0" "0" "0.0762097925344482" "0" "0" "0" "0" "0" "0" "0" "0" "0.018536654807385" "0" "0" "0.0261162533885409" "0" "0.00102290451308396" "0" "0" "0" "0" "0.13838246057791" "0" "0" "0.0460296512292321" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.0120149437962974" "0" "0.0152281038443426" "0.00700715161239713" "0.0120718292994921"
"MOSSI.null.4" "one-date" "64.1101830392579" "0.28" "0.416619961290115" "0.998219250247793" "0.99987610622628" "YRI" "BAMBARA" "0.18" "NAMKAM" "KASEM" "1.00070549042317" "59.9597651595385" "0.036692397855658" "0.24" "KASEM" "KASEM" "0.2" "SEMI.BANTU" "KASEM" "0" "0" "0" "0" "0" "0" "0.0773466992055737" "0" "0" "0" "0.338730502404492" "0.517360715627444" "0" "0" "0" "0" "0" "0" "0.00475683693601732" "0" "0.000488474292025978" "0.0104528698026594" "0" "0.000158668750723153" "0.00120746605811198" "0.0252256825021294" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.0139517217495066" "0" "0" "0" "0" "0" "0" "0" "0.00816139980508242" "0" "0.00215896286623341" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"MOSSI.null.5" "one-date" "64.1101830392579" "0.28" "0.416619961290115" "0.998219250247793" "0.99987610622628" "YRI" "BAMBARA" "0.18" "NAMKAM" "KASEM" "1.00070549042317" "59.9597651595385" "0.036692397855658" "0.24" "KASEM" "KASEM" "0.2" "SEMI.BANTU" "KASEM" "0" "0.0752165842331557" "0" "0" "0.0807769586777064" "0.0214563130373392" "0.345324009118593" "0.190046861894305" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.0694260318040394" "0" "0.00925419209446484" "0.0379529498577382" "0.034490529466473" "0.00863493579837015" "0.0565308535778885" "0" "0" "0.0383713366111884" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.00860235439978516" "0" "0.00581015071645185" "0" "0.0153052979997312" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.00280064071276997"
"MOSSI.null.6" "one-date" "64.1101830392579" "0.28" "0.416619961290115" "0.998219250247793" "0.99987610622628" "YRI" "BAMBARA" "0.18" "NAMKAM" "KASEM" "1.00070549042317" "59.9597651595385" "0.036692397855658" "0.24" "KASEM" "KASEM" "0.2" "SEMI.BANTU" "KASEM" "0" "0" "0" "0" "0" "0" "0" "0" "0.0118344823561321" "0" "0.52399404640053" "0.367330025474907" "0" "0" "0" "0" "0" "0" "0.0102268244294011" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.00119848038223675" "0" "0.00577491209404475" "0" "0" "0" "0" "0.0728575259234265" "0" "0" "0.00486772061783508" "0" "0" "0" "0" "0.0019159823214859" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
