"JOLA" "WOLLOF" "MANDINKAI" "MANDINKAII" "SEREHULE" "FULAI" "MALINKE" "SERERE" "MANJAGO" "FULAII" "BAMBARA" "AKANS" "MOSSI" "YRI" "KASEM" "NAMKAM" "SEMI-BANTU" "BANTU" "LWK" "KAMBE" "CHONYI" "KAUMA" "WASAMBAA" "GIRIAMA" "WABONDEI" "MZIGUA" "MKK" "WOLAYTA" "SOMALI" "ARI" "SUDANESE" "GUMUZ" "OROMO" "AMHARA" "AFAR" "ANUAK" "TYGRAY" "MALAWI" "SEBANTU" "AMAXHOSA" "SWBANTU" "KHWE" "GUIGHANAKGAL" "KARRETJIE" "NAMA" "XUN" "KHOMANI" "JUHOAN" "FIN" "CEU" "GBR" "IBS" "TSI" "GIH" "KHV" "CDX" "CHB" "CHS" "JPT" "PELII"
"JOLACEU100g90p.main.5" 0 0 0 0 0 0 0 0 0 0 0 0.154048064266714 0.19631359436464 0 0 0.0519862197038275 0.110230724653826 0.0293927756694527 0 0.0060204064860448 0.00282123103981378 0 0 0.00489637183974074 0 0.0263464479242205 0 0.0595399239769176 0.00840801181460193 0 0.0021928582053722 0.00890962377718353 0 0 0.00385535995791262 0.100064178994591 0.00842082339044528 0.0350616392567634 0.00383452891372277 0 0.0010404623564606 0.00108583703326598 0.00408669864364929 0.00265455256171778 0.000341478614478191 0.00744959438540843 0.00776978311205587 0.00296900706983449 0.00968545142193211 0 0.0647600747916768 0.00156193291637602 0.0297814217848241 0.0128671544507195 0.00582477991357931 0.00278906365325353 0.026515955170461 0 0.00538040272570242 0.0010935651588139
"JOLACEU100g90p.main.6" 0 0 0 0 0 0 0 0 0 0 0 0.225729684258103 0.248540516283771 0.0539470683916115 0.044317694344823 0.0588324699721532 0.061920728046233 0.0149438621778104 0.0181586512205716 0.000790736236799704 0 0.00589712058835239 0.00485372357795805 0 0.0143622268684486 0 0.0144908625589254 0 0.00804987369015735 0.00236881931043339 0.0270744487517904 0.00792208476360942 0 0.0206618932377519 8.28650979661581e-05 0.0214026687709423 0.0147679000702598 0.0012511452848064 0.0054221675773706 0 0.00311935713505835 0.0041258245176758 0 0.0020565686258206 0 0 0.000158906319723173 0 0.00796914966524042 0 0.0187635291877214 0.0796045479439782 0.00434345477201903 0.00236047910341131 0 0.000893582487367602 0 0 0 0.000815389161335422
"JOLACEU100g90p.main.7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00719676906650619 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0700799143857968 0 0.46702793002327 0.324878914894091 0.118605549122122 0.0122109225082139 0 0 0 0 0 0
"JOLACEU100g90p.main.8" 0 0 0 0 0 0 0 0 0 0 0 0.215040085906003 0.252548310463317 0.0347345917000673 0.0165495084208819 0.0737629451004906 0.095183302351368 0.0249651795077938 0.0113793743270602 0.00844088756337929 0.000727786350050095 0.00264771956084603 0.00420354579777919 0.00108441547922113 0.00884142673353736 0.0139321654491663 0.00726444227979647 0 0.014074403998256 0.00708279525008772 0.0165003857664872 0.0112629188167159 0 0.0256524200590054 0.00513437598025682 0.0750059103547708 0 0.0176223127123893 0.00880174177003411 0 0 0.0042437736156745 0.00331255458944838 0.00201684897238215 0.00553433745805518 0.00272259648608926 0 0.00202219156937262 0 0 0 0 0 0.00494750057695625 0.00457513211302892 0.0021685926305456 0 0.0110348351690748 0.00459716103263321 0.0003815240879787
"JOLACEU100g90p.ancient.1" 0 0 0 0 0 0 0 0 0 0 0 0.100139602934898 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00125898328710693 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0569218650802733 0 0.401447241156403 0.305747068166932 0.110070426305075 0.00899614273832345 0 0 0 0.0154186703309878 0 0
"JOLACEU100g90p.ancient.2" 0 0 0.0689531224331727 0 0 0 0 0 0 0 0 0.187442707916095 0.233598791664332 0.0316812215755886 0.0166094684493848 0.068312943154632 0.0881502113863868 0.023183883486977 0.0106667607411374 0.0110719727207601 5.41939795749425e-05 0.00162173198875292 0.000767081698637741 0 0.0108282116773227 0.0121330956343357 0.00496346728244485 0.0261961802278082 0.00728137861132679 0.000218396131003688 0.0159746202047811 0.0090611500441227 0.0283526508767566 0 0.00260656186441416 0.0612743633308609 0.00752287703573801 0.0180776188131223 0.00507349688564736 0 0.0017202783177562 0.00382422199046584 0.00281250757348414 0.00326567362455352 0.00267782932347661 0.00241677416252334 0.0022192132214622 0.00180123889934003 0.00138028568422075 0 0 0 0 0.00670215373911041 0.00463931478555892 0.00173552245683954 0 0.0074558640384247 0.00416768331056815 0.00150327905709872
"JOLACEU100g90p.ancient.3" 0 0 0 0 0 0 0 0 0 0 0 0.212971203004974 0.130108656563343 0 0.0755702971565001 0 0.0989742998587461 0.0173787825315174 0.0210070101519316 0.00457592641829665 0 0 0.00454299411803595 0.000639975553692487 0.0390628602578726 0 0.00905828153824644 0.0128397176451022 0.0122608300035343 0.00326987207273093 0.0244305131090825 0.0170953660132592 0.0497295169959189 0 0 0.0472731946607221 0.0330585840122624 0.0273894904725379 0.013841146210846 0 0.00900882969934478 0.00582881901059847 0.00326100041118557 0.00227248545194985 0 0.00247903345457726 0.00922615595371821 0.00673587656010232 0.00565781637745877 0 0.0632645298627553 0 0 0.00575154719149661 0.00831942766208154 0.00565679007114204 0 0.00994502233851584 0.00729049905854518 0.000223648547375036
"JOLACEU100g90p.ancient.4" 0 0 0 0 0 0 0 0 0 0 0 0.178796419407812 0.278598522887792 0.0470010462392714 0 0.0808285656429495 0.0749325835511585 0.024084286689086 0.0029710659713336 0.0104812987860859 0.000514097629204774 0.00315065107595941 0 0 0 0.0105457660782236 0.00191665700973388 0.0247887480986299 0.00407628988107012 0 0.00893361545330678 0.00302136840305463 0 0.00379706577880585 0.00405800632500837 0.0684938017314374 0 0.00992524209410001 0 0 0 0.00152772901876547 0.00100438267269009 0.0025120703943536 0 0.00103850440800646 0.000402533098315028 0 0.0106630013278951 0 0.0247179511956339 0.0706608328786305 0.025176981851512 0.00806861287310492 0.00138371715987939 0 0.00919591486575755 0 0.00114558426220876 0.0015870852592244
"JOLACEU100g90p.ancient.5" 0 0 0 0 0 0 0 0 0 0 0 0.133760178567224 0.0824070465878786 0.0708534905344924 0.0767490141062375 0 0.0709294010154348 0.0384392573515096 0.0377797444297672 0.00507882541463835 0 0.0167312293885277 0 0.00197926132048405 0.0333776364909867 0.00656904661000845 0 0 0.0176571317114214 0.0141089566686477 0.0259044911154485 0.0180570101046467 0 0 0.0208738979661591 0.0541178112873029 0.0446216258953388 0.00360350278526046 0.0242456810937381 0 0.0138561185191478 0.0121112971794895 0.00272100562617711 0.00023399312184199 0.0043383192248166 0.00293233961796926 0.0216613815172889 0.00846116238724923 0.0101548619095804 0 0.0211053600077526 0 0.0237127696690237 0.0198910685630661 0.0216047195032641 0.0138141223680177 0 0.00723352918765738 0.0152800111434605 0.00304370000904451
"JOLACEU100g90p.ancient.6" 0 0 0 0 0 0 0 0 0 0 0 0.211948416896805 0.270836139923385 0.0143077131740867 0 0.0801850402723766 0.0888246783084558 0.0159104066273556 0.000735635876654843 0 0.00216378758198929 0 0.00214632279314979 0.00272859066813493 0.00199758293328516 0.0132599436052018 0.00724453228893269 0 0.00345972028463468 0 0.01097668166927 0.00538478176462339 0.0407206363521414 0.00425065852447089 0 0.0628049035003621 0 0.0208020463880194 0 0 0 7.24453673353534e-05 0.00130341281571441 0 0 0.001474309580567 0 0 0.00847344108342074 0 0.0432486775062752 0.0654407005174535 0.00918788491540963 0.00313517697096802 0 0 0.00622884618904496 0 0.000300551501947916 0.000446334118527998
"JOLACEU100g90p.ancient.7" 0 0 0 0 0 0 0 0 0 0 0 0.0521730690958036 0.0827229354118183 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0595436580244522 0 0.386718703072912 0.302077100070028 0.101607338996523 0.00941574269069068 0 0 0 0.00574145263777136 0 0
"JOLACEU100g90p.ancient.8" 0 0 0 0 0 0 0 0 0 0 0 0.209977088292993 0.243297368369463 0.0344454114412112 0.0163381880274327 0.0766277043945614 0.0953193589101149 0.0251714576958777 0.0115031588237726 0.0113219851031306 0.000123033404687673 0.00187497445877776 0.00195376663134462 0 0.0105290644180774 0.0133744680188322 0.00595200240005058 0.024549576894113 0.0097870565012669 0.00161428360051899 0.0175147049808866 0.0102799667371394 0.0210957690415951 0.00950931121167053 0.00416573871918342 0.0682261923109303 0 0.0188257833890924 0.00651921789368863 0 0.00112996282175625 0.00425619616255478 0.00329624948605761 0.00328557903596004 0.00440590987599672 0.00261966644763108 0.00109567667617695 0.00197554399572419 0 0 0 0 0 0.0063233422553146 0.00479927548695509 0.00194677392575629 0 0.00920494168612199 0.00446876212036279 0.00129548835321881
"JOLACEU100g95p.main.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0843175930124533 0.00244498989450864 0.0035766629441752 0 0 0 0 0 0 0 0 0 0 0.00463212003015865 0 0 0 0 0 0.0520860259397445 0 0.00151734274109302 0 0 0 0 0 0 0 0 0 0 0.0504307355987835 0 0.39835177516205 0.265793782142588 0.0740546600838814 0.0229088297625864 0 0 0 0.0398854826879777 0 0
"JOLACEU100g95p.main.2" 0 0 0.00320272168895223 0 0 0 0 0 0 0 0 0.217094314879209 0.253258360754326 0.0364888282331654 0 0.0947906181679171 0.0865683270676029 0.0262627423808239 0.0108059936532285 0.00959863745738837 9.84639313292198e-05 0.00232180726691987 0.00322312816463748 0 0.0088911385868845 0.0125278981127023 0.00532928139936685 0.0183663474106786 0.0080595257630878 0.00127653827466716 0.0187841513047251 0.00949136232691475 0.0285047561781457 0.000319397613785829 0.00275161666307795 0.060766523667572 0.0126942646765131 0.0206630001054018 0.00476472398031894 0 0.00136362656537068 0.0039841903089442 0.00288989693864663 0.00288008252867145 0.00289526619418942 0.00227284026713148 0.00218898405484728 0.00192482336438954 0 0 0 0 0 0.00470064121341912 0.00428658512285907 0.00192995157672406 0 0.00636781378339526 0.00410074815013267 0.00131008022193651
"JOLACEU100g95p.main.3" 0 0 0 0 0 0 0 0 0 0 0 0.149851226823975 0.183397308039204 0 0 0.0515059022180147 0.107118449454729 0.0362386398627171 0.0127014717380033 0 0.00402793137367218 0.00726068105002529 0.0134683683066559 0.00812522481218728 0.0105519793875196 0.0322468975043274 0.00186150470070782 0 0.0192840800385124 0.0119096720514725 0.0226165679133869 0.01986586383396 0 0.0507229259823598 0.00282879395122881 0.0803037851529341 0 0.0326965611752841 0.0130034763917973 0 0 0.00539277885127695 0.0128863435184513 0.00897677649804138 0.0107850427623251 0.00441726070653585 0 0.00835467383302865 0 0 0 0 0 0.0148959932624664 0.00730008687726828 0.0044602901038687 0 0.0391611874018134 0.0108516322564622 0.0009306221657877
"JOLACEU100g95p.main.4" 0 0 0 0 0 0 0 0 0 0 0 0.234892629092153 0.271522056355656 0.0652214613748919 0 0.113279609116374 0.0719746410654865 0.015353039044457 0.0114632857144901 0 0 0.00258700053204985 0.000250208660265252 0 0 0 0.00941441621980693 0 0.00781571772392472 0.00181540950929068 0.0131286201441937 0.00118896771964198 0 0 0.00283810192856829 0.0471179452439375 0.000622797021914108 0.00747548897196901 0 0 0 0 0 0 0 0 0 0 0.00967229948883121 0 0.0522284243912506 0.0495976039548286 0.0105402767260193 0 0 0 0 0 0 0
"JOLACEU100g95p.main.5" 0 0 0 0 0 0 0 0 0 0 0 0.176102078335139 0.183424689391442 0 0 0.0501204717636445 0.140727484612068 0.0166305809761906 0.00616549299617148 0 0.00325365827114205 0 0 0.00536069875280766 0 0.0218364489765001 0.000156206980053247 0.0524385854330881 0.0077807576326345 0 0.00316711061410675 0.0130027319248499 0.00652037377323745 0.0241454724135125 0 0.0894009926769411 0 0.0471698696181467 0 0 0 0.001838584594387 0.00401954460070487 0.00485147251452506 0 0.00489169796937745 0.00910339976774884 0.00517432328640517 0.00258323557291949 0 0.0403881076344793 0.021733462686381 0.0043220777781902 0.0086850862213512 0.00578989813198113 0.000290464760313149 0.0355343233332394 0 0.0025774836547879 0.000813132351533267
"JOLACEU100g95p.main.6" 0 0 0 0 0 0 0 0 0 0 0 0.214381139831108 0.266777497744528 0.059191291484818 0 0.110264096045855 0.0521926770749143 0.0293593264071241 0.0127511051038606 0.00420194869284303 0 0.00619840320029987 0.00651596118018508 0 0.0150833323641226 0.00249587707692936 0.00794470914094972 0 0.00776040500720362 0.00383767124960485 0.0250895303960808 0.00624315941193116 0 0 0.0117041583243139 0.0447972939606534 0.0255452438258197 0 0.00919844588416495 0 0.00475188201342268 0.00435487478445082 0.00105851677722885 0.000749031911211262 0 0 0.000301034246828669 0 0.0061405862154433 0 0.00645686550374447 0.0351464279922427 0.0111600003915606 0.00459931724773041 0 0.002207600748945 0 0 0.000669272162512851 0.000871316597368824
